DATETIME;BTP;CPSP;PALMAS;PRATICAGEM
2025-01-01 06:50:00;1997.99;559.19;2000,0;2000,0
2025-01-01 06:55:00;1998.05;143.80;2000,0;2000,0
2025-01-01 07:00:00;1998.02;1973.93;2000,0;2000,0
2025-01-01 07:05:00;1998.05;1998.87;2000,0;2000,0
2025-01-01 07:10:00;1998.05;1998.90;2000,0;2000,0
2025-01-01 07:15:00;1998.05;1999.05;2000,0;2000,0
2025-01-01 07:20:00;1998.08;1999.02;2000,0;2000,0
2025-01-01 07:25:00;1998.08;1999.11;2000,0;2000,0
2025-01-01 07:30:00;1998.08;1999.21;2000,0;2000,0
2025-01-01 07:35:00;1998.14;1999.30;2000,0;2000,0
2025-01-01 07:40:00;1998.05;1999.42;2000,0;2000,0
2025-01-01 07:45:00;1998.08;1999.45;2000,0;2000,0
2025-01-01 07:50:00;1997.99;1999.39;2000,0;2000,0
2025-01-01 07:55:00;1998.05;1999.48;2000,0;2000,0
2025-01-01 08:00:00;1998.02;1999.51;2000,0;2000,0
2025-01-01 08:05:00;1998.02;721.83;2000,0;2000,0
2025-01-01 08:10:00;1998.02;682.78;2000,0;2000,0
2025-01-01 08:15:00;1998.02;1999.54;2000,0;2000,0
2025-01-01 08:20:00;1997.99;1965.20;2000,0;2000,0
2025-01-01 08:25:00;1997.99;1088.49;2000,0;2000,0
2025-01-01 08:30:00;1998.05;1999.66;2000,0;2000,0
2025-01-01 08:35:00;1998.02;1343.41;2000,0;2000,0
2025-01-01 08:40:00;1998.02;1472.77;2000,0;2000,0
2025-01-01 08:45:00;1998.08;1999.85;2000,0;2000,0
2025-01-01 08:50:00;1998.05;1999.73;2000,0;2000,0
2025-01-01 08:55:00;1998.11;1999.69;2000,0;2000,0
2025-01-01 09:00:00;1998.11;1704.49;2000,0;2000,0
2025-01-01 09:05:00;1998.05;1240.14;2000,0;2000,0
2025-01-01 09:10:00;1998.05;73.69;2000,0;2000,0
2025-01-01 09:15:00;1998.08;65.63;2000,0;2000,0
2025-01-01 09:20:00;1998.14;30.53;2000,0;2000,0
2025-01-01 09:25:00;1998.14;100.00;2000,0;2000,0
2025-01-01 09:30:00;1998.11;32.81;2000,0;2000,0
2025-01-01 09:35:00;1998.11;73.72;2000,0;2000,0
2025-01-01 09:40:00;1998.17;84.22;2000,0;2000,0
2025-01-01 09:45:00;1998.23;92.55;2000,0;2000,0
2025-01-01 09:50:00;1998.23;100.06;2000,0;2000,0
2025-01-01 09:55:00;1998.32;98.53;2000,0;2000,0
2025-01-01 10:00:00;1998.35;490.05;2000,0;2000,0
2025-01-01 10:05:00;1998.38;80.40;2000,0;2000,0
2025-01-01 10:10:00;1998.38;1381.01;2000,0;2000,0
2025-01-01 10:15:00;1998.47;1999.48;2000,0;2000,0
2025-01-01 10:20:00;1998.50;1999.45;2000,0;2000,0
2025-01-01 10:25:00;1998.50;1999.42;2000,0;2000,0
2025-01-01 10:30:00;1998.50;1999.39;2000,0;2000,0
2025-01-01 10:35:00;1998.47;1999.30;2000,0;2000,0
2025-01-01 10:40:00;1998.38;1999.36;2000,0;2000,0
2025-01-01 10:45:00;1998.41;1999.48;2000,0;2000,0
2025-01-01 10:50:00;1998.38;1999.60;2000,0;2000,0
2025-01-01 10:55:00;1998.44;1999.66;2000,0;2000,0
2025-01-01 11:00:00;1998.41;1999.69;2000,0;2000,0
2025-01-01 11:05:00;1998.44;1999.73;2000,0;2000,0
2025-01-01 11:10:00;1998.47;1603.88;2000,0;2000,0
2025-01-01 11:15:00;1998.44;1998.11;2000,0;2000,0
2025-01-01 11:20:00;1998.35;1999.48;2000,0;2000,0
2025-01-01 11:25:00;1998.38;1999.48;2000,0;2000,0
2025-01-01 11:30:00;1998.44;1999.30;2000,0;2000,0
2025-01-01 11:35:00;1998.44;1999.36;2000,0;2000,0
2025-01-01 11:40:00;1998.29;1639.04;2000,0;2000,0
2025-01-01 11:45:00;1998.35;1767.95;2000,0;2000,0
2025-01-01 11:50:00;1998.32;1767.95;2000,0;2000,0
2025-01-01 11:55:00;1998.26;137.12;2000,0;2000,0
2025-01-01 12:00:00;1998.17;123.99;2000,0;2000,0
2025-01-01 12:05:00;1998.14;498.93;2000,0;2000,0
2025-01-01 12:10:00;1998.17;86.20;2000,0;2000,0
2025-01-01 12:15:00;1998.14;459.55;2000,0;2000,0
2025-01-01 12:20:00;1998.14;264.80;2000,0;2000,0
2025-01-01 12:25:00;1998.14;373.84;2000,0;2000,0
2025-01-01 12:30:00;1998.14;1681.81;2000,0;2000,0
2025-01-01 12:35:00;1998.11;1899.02;2000,0;2000,0
2025-01-01 12:40:00;1998.17;1999.42;2000,0;2000,0
2025-01-01 12:45:00;1998.14;1999.45;2000,0;2000,0
2025-01-01 12:50:00;1998.14;609.92;2000,0;2000,0
2025-01-01 12:55:00;1998.17;609.92;2000,0;2000,0
2025-01-01 13:00:00;1998.20;1999.33;2000,0;2000,0
2025-01-01 13:05:00;1998.20;1999.21;2000,0;2000,0
2025-01-01 13:10:00;1998.17;1736.97;2000,0;2000,0
2025-01-01 13:15:00;1998.17;1999.21;2000,0;2000,0
2025-01-01 13:20:00;1998.14;1981.59;2000,0;2000,0
2025-01-01 13:25:00;1998.14;1999.21;2000,0;2000,0
2025-01-01 13:30:00;1998.14;1947.22;2000,0;2000,0
2025-01-01 13:35:00;1998.17;1999.21;2000,0;2000,0
2025-01-01 13:40:00;1998.17;1976.19;2000,0;2000,0
2025-01-01 13:45:00;1998.17;1974.79;2000,0;2000,0
2025-01-01 13:50:00;1998.05;1999.21;2000,0;2000,0
2025-01-01 13:55:00;1998.08;1999.21;2000,0;2000,0
2025-01-01 14:00:00;1998.08;1999.24;2000,0;2000,0
2025-01-01 14:05:00;1998.08;1999.18;2000,0;2000,0
2025-01-01 14:10:00;1998.17;1999.21;2000,0;2000,0
2025-01-01 14:15:00;1998.17;1999.18;2000,0;2000,0
2025-01-01 14:20:00;1998.14;1999.15;2000,0;2000,0
2025-01-01 14:25:00;1998.08;1999.05;2000,0;2000,0
2025-01-01 14:30:00;1998.08;1461.63;2000,0;2000,0
2025-01-01 14:35:00;1998.11;1998.99;2000,0;2000,0
2025-01-01 14:40:00;1998.14;1999.02;2000,0;2000,0
2025-01-01 14:45:00;1998.20;1919.44;2000,0;2000,0
2025-01-01 14:50:00;1998.23;934.52;2000,0;2000,0
2025-01-01 14:55:00;1998.17;1612.82;2000,0;2000,0
2025-01-01 15:00:00;1998.20;1595.09;2000,0;2000,0
2025-01-01 15:05:00;1998.17;1153.14;2000,0;2000,0
2025-01-01 15:10:00;1998.20;1302.59;2000,0;2000,0
2025-01-01 15:15:00;1998.20;1409.92;2000,0;2000,0
2025-01-01 15:20:00;1998.20;96.64;2000,0;2000,0
2025-01-01 15:25:00;1998.14;105.22;2000,0;2000,0
2025-01-01 15:30:00;1998.17;1713.46;2000,0;2000,0
2025-01-01 15:35:00;1998.11;1713.46;2000,0;2000,0
2025-01-01 15:40:00;1998.05;1713.46;2000,0;2000,0
2025-01-01 15:45:00;1998.05;1999.08;2000,0;2000,0
2025-01-01 15:50:00;1998.08;1999.08;2000,0;2000,0
2025-01-01 15:55:00;1998.05;1999.08;2000,0;2000,0
2025-01-01 16:00:00;1998.05;1999.18;2000,0;2000,0
2025-01-01 16:05:00;1998.14;1999.08;2000,0;2000,0
2025-01-01 16:10:00;1998.14;1999.08;2000,0;2000,0
2025-01-01 16:15:00;1998.05;1998.99;2000,0;2000,0
2025-01-01 16:20:00;1998.08;1998.96;2000,0;2000,0
2025-01-01 16:25:00;1998.05;1999.05;2000,0;2000,0
2025-01-01 16:30:00;1998.11;1998.93;2000,0;2000,0
2025-01-01 16:35:00;1998.11;1998.93;2000,0;2000,0
2025-01-01 16:40:00;1998.11;1998.90;2000,0;2000,0
2025-01-01 16:45:00;1998.08;1998.93;2000,0;2000,0
2025-01-01 16:50:00;1998.11;1998.93;2000,0;2000,0
2025-01-01 16:55:00;1998.08;1822.68;2000,0;2000,0
2025-01-01 17:00:00;1998.05;1998.96;2000,0;2000,0
2025-01-01 17:05:00;1998.05;1998.99;2000,0;2000,0
2025-01-01 17:10:00;1998.08;1999.02;2000,0;2000,0
2025-01-01 17:15:00;1998.05;1998.99;2000,0;2000,0
2025-01-01 17:20:00;1998.08;1998.99;2000,0;2000,0
2025-01-01 17:25:00;1998.08;1998.99;2000,0;2000,0
2025-01-01 17:30:00;1998.11;1998.93;2000,0;2000,0
2025-01-01 17:35:00;1998.11;1998.81;2000,0;2000,0
2025-01-01 17:40:00;1998.05;1998.84;2000,0;2000,0
2025-01-01 17:45:00;1998.08;1998.81;2000,0;2000,0
2025-01-01 17:50:00;1998.08;1998.78;2000,0;2000,0
2025-01-01 17:55:00;1998.08;1998.78;2000,0;2000,0
2025-01-01 18:00:00;1998.11;1998.78;2000,0;2000,0
2025-01-01 18:05:00;1998.05;1998.75;2000,0;2000,0
2025-01-01 18:10:00;1998.05;1998.81;2000,0;2000,0
2025-01-01 18:15:00;1998.11;1998.75;2000,0;2000,0
2025-01-01 18:20:00;1998.08;1998.78;2000,0;2000,0
2025-01-01 18:25:00;1998.08;1998.66;2000,0;2000,0
2025-01-01 18:30:00;1998.11;1998.66;2000,0;2000,0
2025-01-01 18:35:00;1998.11;1998.69;2000,0;2000,0
2025-01-01 18:40:00;1998.05;1998.63;2000,0;2000,0
2025-01-01 18:45:00;1998.08;1998.60;2000,0;2000,0
2025-01-01 18:50:00;1998.08;1998.66;2000,0;2000,0
2025-01-01 18:55:00;1998.14;1998.63;2000,0;2000,0
2025-01-01 19:00:00;1998.14;1998.69;2000,0;2000,0
2025-01-01 19:05:00;1998.08;1998.69;2000,0;2000,0
2025-01-01 19:10:00;1998.02;1998.60;2000,0;2000,0
2025-01-01 19:15:00;1998.05;1998.72;2000,0;2000,0
2025-01-01 19:20:00;1998.08;1998.69;2000,0;2000,0
2025-01-01 19:25:00;1998.05;1998.69;2000,0;2000,0
2025-01-01 19:30:00;1997.99;1998.69;2000,0;2000,0
2025-01-01 19:35:00;1998.02;1998.69;2000,0;2000,0
2025-01-01 19:40:00;1998.02;1998.69;2000,0;2000,0
2025-01-01 19:45:00;1998.02;1998.69;2000,0;2000,0
2025-01-01 19:50:00;1998.08;1998.66;2000,0;2000,0
2025-01-01 19:55:00;1998.02;1998.69;2000,0;2000,0
2025-01-01 20:00:00;1998.05;1998.63;2000,0;2000,0
2025-01-01 20:05:00;1998.02;1998.63;2000,0;2000,0
2025-01-01 20:10:00;1998.05;1998.69;2000,0;2000,0
2025-01-01 20:15:00;1998.05;1998.69;2000,0;2000,0
2025-01-01 20:20:00;1998.08;1998.69;2000,0;2000,0
2025-01-01 20:25:00;1998.08;1998.57;2000,0;2000,0
2025-01-01 20:30:00;1998.08;1998.60;2000,0;2000,0
2025-01-01 20:35:00;1998.08;1998.63;2000,0;2000,0
2025-01-01 20:40:00;1998.02;1998.66;2000,0;2000,0
2025-01-01 20:45:00;1998.05;1998.63;2000,0;2000,0
2025-01-01 20:50:00;1998.08;1998.57;2000,0;2000,0
2025-01-01 20:55:00;1998.02;1998.63;2000,0;2000,0
2025-01-01 21:00:00;1998.17;1998.69;2000,0;2000,0
2025-01-01 21:05:00;1998.02;1998.63;2000,0;2000,0
2025-01-01 21:10:00;1998.05;1998.60;2000,0;2000,0
2025-01-01 21:15:00;1998.08;1998.57;2000,0;2000,0
2025-01-01 21:20:00;1998.05;1998.63;2000,0;2000,0
2025-01-01 21:25:00;1998.02;1998.69;2000,0;2000,0
2025-01-01 21:30:00;1998.02;1998.60;2000,0;2000,0
2025-01-01 21:35:00;1998.11;1998.66;2000,0;2000,0
2025-01-01 21:40:00;1998.02;1998.63;2000,0;2000,0
2025-01-01 21:45:00;1998.05;1998.66;2000,0;2000,0
2025-01-01 21:50:00;1998.02;1998.63;2000,0;2000,0
2025-01-01 21:55:00;1998.08;1998.60;2000,0;2000,0
2025-01-01 22:00:00;1998.05;1998.63;2000,0;2000,0
2025-01-01 22:05:00;1998.05;1998.53;2000,0;2000,0
2025-01-01 22:10:00;1998.11;1998.60;2000,0;2000,0
2025-01-01 22:15:00;1998.05;1998.60;2000,0;2000,0
2025-01-01 22:20:00;1998.08;1998.53;2000,0;2000,0
2025-01-01 22:25:00;1998.08;1998.60;2000,0;2000,0
2025-01-01 22:30:00;1998.02;1998.63;2000,0;2000,0
2025-01-01 22:35:00;1998.11;1998.60;2000,0;2000,0
2025-01-01 22:40:00;1998.11;1998.57;2000,0;2000,0
2025-01-01 22:45:00;1998.02;1998.53;2000,0;2000,0
2025-01-01 22:50:00;1998.02;1998.53;2000,0;2000,0
2025-01-01 22:55:00;1998.02;1998.50;2000,0;2000,0
2025-01-01 23:00:00;1998.02;1998.53;2000,0;2000,0
2025-01-01 23:05:00;1998.05;1998.53;2000,0;2000,0
2025-01-01 23:10:00;1998.05;1998.53;2000,0;2000,0
2025-01-01 23:15:00;1998.02;1998.53;2000,0;2000,0
2025-01-01 23:20:00;1998.02;1998.50;2000,0;2000,0
2025-01-01 23:25:00;1998.02;1998.50;2000,0;2000,0
2025-01-01 23:30:00;1998.05;1998.53;2000,0;2000,0
2025-01-01 23:35:00;1998.11;1998.53;2000,0;2000,0
2025-01-01 23:40:00;1998.08;1998.60;2000,0;2000,0
2025-01-01 23:45:00;1998.02;1998.53;2000,0;2000,0
2025-01-01 23:50:00;1998.02;1998.57;2000,0;2000,0
2025-01-01 23:55:00;1998.17;1998.53;2000,0;2000,0
2025-01-02 00:00:00;1998.17;1998.53;2000,0;2000,0
2025-01-02 00:05:00;1998.17;1998.41;2000,0;2000,0
2025-01-02 00:10:00;1998.11;1998.57;2000,0;2000,0
2025-01-02 00:15:00;1998.08;1998.60;2000,0;2000,0
2025-01-02 00:20:00;1998.14;1998.50;2000,0;2000,0
2025-01-02 00:25:00;1998.08;1998.53;2000,0;2000,0
2025-01-02 00:30:00;1998.14;1998.57;2000,0;2000,0
2025-01-02 00:35:00;1998.14;1998.50;2000,0;2000,0
2025-01-02 00:40:00;1998.14;1998.50;2000,0;2000,0
2025-01-02 00:45:00;1998.20;1998.47;2000,0;2000,0
2025-01-02 00:50:00;1998.08;1998.50;2000,0;2000,0
2025-01-02 00:55:00;1998.14;1998.47;2000,0;2000,0
2025-01-02 01:00:00;1998.14;1998.47;2000,0;2000,0
2025-01-02 01:05:00;1998.11;1998.47;2000,0;2000,0
2025-01-02 01:10:00;1998.20;1998.57;2000,0;2000,0
2025-01-02 01:15:00;1998.17;1998.50;2000,0;2000,0
2025-01-02 01:20:00;1998.14;1998.47;2000,0;2000,0
2025-01-02 01:25:00;1998.14;1998.50;2000,0;2000,0
2025-01-02 01:30:00;1998.05;1998.50;2000,0;2000,0
2025-01-02 01:35:00;1998.14;1998.57;2000,0;2000,0
2025-01-02 01:40:00;1998.14;1998.50;2000,0;2000,0
2025-01-02 01:45:00;1998.14;1998.53;2000,0;2000,0
2025-01-02 01:50:00;1998.26;1998.50;2000,0;2000,0
2025-01-02 01:55:00;1998.17;1998.50;2000,0;2000,0
2025-01-02 02:00:00;1998.14;1998.47;2000,0;2000,0
2025-01-02 02:05:00;1998.14;1998.47;2000,0;2000,0
2025-01-02 02:10:00;1998.17;1998.50;2000,0;2000,0
2025-01-02 02:15:00;1998.14;1998.53;2000,0;2000,0
2025-01-02 02:20:00;1998.08;1998.53;2000,0;2000,0
2025-01-02 02:25:00;1998.17;1998.50;2000,0;2000,0
2025-01-02 02:30:00;1998.17;1998.50;2000,0;2000,0
2025-01-02 02:35:00;1998.23;1998.50;2000,0;2000,0
2025-01-02 02:40:00;1998.14;1998.50;2000,0;2000,0
2025-01-02 02:45:00;1998.11;1998.50;2000,0;2000,0
2025-01-02 02:50:00;1998.14;1998.47;2000,0;2000,0
2025-01-02 02:55:00;1998.14;1998.44;2000,0;2000,0
2025-01-02 03:00:00;1998.17;1998.47;2000,0;2000,0
2025-01-02 03:05:00;1998.08;1998.50;2000,0;2000,0
2025-01-02 03:10:00;1998.14;1998.44;2000,0;2000,0
2025-01-02 03:15:00;1998.17;1998.50;2000,0;2000,0
2025-01-02 03:20:00;1998.17;1998.50;2000,0;2000,0
2025-01-02 03:25:00;1998.17;1998.44;2000,0;2000,0
2025-01-02 03:30:00;1998.17;1998.53;2000,0;2000,0
2025-01-02 03:35:00;1998.11;1998.44;2000,0;2000,0
2025-01-02 03:40:00;1998.08;1998.44;2000,0;2000,0
2025-01-02 03:45:00;1998.08;1998.50;2000,0;2000,0
2025-01-02 03:50:00;1998.08;1998.44;2000,0;2000,0
2025-01-02 03:55:00;1998.05;1998.47;2000,0;2000,0
2025-01-02 04:00:00;1998.11;1998.41;2000,0;2000,0
2025-01-02 04:05:00;1998.05;1998.38;2000,0;2000,0
2025-01-02 04:10:00;1998.11;1998.44;2000,0;2000,0
2025-01-02 04:15:00;1998.17;1998.41;2000,0;2000,0
2025-01-02 04:20:00;1998.11;1998.41;2000,0;2000,0
2025-01-02 04:25:00;1998.08;1998.44;2000,0;2000,0
2025-01-02 04:30:00;1998.08;1998.47;2000,0;2000,0
2025-01-02 04:35:00;1998.11;1998.50;2000,0;2000,0
2025-01-02 04:40:00;1998.11;1998.50;2000,0;2000,0
2025-01-02 04:45:00;1998.08;1998.47;2000,0;2000,0
2025-01-02 04:50:00;1998.05;1998.47;2000,0;2000,0
2025-01-02 04:55:00;1998.11;1998.44;2000,0;2000,0
2025-01-02 05:00:00;1998.08;1998.50;2000,0;2000,0
2025-01-02 05:05:00;1998.11;1998.41;2000,0;2000,0
2025-01-02 05:10:00;1998.08;1998.47;2000,0;2000,0
2025-01-02 05:15:00;1998.02;1998.47;2000,0;2000,0
2025-01-02 05:20:00;1998.05;1998.50;2000,0;2000,0
2025-01-02 05:25:00;1997.99;1998.41;2000,0;2000,0
2025-01-02 05:30:00;1998.02;1998.41;2000,0;2000,0
2025-01-02 05:35:00;1998.02;1998.44;2000,0;2000,0
2025-01-02 05:40:00;1997.95;1998.47;2000,0;2000,0
2025-01-02 05:45:00;1998.02;1998.50;2000,0;2000,0
2025-01-02 05:50:00;1998.02;1998.50;2000,0;2000,0
2025-01-02 05:55:00;1998.02;1998.47;2000,0;2000,0
2025-01-02 06:00:00;1998.02;1998.50;2000,0;2000,0
2025-01-02 06:05:00;1998.05;1998.50;2000,0;2000,0
2025-01-02 06:10:00;1998.11;1998.57;2000,0;2000,0
2025-01-02 06:15:00;1998.11;1998.63;2000,0;2000,0
2025-01-02 06:20:00;1998.08;1998.66;2000,0;2000,0
2025-01-02 06:25:00;1998.11;1998.75;2000,0;2000,0
2025-01-02 06:30:00;1998.14;1706.93;2000,0;2000,0
2025-01-02 06:35:00;1998.05;1998.84;2000,0;2000,0
2025-01-02 06:40:00;1998.11;1648.66;2000,0;2000,0
2025-01-02 06:45:00;1998.11;332.81;2000,0;2000,0
2025-01-02 06:50:00;1998.14;507.08;2000,0;2000,0
2025-01-02 06:55:00;1998.05;214.74;2000,0;2000,0
2025-01-02 07:00:00;1998.05;703.42;2000,0;2000,0
2025-01-02 07:05:00;1998.08;1621.06;2000,0;2000,0
2025-01-02 07:10:00;1998.08;1269.17;2000,0;2000,0
2025-01-02 07:15:00;1998.05;1998.96;2000,0;2000,0
2025-01-02 07:20:00;1998.02;1998.99;2000,0;2000,0
2025-01-02 07:25:00;1997.95;1998.96;2000,0;2000,0
2025-01-02 07:30:00;1997.99;1999.05;2000,0;2000,0
2025-01-02 07:35:00;1997.99;1999.02;2000,0;2000,0
2025-01-02 07:40:00;1998.02;1165.57;2000,0;2000,0
2025-01-02 07:45:00;1997.99;177.63;2000,0;2000,0
2025-01-02 07:50:00;1998.02;106.07;2000,0;2000,0
2025-01-02 07:55:00;1997.95;501.07;2000,0;2000,0
2025-01-02 08:00:00;1998.02;1999.27;2000,0;2000,0
2025-01-02 08:05:00;1998.02;1185.44;2000,0;2000,0
2025-01-02 08:10:00;1998.02;88.22;2000,0;2000,0
2025-01-02 08:15:00;1998.05;83.09;2000,0;2000,0
2025-01-02 08:20:00;1998.02;83.12;2000,0;2000,0
2025-01-02 08:25:00;1998.08;81.75;2000,0;2000,0
2025-01-02 08:30:00;1998.08;81.75;2000,0;2000,0
2025-01-02 08:35:00;1998.08;41.85;2000,0;2000,0
2025-01-02 08:40:00;1998.14;18.80;2000,0;2000,0
2025-01-02 08:45:00;1998.17;61.72;2000,0;2000,0
2025-01-02 08:50:00;1998.08;74.73;2000,0;2000,0
2025-01-02 08:55:00;1998.08;46.98;2000,0;2000,0
2025-01-02 09:00:00;1998.08;77.41;2000,0;2000,0
2025-01-02 09:05:00;1998.11;77.41;2000,0;2000,0
2025-01-02 09:10:00;1998.14;79.46;2000,0;2000,0
2025-01-02 09:15:00;1998.20;76.65;2000,0;2000,0
2025-01-02 09:20:00;1998.17;74.54;2000,0;2000,0
2025-01-02 09:25:00;1998.23;74.27;2000,0;2000,0
2025-01-02 09:30:00;1998.17;73.78;2000,0;2000,0
2025-01-02 09:35:00;1998.14;73.96;2000,0;2000,0
2025-01-02 09:40:00;1998.17;76.71;2000,0;2000,0
2025-01-02 09:45:00;1998.11;109.95;2000,0;2000,0
2025-01-02 09:50:00;1998.14;75.49;2000,0;2000,0
2025-01-02 09:55:00;1998.14;1999.69;2000,0;2000,0
2025-01-02 10:00:00;1998.17;1999.69;2000,0;2000,0
2025-01-02 10:05:00;1998.17;1864.59;2000,0;2000,0
2025-01-02 10:10:00;1998.17;1984.40;2000,0;2000,0
2025-01-02 10:15:00;1998.17;570.33;2000,0;2000,0
2025-01-02 10:20:00;1998.14;551.86;2000,0;2000,0
2025-01-02 10:25:00;1998.17;1999.48;2000,0;2000,0
2025-01-02 10:30:00;1998.20;1999.42;2000,0;2000,0
2025-01-02 10:35:00;1998.23;1999.48;2000,0;2000,0
2025-01-02 10:40:00;1998.32;1999.51;2000,0;2000,0
2025-01-02 10:45:00;1998.29;1999.60;2000,0;2000,0
2025-01-02 10:50:00;1998.38;1999.60;2000,0;2000,0
2025-01-02 10:55:00;1998.38;1999.42;2000,0;2000,0
2025-01-02 11:00:00;1998.32;1999.42;2000,0;2000,0
2025-01-02 11:05:00;1998.35;1999.42;2000,0;2000,0
2025-01-02 11:10:00;1998.32;1999.42;2000,0;2000,0
2025-01-02 11:15:00;1998.32;1999.45;2000,0;2000,0
