SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;TERMINAL;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H
S002;18;45.0;299.9;11.8;0;0;0;2;15:23;0.08;0.0;0.28;0.37;BTP;BERÇO BTP 1;2;15:45;2;16:50;2;16:50;3;09:38;3;12:50;3;14:15
S002;19;43.0;272.0;12.1;0;0;0;2;12:00;0.08;0.0;0.42;0.5;BTP;BERÇO BTP 2;2;12:30;2;13:35;2;13:35;3;06:18;3;07:10;3;08:35
S002;20;32.0;201.8;8.0;0;0;0;2;12:00;0.08;0.0;0.0;0.08;OUTROS_MACUCO;BERÇO ARM 35P1;2;12:05;2;13:10;2;13:10;5;12:22;5;12:25;5;13:10
S002;22;31.0;198.0;9.7;0;0;0;2;08:06;0.08;0.0;1.23;1.32;OUTROS_SABOO;BERÇO CS 02;2;09:25;2;10:25;2;10:25;8;01:45;8;02:20;8;03:40
S002;23;25.0;156.53;8.7;0;0;0;2;00:35;0.08;0.0;0.33;0.42;OUTROS_ALAMOA;BERÇO AL 02;2;01:00;2;02:30;2;02:30;4;05:04;4;08:10;4;09:20
S002;24;44.0;323.0;8.6;0;1;0;2;07:00;0.08;0.0;0.58;0.67;CONCAIS;BERÇO OUT 2;2;07:40;2;08:50;2;08:50;2;19:30;2;19:35;2;20:45
S002;25;17.0;75.2;4.5;0;0;0;2;10:30;0.08;0.0;0.0;0.08;SAIPEM;BERÇO SAIPEM 3;2;10:35;2;11:25;2;11:25;2;17:45;2;17:50;2;18:20
S002;26;32.0;189.99;12.74;0;0;0;2;03:18;0.08;0.0;0.28;0.37;TERMAG;BERÇO TERMAG;2;03:40;2;04:25;2;04:25;6;21:55;6;22:05;6;23:10
S002;27;24.0;145.0;9.5;0;0;0;3;16:00;0.08;0.0;1.17;1.25;AGEO_TERMINAIS;BERÇO Ageo I;3;17:15;3;18:15;3;18:15;5;17:00;5;17:05;5;18:25
S002;28;18.0;116.26;4.9;0;0;0;3;10:18;0.08;0.0;0.28;0.37;AUTORIDADE_SABOO;BERÇO CORTE;3;10:40;3;12:00;3;12:00;3;20:17;3;20:20;3;21:20
S002;29;32.0;225.0;8.0;0;0;0;3;03:00;0.08;0.0;0.08;0.17;AUTORIDADE_MACUCO;BERÇO ARM 32;3;03:10;3;04:15;3;04:15;3;18:43;3;18:45;3;19:30
S002;30;40.0;276.2;8.3;0;0;0;3;11:03;0.08;0.28;0.0;0.37;BTP;BERÇO BTP 2;3;11:25;3;12:50;3;12:50;3;19:15;3;19:35;3;20:40
S002;31;45.0;299.9;11.5;0;0;0;3;07:00;0.08;3.17;0.0;3.25;BTP;BERÇO BTP 3;3;10:15;3;11:40;3;11:40;4;01:38;4;02:20;4;03:25
S002;32;48.0;330.0;14.1;1;0;0;3;16:30;0.08;1.08;0.0;1.17;BTP;BERÇO BTP 1;3;17:40;3;18:50;3;18:50;4;21:35;4;21:35;4;23:05
S002;33;32.0;263.23;12.0;0;0;0;3;23:00;0.83;0.0;0.75;1.58;DPW;BERÇO DPW 2;4;00:35;4;01:50;4;01:50;4;16:57;4;17:25;4;18:20
S002;34;38.0;255.4;13.0;0;0;0;3;04:35;0.08;0.0;0.33;0.42;DPW;BERÇO DPW 1;3;05:00;3;06:15;3;06:15;4;01:08;4;02:05;4;03:00
S002;35;32.0;225.0;9.0;0;0;0;3;03:00;0.83;23.92;0.0;24.75;DPW CELULOSE;BERÇO DPW 3;4;03:45;4;05:00;4;05:00;10;06:13;10;11:20;10;12:15
S002;36;32.0;183.1;7.85;0;0;0;3;22:00;0.08;0.0;0.33;0.42;OUTROS_ALAMOA;BERÇO AL 03;3;22:25;3;23:55;3;23:55;5;04:47;5;04:50;5;06:00
S002;37;38.0;333.33;8.6;0;1;0;3;06:25;0.08;0.0;0.08;0.17;CONCAIS;BERÇO OUT 2;3;06:35;3;07:45;3;07:45;3;19:05;3;19:05;3;20:15
S002;38;32.0;182.88;8.0;0;0;0;3;14:30;0.08;0.0;0.33;0.42;TRANSPETRO;BERÇO AL 01;3;14:55;3;16:25;3;16:25;5;02:49;5;02:50;5;04:00
S002;39;30.0;222.14;9.7;0;0;0;3;02:00;0.08;0.0;0.08;0.17;SANTOSBR;BERÇO TECON 2;3;02:10;3;02:55;3;02:55;3;08:06;3;08:25;3;09:30
S002;40;37.0;227.92;11.7;0;0;0;3;12:30;0.08;0.0;1.83;1.92;SANTOSBR;BERÇO TECON 1.1;3;14:25;3;15:10;3;15:10;4;15:21;4;15:25;4;16:30
S002;41;48.0;299.18;13.1;1;0;0;3;05:00;0.08;0.0;0.33;0.42;SANTOSBR;BERÇO TECON 1.2;3;05:25;3;06:15;3;06:15;4;00:54;4;01:00;4;02:10
S002;42;51.0;335.0;12.5;1;0;0;3;23:30;0.5;0.0;0.08;0.58;SANTOSBR;BERÇO TECON 3;4;00:05;4;00:55;4;00:55;5;06:48;5;06:55;5;08:05
S002;43;26.0;170.0;7.55;0;0;0;3;02:00;0.08;0.0;0.5;0.58;CUTRALE;BERÇO CUTRALE;3;02:35;3;03:35;3;03:35;5;11:39;5;11:50;5;12:30
S002;44;25.0;195.92;6.3;0;0;1;3;07:29;0.08;0.0;2.02;2.1;TEV;BERÇO TEV;3;09:35;3;10:45;3;10:45;3;15:15;3;15:55;3;16:45
S002;45;33.0;224.96;7.0;0;0;0;3;11:36;0.08;0.0;0.15;0.23;TGRAO;BERÇO ARM 19;3;11:50;3;13:05;3;13:05;7;13:15;7;17:40;7;18:35
S002;46;27.0;158.98;8.7;0;0;0;3;21:12;0.08;0.0;0.63;0.72;ULTRACARGO;BERÇO AL 04;3;21:55;3;23:05;3;23:05;5;07:25;5;07:40;5;09:10
S002;47;22.0;119.9;7.2;0;0;0;4;12:30;0.08;0.0;0.33;0.42;AGEO_NORTE;BERÇO IB BC;4;12:55;4;14:15;4;14:15;6;08:25;6;09:25;6;10:25
S002;48;24.0;145.53;9.7;0;0;0;4;03:00;0.08;0.0;1.33;1.42;AGEO_TERMINAIS;BERÇO IB SP;4;04:25;4;05:25;4;05:25;5;06:25;5;07:25;5;08:45
S002;49;40.0;293.2;10.8;0;0;0;4;23:30;0.5;0.0;0.33;0.83;BTP;BERÇO BTP 2;5;00:20;5;01:25;5;01:25;5;18:18;5;19:20;5;20:45
S002;50;48.0;299.89;11.5;1;0;0;4;03:00;1.25;0.0;1.58;2.83;BTP;BERÇO BTP 3;4;05:50;4;07:20;4;07:20;5;08:41;5;08:55;5;10:05
S002;51;30.0;179.99;6.4;0;0;0;4;06:00;0.08;0.0;1.17;1.25;ELDORADO;BERÇO ARM 31;4;07:15;4;08:20;4;08:20;7;00:56;7;02:45;7;03:30
S002;52;40.0;299.95;10.9;0;0;0;4;20:00;0.08;0.0;0.75;0.83;DPW;BERÇO DPW 1;4;20:50;4;22:05;4;22:05;5;14:16;5;14:40;5;15:35
S002;53;30.0;210.56;8.1;0;0;0;4;08:30;0.08;0.0;0.83;0.92;OUTROS_MACUCO;BERÇO ARM 35P2;4;09:25;4;10:30;4;10:30;7;11:50;7;11:50;7;12:35
S002;54;32.0;199.9;7.1;0;0;0;4;10:36;0.08;0.0;0.07;0.15;OUTROS_MACUCO;BERÇO ARM 33;4;10:45;4;11:50;4;11:50;6;19:15;6;19:15;6;20:00
S002;55;50.0;305.0;8.5;1;1;0;4;06:00;0.08;0.0;0.25;0.33;CONCAIS;BERÇO 25 + FRIG;4;06:20;4;07:35;4;07:35;4;18:30;4;18:50;4;20:05
S002;56;52.0;331.43;8.7;1;1;0;4;05:00;0.08;0.0;0.17;0.25;CONCAIS;BERÇO OUT 2;4;05:15;4;06:30;4;06:30;4;18:15;4;18:15;4;19:30
S002;57;40.0;304.16;13.4;0;0;0;4;06:01;0.08;0.0;0.73;0.82;SANTOSBR;BERÇO TECON 1.2;4;06:50;4;07:35;4;07:35;5;00:49;5;00:50;5;01:55
S002;58;32.0;262.08;8.15;0;0;0;4;18:30;0.08;2.67;0.0;2.75;SANTOSBR;BERÇO TECON 2;4;21:15;4;22:00;4;22:00;5;10:57;5;11:00;5;12:05
S002;59;37.0;255.36;10.5;0;0;0;4;07:30;0.08;0.0;0.25;0.33;SANTOSBR;BERÇO TECON 2;4;07:50;4;08:35;4;08:35;4;19:19;4;19:25;4;20:30
S002;60;32.0;229.0;14.2;0;0;0;4;15:00;0.92;55.33;0.0;56.25;TERMAG;BERÇO TERMAG;6;23:15;7;00:00;7;00:00;12;19:28;;;;;;
S002;61;32.0;183.1;8.8;0;0;0;5;17:00;0.08;0.58;0.0;0.67;ADONAI;BERÇO IB SP;5;17:40;5;19:00;5;19:00;7;00:20;7;01:40;7;02:40
S002;62;37.0;227.92;11.4;0;0;0;5;01:55;0.08;0.0;0.58;0.67;BTP;BERÇO BTP 1;5;02:35;5;03:40;5;03:40;5;07:54;5;08:10;5;09:35
S002;63;31.0;213.4;11.78;0;0;0;5;18:40;0.08;0.0;2.08;2.17;DPW CELULOSE;BERÇO DPW 4;5;20:50;5;22:05;5;22:05;9;13:48;9;13:50;9;14:45
S002;64;28.0;172.0;9.0;0;0;0;5;23:10;0.5;0.0;0.67;1.17;DPW;BERÇO DPW 2;6;00:20;6;01:15;6;01:15;6;14:29;6;14:30;6;15:45
S002;65;24.0;145.0;9.6;0;0;0;5;16:35;0.08;0.0;0.33;0.42;OUTROS_ALAMOA;BERÇO AL 02;5;17:00;5;18:10;5;18:10;6;21:07;7;00:15;7;01:45
S002;66;44.0;289.59;8.3;0;1;0;5;06:30;0.08;0.0;0.17;0.25;CONCAIS;BERÇO 25 + FRIG;5;06:45;5;07:55;5;07:55;5;18:35;5;18:35;5;19:45
S002;67;44.0;323.0;8.6;0;1;0;5;06:00;0.08;0.0;0.08;0.17;CONCAIS;BERÇO OUT 2;5;06:10;5;07:20;5;07:20;5;18:25;5;19:10;5;20:20
S002;68;45.0;299.9;13.85;0;0;0;5;12:00;0.08;0.0;2.0;2.08;SANTOSBR;BERÇO TECON 2;5;14:05;5;14:50;5;14:50;6;15:06;6;15:10;6;16:15
S002;69;48.0;333.2;10.15;1;0;0;5;06:00;0.08;0.92;3.17;4.17;SANTOSBR;BERÇO TECON 1.2;5;10:10;5;11:00;5;11:00;6;19:03;6;20:10;6;21:20
S002;70;18.0;116.82;5.0;0;0;0;6;14:30;0.83;11.42;0.0;12.25;AGEO_NORTE;BERÇO IB SP;7;02:45;7;04:05;7;04:05;8;11:50;8;11:50;8;12:50
S002;71;28.0;179.99;8.0;0;0;0;6;22:48;0.87;17.0;0.0;17.87;AGEO_NORTE;BERÇO IB BC;7;16:40;7;18:00;7;18:00;10;18:55;;;;;;
S002;72;23.0;142.4;7.0;0;0;0;6;09:30;0.08;0.0;0.92;1.0;AGEO_TERMINAIS;BERÇO IB BC;6;10:30;6;11:30;6;11:30;7;15:12;7;15:15;7;16:35
S002;73;32.0;183.06;11.4;0;0;0;6;12:00;0.08;0.0;0.5;0.58;AGEO_TERMINAIS;BERÇO Ageo I;6;12:35;6;13:35;6;13:35;9;03:53;9;05:55;9;07:15
S002;74;21.0;138.54;5.9;0;0;0;6;06:30;0.08;0.0;0.33;0.42;AUTORIDADE_SABOO;BERÇO CORTE;6;06:55;6;08:15;6;08:15;6;08:16;6;09:00;6;10:00
S002;75;36.0;210.0;11.55;0;0;0;6;07:24;0.08;0.0;0.43;0.52;AUTORIDADE_SABOO;BERÇO CS 04;6;07:55;6;08:55;6;08:55;6;18:55;6;19:30;6;20:50
S002;76;37.0;210.0;8.45;0;0;0;6;21:30;0.83;0.0;2.67;3.5;AUTORIDADE_PONTA;BERÇO ARM 37;7;01:00;7;02:00;7;02:00;8;08:54;8;09:00;8;09:40
S002;77;33.0;199.9;7.5;0;0;0;6;16:30;0.08;0.0;4.83;4.92;AUTORIDADE_SABOO;BERÇO CS 04;6;21:25;6;22:45;6;22:45;10;22:25;10;22:25;10;23:25
S002;78;33.0;180.4;10.28;0;0;0;6;13:00;0.08;0.0;0.33;0.42;BRACELL;BERÇO ARM 35P1;6;13:25;6;14:10;6;14:10;13;05:10;;;;;;
S002;79;45.0;299.9;10.95;0;0;0;6;21:00;0.83;0.0;6.83;7.67;BTP;BERÇO BTP 1;7;04:40;7;06:05;7;06:05;8;04:08;8;05:55;8;07:00
S002;80;32.0;263.23;10.1;0;0;0;6;13:30;0.08;2.75;0.0;2.83;DPW;BERÇO DPW 2;6;16:20;6;17:35;6;17:35;7;03:03;7;03:15;7;04:10
S002;81;32.0;204.35;11.6;0;0;0;6;08:30;2.33;76.0;0.0;78.33;DPW CELULOSE;BERÇO DPW 4;9;14:50;9;16:05;9;16:05;11;06:40;;;;;;
S002;82;45.83;334.98;10.3;0;0;0;6;05:00;0.08;0.0;0.33;0.42;DPW;BERÇO DPW 1;6;05:25;6;06:40;6;06:40;7;15:05;7;15:05;7;16:00
S002;83;30.0;182.9;11.3;0;0;0;6;12:00;0.08;0.0;0.92;1.0;OUTROS_ALAMOA;BERÇO AL 03;6;13:00;6;14:10;6;14:10;9;01:08;9;01:55;9;03:25
S002;84;17.0;75.2;4.15;0;0;0;6;08:10;0.08;0.0;0.08;0.17;SAIPEM;BERÇO SAIPEM 1;6;08:20;6;09:10;6;09:10;6;14:10;6;14:10;6;14:40
S002;85;48.0;299.95;11.0;1;0;0;6;21:54;0.6;0.0;1.58;2.18;SANTOSBR;BERÇO TECON 1.2;7;00:05;7;00:55;7;00:55;7;22:27;7;22:30;7;23:40
S002;86;35.0;185.99;9.2;0;0;0;6;03:00;0.08;0.0;0.08;0.17;SANTOSBR;BERÇO TECON 3;6;03:10;6;03:55;6;03:55;6;15:14;6;16:30;6;17:35
S002;87;51.0;335.93;13.3;1;0;0;6;21:18;0.08;0.0;0.45;0.53;SANTOSBR;BERÇO TECON 3;6;21:50;6;22:40;6;22:40;8;03:41;8;03:45;8;04:55
S002;88;26.0;157.4;6.1;0;0;0;6;13:30;0.08;0.0;0.25;0.33;CUTRALE;BERÇO CUTRALE;6;13:50;6;14:50;6;14:50;8;00:07;8;00:50;8;01:30
S002;89;32.0;199.98;8.53;0;0;0;6;12:00;0.08;0.0;0.08;0.17;TGRAO;BERÇO OUT 3;6;12:10;6;13:20;6;13:20;8;21:40;8;23:00;8;23:50
S002;90;32.3;189.99;6.19;0;0;0;6;07:00;0.08;0.0;0.42;0.5;TIPLAM;BERÇO TIPLAM 1;6;07:30;6;09:30;6;09:30;8;23:00;9;00:15;9;01:45
S002;91;32.0;186.07;8.2;0;0;0;7;20:04;0.52;17.58;0.0;18.1;AGEO_TERMINAIS;BERÇO IB SP;8;14:10;8;15:10;8;15:10;10;06:45;10;07:25;10;08:45
S002;92;32.0;204.38;11.43;0;0;0;7;17:30;1.33;0.0;75.83;77.17;AUTORIDADE_SABOO;BERÇO VAL;10;22:40;10;23:40;10;23:40;12;01:43;;;;;;
S002;93;32.0;260.66;11.5;0;0;0;7;04:20;0.08;0.0;1.0;1.08;BTP;BERÇO BTP 2;7;05:25;7;06:30;7;06:30;8;01:23;8;02:40;8;04:05
S002;94;48.0;299.99;11.5;1;0;0;7;04:00;0.08;0.0;1.75;1.83;BTP;BERÇO BTP 3;7;05:50;7;07:20;7;07:20;8;08:29;8;21:40;8;22:50
S002;95;31.0;212.54;8.7;0;0;0;7;10:00;0.08;7.0;0.0;7.08;DPW;BERÇO DPW 1;7;17:05;7;18:20;7;18:20;8;09:31;8;11:25;8;12:20
S002;96;43.0;270.9;10.8;0;0;0;7;03:00;0.08;1.17;0.0;1.25;DPW;BERÇO DPW 2;7;04:15;7;05:10;7;05:10;8;19:16;8;19:20;8;20:35
S002;97;22.0;189.99;11.62;0;0;0;7;20:30;0.08;0.0;0.0;0.08;OUTROS_PONTA;BERÇO ARM 38;7;20:35;7;21:35;7;21:35;9;10:22;9;10:25;9;11:05
S002;98;43.0;346.98;9.8;1;0;0;7;23:06;0.57;0.0;0.42;0.98;SANTOSBR;BERÇO TECON 2;8;00:05;8;00:55;8;00:55;8;09:13;8;10:45;8;11:55
S002;99;37.0;227.92;9.9;0;0;0;7;12:30;0.08;0.0;0.08;0.17;SANTOSBR;BERÇO TECON 1.1;7;12:40;7;13:45;7;13:45;7;18:34;7;18:35;7;19:20
S002;100;29.0;175.53;9.94;0;0;0;7;01:00;0.08;0.0;0.83;0.92;TIPLAM;BERÇO TIPLAM 2;7;01:55;7;03:25;7;03:25;13;18:45;;;;;;
S002;101;32.0;189.99;6.25;0;0;0;8;10:06;0.08;0.0;0.4;0.48;AUTORIDADE_OUT;BERÇO ARM 20/21;8;10:35;8;11:50;8;11:50;9;19:25;9;19:25;9;20:20
S002;102;35.0;228.95;7.3;0;0;0;8;21:00;0.08;0.0;0.0;0.08;AUTORIDADE_PONTA;BERÇO ARM 37;8;21:05;8;22:05;8;22:05;10;21:53;10;21:55;10;22:35
S002;103;32.0;213.88;8.5;0;0;0;8;07:30;0.08;0.33;0.0;0.42;BTP;BERÇO BTP 2;8;07:55;8;09:00;8;09:00;9;01:12;9;01:15;9;02:40
S002;104;48.0;328.46;14.5;1;0;0;8;05:06;40.65;0.23;0.52;41.4;BTP;BERÇO BTP 1;9;22:30;9;23:40;9;23:40;11;02:14;;;;;;
S002;105;48.0;328.46;11.9;1;0;0;8;04:30;0.08;0.42;0.0;0.5;BTP;BERÇO BTP 1;8;05:00;8;06:30;8;06:30;8;22:12;8;22:15;8;23:25
S002;106;32.25;294.1;12.55;0;0;0;8;17:00;0.08;3.58;0.0;3.67;DPW;BERÇO DPW 2;8;20:40;8;21:35;8;21:35;9;21:35;10;00:15;10;01:30
S002;107;9.0;210.54;8.3;0;0;0;8;05:10;0.08;7.67;0.0;7.75;DPW;BERÇO DPW 1;8;12:55;8;14:10;8;14:10;9;13:14;9;13:15;9;14:10
S002;108;45.86;334.8;13.9;0;0;0;8;23:36;3.82;11.83;0.0;15.65;DPW;BERÇO DPW 1;9;15:15;9;16:10;9;16:10;11;01:43;;;;;;
S002;110;38.0;229.2;7.9;0;0;0;8;07:45;0.08;0.0;0.5;0.58;OUTROS_PAQUETA;BERÇO ARM 13/14;8;08:20;8;09:35;8;09:35;13;14:24;;;;;;
S002;111;28.0;179.99;9.33;0;0;0;8;09:00;0.08;0.0;0.67;0.75;OUTROS_SABOO;BERÇO CS 01;8;09:45;8;10:45;8;10:45;15;10:15;;;;;;
S002;112;33.0;177.9;8.2;0;0;0;8;13:20;0.08;0.0;0.33;0.42;SAIPEM;BERÇO SAIPEM 1;8;13:45;8;14:35;8;14:35;14;14:35;;;;;;
S002;113;32.0;231.0;11.5;0;0;0;8;10:00;0.08;0.0;0.08;0.17;SANTOSBR;BERÇO TECON 3;8;10:10;8;10:55;8;10:55;9;05:44;9;06:40;9;07:45
S002;114;40.0;272.05;10.05;0;0;0;8;02:00;0.08;0.0;0.08;0.17;SANTOSBR;BERÇO TECON 1.2;8;02:10;8;02:55;8;02:55;8;15:44;8;15:45;8;16:50
S002;115;25.0;182.47;7.6;0;0;0;8;13:00;0.08;0.0;0.25;0.33;SANTOSBR;BERÇO TECON 1.1;8;13:20;8;14:05;8;14:05;9;22:53;10;00:00;10;01:05
S002;116;24.0;146.6;5.8;0;0;0;8;19:54;0.85;0.0;3.58;4.43;STOLTHAVEN;BERÇO AL 02;9;00:20;9;01:50;9;01:50;9;20:00;9;20:00;9;21:10
S002;117;21.0;134.75;7.9;0;0;0;9;04:23;0.08;3.45;0.0;3.53;AGEO_TERMINAIS;BERÇO Ageo I;9;07:55;9;08:55;9;08:55;11;10:43;;;;;;
S002;118;45.0;299.9;10.1;0;0;0;9;20:54;0.08;0.0;0.27;0.35;BTP;BERÇO BTP 2;9;21:15;9;22:20;9;22:20;10;13:54;10;13:55;10;15:20
S002;119;48.0;329.86;12.4;1;0;0;9;00:01;2.5;0.0;1.07;3.57;BTP;BERÇO BTP 3;9;03:35;9;04:45;9;04:45;10;14:52;;;;;;
S002;120;40.0;284.71;10.1;0;0;0;9;04:12;0.88;20.58;0.0;21.47;DPW;BERÇO DPW 2;10;01:40;10;02:55;10;02:55;10;18:58;10;19:00;10;19:55
S002;121;46.0;334.8;10.1;0;0;0;9;19:12;0.88;24.5;0.0;25.38;DPW;BERÇO DPW 2;10;20:35;10;21:50;10;21:50;12;04:11;;;;;;
S002;122;36.0;199.99;8.65;0;0;0;9;17:30;0.08;0.0;0.08;0.17;OUTROS_LIBRA;BERÇO ARM 34;9;17:40;9;18:45;9;18:45;11;01:31;;;;;;
S002;123;44.0;323.0;8.5;0;1;0;9;04:57;0.08;0.0;0.05;0.13;CONCAIS;BERÇO OUT 2;9;05:05;9;06:15;9;06:15;9;18:10;9;18:20;9;19:30
S002;124;32.23;183.05;8.8;0;0;0;9;07:45;0.08;13.83;0.0;13.92;TRANSPETRO;BERÇO AL 02;9;21:40;9;23:10;9;23:10;11;03:04;;;;;;
S002;125;27.4;183.98;7.4;0;0;0;9;06:06;0.08;0.0;0.32;0.4;TRANSPETRO;BERÇO AL 01;9;06:30;9;08:00;9;08:00;10;14:00;10;14:35;10;15:45
S002;126;19.0;88.8;4.9;0;0;0;9;14:05;0.08;0.0;1.5;1.58;SAIPEM;BERÇO SAIPEM 2;9;15:40;9;16:30;9;16:30;12;02:30;;;;;;
S002;127;37.0;255.0;10.3;0;0;0;9;05:30;0.08;0.0;0.08;0.17;SANTOSBR;BERÇO TECON 1.2;9;05:40;9;06:25;9;06:25;9;22:00;9;22:45;9;23:50
S002;128;51.0;336.0;10.8;1;0;0;9;15:00;0.08;0.0;1.08;1.17;SANTOSBR;BERÇO TECON 3;9;16:10;9;17:20;9;17:20;11;01:12;;;;;;
S002;131;48.0;299.99;11.3;1;0;0;10;00:45;0.08;12.0;0.0;12.08;BTP;BERÇO BTP 2;10;12:50;10;14:00;10;14:00;11;04:25;;;;;;
S002;133;32.0;225.0;9.25;0;0;0;10;01:10;0.08;11.08;0.0;11.17;DPW CELULOSE;BERÇO DPW 3;10;12:20;10;13:35;10;13:35;12;22:17;;;;;;
S002;134;30.0;199.2;11.15;0;0;0;10;15:00;0.08;0.0;0.75;0.83;OUTROS_MACUCO;BERÇO ARM 35P2;10;15:50;10;16:55;10;16:55;11;05:12;;;;;;
S002;135;38.0;333.33;8.6;0;1;0;10;06:25;0.08;0.0;0.25;0.33;CONCAIS;BERÇO OUT 2;10;06:45;10;07:55;10;07:55;10;19:20;10;19:20;10;20:30
S002;136;28.0;186.36;9.0;0;0;0;10;06:00;0.08;0.0;0.08;0.17;SANTOSBR;BERÇO TECON 1.2;10;06:10;10;07:15;10;07:15;10;19:16;10;21:05;10;21:50
S002;137;32.0;258.89;9.0;0;0;0;10;01:42;0.08;0.0;0.3;0.38;SANTOSBR;BERÇO TECON 1.1;10;02:05;10;02:50;10;02:50;10;04:15;10;04:15;10;05:20
S002;138;32.0;199.9;7.6;0;0;0;10;03:12;0.0;0.0;0.05;0.05;TEAG;BERÇO TEAG;10;03:15;10;04:20;10;04:20;14;03:17;;;;;;
S002;139;32.0;190.0;11.71;0;0;0;10;17:00;0.08;0.0;0.08;0.17;TGRAO;BERÇO OUT 3;10;17:10;10;18:20;10;18:20;10;22:35;;;;;;
