VESSEL_BEAM;VESSEL_LOA;VESSEL_DRAFT;VESSEL_EXIT_DRAFT;DIRECTION;ARRIVAL_HOUR;ARRIVAL_MINUTE;ARRIVAL_WEEKDAY;ARRIVAL_WEEKDAY_NUM;ARRIVAL_DAY;DANGEROUS_FLAG;PASSENGER_FLAG;RORO_FLAG;TONNAGE;SERVICE_DURATION;WAIT_FOR_SERVICE;WAIT_FOR_UNDOCK;ARRIVAL_MONTH;ARRIVAL_MONTH_NUM;TERMINAL;TERMINAL_ID;VESSEL_SIZE_CATEGORY;VESSEL_MARKET_CATEGORY;ARRIVAL_ID;DEMAND_SCENARIO
23.0;295.0;12.75;12.75;3.0;12;34;THU;3;2;False;False;False;4000;21.93;0.92;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;16;D2030_217_newpanamax
23.0;135.0;7.25;7.25;3.0;13;36;THU;3;2;False;False;False;500;7.08;2.46;0.75;JAN;1;SANTOSBR;31;FEEDER/EARLY;CGC;17;D2030_217_newpanamax
23.0;195.0;9.75;9.75;3.0;12;32;THU;3;2;False;False;False;1000;16.8;1.22;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;18;D2030_217_newpanamax
49.0;366.0;15.0;15.0;3.0;13;36;THU;3;2;False;False;False;12500;38.88;2.31;0.75;JAN;1;SANTOSBR;31;NEWPANAMAX;CGC;19;D2030_217_newpanamax
23.0;265.0;11.25;11.25;3.0;12;32;THU;3;2;False;False;False;3000;15.61;1.91;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;20;D2030_217_newpanamax
23.0;295.0;12.75;12.75;3.0;13;36;THU;3;2;False;False;False;4000;21.3;2.96;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;21;D2030_217_newpanamax
43.0;339.0;14.0;14.0;3.0;13;36;THU;3;2;False;False;False;6000;25.92;1.91;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;22;D2030_217_newpanamax
23.0;225.0;0.0;13.25;1.0;12;33;THU;3;2;False;False;False;70000;61.75;1.72;0.75;JAN;1;TGRAO;39;PANAMAX;GSA - E;23;D2030_217_newpanamax
23.0;175.0;9.75;0.0;2.0;12;33;THU;3;2;False;False;False;35000;72.19;2.21;0.75;JAN;1;TIPLAM - GSM - I;42;HANDYSIZE;GSM - I;24;D2030_217_newpanamax
23.0;185.0;0.0;9.75;1.0;14;35;THU;3;2;False;False;False;35000;29.94;0.89;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;25;D2030_217_newpanamax
44.0;323.0;8.6;8.6;3.0;7;0;0;3;2;False;True;False;0;10.67;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;26;D2030_217_newpanamax
17.0;75.2;4.5;5.0;1.0;10;30;0;3;2;False;False;False;0;6.33;0.17;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;27;D2030_217_newpanamax
23.0;225.0;0.0;13.25;1.0;14;36;FRI;4;3;False;False;False;70000;51.12;2.42;0.75;JAN;1;RUMO - GSA - E;4;PANAMAX;GSA - E;28;D2030_217_newpanamax
23.0;185.0;9.75;9.75;3.0;14;40;FRI;4;3;False;False;False;1000;13.85;2.42;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;29;D2030_217_newpanamax
23.0;275.0;13.25;13.25;3.0;14;40;FRI;4;3;False;False;False;3000;14.7;3.77;0.75;JAN;1;BTP;13;PANAMAX;CGC;30;D2030_217_newpanamax
23.0;295.0;13.25;13.25;3.0;12;36;FRI;4;3;False;False;False;4000;20.66;1.78;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;31;D2030_217_newpanamax
23.0;225.0;0.0;13.25;1.0;18;51;FRI;4;3;False;False;False;70000;54.03;1.11;0.75;JAN;1;CUTRALE - GSA - E;19;PANAMAX;GSA - E;32;D2030_217_newpanamax
23.0;205.0;10.75;10.75;3.0;16;45;FRI;4;3;False;False;False;1000;13.38;1.79;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;33;D2030_217_newpanamax
23.0;255.0;11.75;11.75;3.0;15;41;FRI;4;3;False;False;False;3000;17.86;1.7;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;34;D2030_217_newpanamax
23.0;305.0;13.25;13.25;3.0;16;45;FRI;4;3;False;False;False;4000;21.93;1.53;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;35;D2030_217_newpanamax
36.0;225.0;0.0;13.0;1.0;15;41;FRI;4;3;False;False;False;55000;64.0;1.94;0.75;JAN;1;DPW - CGNC;22;NAVIOCARGAGERAL;CGNC;36;D2030_217_newpanamax
43.0;339.0;14.0;14.0;3.0;16;42;FRI;4;3;False;False;False;6000;25.92;3.49;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;37;D2030_217_newpanamax
23.0;185.0;0.0;9.75;1.0;15;40;FRI;4;3;False;False;False;35000;29.94;2.41;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;38;D2030_217_newpanamax
23.0;185.0;0.0;9.75;1.0;16;44;FRI;4;3;False;False;False;35000;29.94;2.32;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;39;D2030_217_newpanamax
38.0;333.33;8.6;8.6;3.0;6;25;0;4;3;False;True;False;0;11.33;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;40;D2030_217_newpanamax
23.0;215.0;10.75;10.75;3.0;17;47;SAT;5;4;False;False;False;1000;16.8;4.94;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;41;D2030_217_newpanamax
23.0;265.0;12.75;12.75;3.0;19;52;SAT;5;4;False;False;False;3000;15.61;1.37;0.75;JAN;1;TECON10;3;PANAMAX;CGC;42;D2030_217_newpanamax
23.0;155.0;10.25;0.0;2.0;19;52;SAT;5;4;False;False;False;18000;45.88;0.33;0.75;JAN;1;AGEO_TERMINAIS;11;GPGENERALPURPOSE;GL;43;D2030_217_newpanamax
23.0;295.0;14.25;14.25;3.0;18;49;SAT;5;4;False;False;False;4000;20.66;1.65;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;44;D2030_217_newpanamax
23.0;195.0;11.25;11.25;3.0;18;51;SAT;5;4;False;False;False;1000;13.38;2.12;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;45;D2030_217_newpanamax
23.0;275.0;12.25;12.25;3.0;18;51;SAT;5;4;False;False;False;3000;17.86;1.67;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;46;D2030_217_newpanamax
36.0;225.0;0.0;13.0;1.0;20;54;SAT;5;4;False;False;False;55000;50.0;1.87;0.75;JAN;1;SUZANO;25;NAVIOCARGAGERAL;CGNC;47;D2030_217_newpanamax
23.0;205.0;11.25;11.25;3.0;19;51;SAT;5;4;False;False;False;1000;16.8;2.15;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;48;D2030_217_newpanamax
23.0;295.0;13.25;13.25;3.0;19;51;SAT;5;4;False;False;False;4000;21.3;1.7;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;49;D2030_217_newpanamax
23.0;175.0;10.75;0.0;2.0;15;43;SAT;5;4;False;False;False;35000;50.86;4.75;0.75;JAN;1;TERMAG;35;HANDYSIZE;GSM - I;50;D2030_217_newpanamax
23.0;225.0;0.0;13.75;1.0;16;49;SAT;5;4;False;False;False;70000;39.92;2.27;0.75;JAN;1;TGG;38;PANAMAX;GSA - E;51;D2030_217_newpanamax
23.0;185.0;10.75;0.0;2.0;18;51;SAT;5;4;False;False;False;45000;85.0;2.0;0.75;JAN;1;TIPLAM - GSM - I;42;HANDYMAX;GSM - I;52;D2030_217_newpanamax
23.0;225.0;13.25;0.0;2.0;18;51;SAT;5;4;False;False;False;70000;104.45;3.92;0.75;JAN;1;TIPLAM - GSM - I;42;PANAMAX;GSM - I;53;D2030_217_newpanamax
23.0;185.0;0.0;10.25;1.0;17;46;SAT;5;4;False;False;False;35000;29.94;2.1;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;54;D2030_217_newpanamax
52.0;331.43;8.7;8.6;3.0;5;0;0;5;4;False;True;False;0;11.75;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;55;D2030_217_newpanamax
50.0;305.0;8.5;8.5;3.0;6;0;0;5;4;False;True;False;0;10.92;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;56;D2030_217_newpanamax
23.0;275.0;14.25;14.25;3.0;23;3;SUN;6;5;False;False;False;3000;15.61;1.87;0.75;JAN;1;TECON10;3;PANAMAX;CGC;57;D2030_217_newpanamax
23.0;175.0;10.75;0.0;2.0;19;56;SUN;6;5;False;False;False;35000;50.86;2.76;0.75;JAN;1;RUMO - GSM - I;5;HANDYSIZE;GSM - I;58;D2030_217_newpanamax
23.0;225.0;0.0;13.75;1.0;21;54;SUN;6;5;False;False;False;70000;51.12;2.68;0.75;JAN;1;ADM;9;PANAMAX;GSA - E;59;D2030_217_newpanamax
23.0;215.0;10.75;10.75;3.0;22;59;SUN;6;5;False;False;False;1000;13.85;1.39;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;60;D2030_217_newpanamax
23.0;275.0;14.25;14.25;3.0;23;42;SUN;6;5;False;False;False;3000;14.7;2.02;0.75;JAN;1;BTP;13;PANAMAX;CGC;61;D2030_217_newpanamax
23.0;275.0;14.25;14.25;3.0;22;59;SUN;6;5;False;False;False;3000;14.7;2.12;0.75;JAN;1;BTP;13;PANAMAX;CGC;62;D2030_217_newpanamax
23.0;295.0;14.25;14.25;3.0;22;45;SUN;6;5;False;False;False;4000;20.66;1.34;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;63;D2030_217_newpanamax
23.0;135.0;8.25;8.25;3.0;22;59;SUN;6;5;False;False;False;500;12.93;2.32;0.75;JAN;1;DPW - CGC;21;FEEDER/EARLY;CGC;64;D2030_217_newpanamax
23.0;205.0;11.75;11.75;3.0;23;21;SUN;6;5;False;False;False;1000;13.38;1.59;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;65;D2030_217_newpanamax
49.0;366.0;15.0;15.0;3.0;22;59;SUN;6;5;False;False;False;12500;41.74;2.13;0.75;JAN;1;DPW - CGC;21;NEWPANAMAX;CGC;66;D2030_217_newpanamax
23.0;285.0;13.25;13.25;3.0;22;45;SUN;6;5;False;False;False;3000;17.86;1.48;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;67;D2030_217_newpanamax
23.0;305.0;14.25;14.25;3.0;22;59;SUN;6;5;False;False;False;4000;21.93;2.23;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;68;D2030_217_newpanamax
43.0;339.0;14.0;14.0;3.0;22;59;SUN;6;5;False;False;False;6000;27.82;1.74;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXII;CGC;69;D2030_217_newpanamax
36.0;225.0;0.0;13.0;1.0;20;55;SUN;6;5;False;False;False;55000;64.0;7.06;0.75;JAN;1;DPW - CGNC;22;NAVIOCARGAGERAL;CGNC;70;D2030_217_newpanamax
23.0;275.0;14.25;14.25;3.0;23;32;SUN;6;5;False;False;False;3000;15.61;1.77;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;71;D2030_217_newpanamax
23.0;225.0;0.0;13.25;1.0;20;59;SUN;6;5;False;False;False;70000;88.35;1.83;0.75;JAN;1;TEAG;33;PANAMAX;GSA - E;72;D2030_217_newpanamax
23.0;175.0;9.75;0.0;2.0;18;54;SUN;6;5;False;False;False;35000;90.66;2.43;0.75;JAN;1;USIMINAS;46;HANDYSIZE;CGNC;73;D2030_217_newpanamax
44.0;323.0;8.6;8.6;3.0;6;0;0;6;5;False;True;False;0;11.08;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;74;D2030_217_newpanamax
44.0;289.59;8.3;8.35;3.0;6;30;0;6;5;False;True;False;0;10.67;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;75;D2030_217_newpanamax
23.0;155.0;0.0;7.25;1.0;1;2;MON;0;6;False;False;False;18000;42.57;12.04;0.75;JAN;1;STS;2;GPGENERALPURPOSE;GL;76;D2030_217_newpanamax
23.0;155.0;0.0;6.75;1.0;0;1;MON;0;6;False;False;False;18000;45.88;0.7;0.75;JAN;1;AGEO_TERMINAIS;11;GPGENERALPURPOSE;GL;77;D2030_217_newpanamax
23.0;215.0;8.25;8.25;3.0;1;2;MON;0;6;False;False;False;1000;13.85;4.87;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;78;D2030_217_newpanamax
23.0;165.0;7.75;0.0;2.0;4;7;MON;0;6;False;False;False;18000;12.03;2.99;0.75;JAN;1;DOW;20;GPGENERALPURPOSE;GL;79;D2030_217_newpanamax
23.0;245.0;8.25;8.25;3.0;0;0;MON;0;6;False;False;False;3000;17.86;2.82;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;80;D2030_217_newpanamax
23.0;185.0;7.75;7.75;3.0;0;0;MON;0;6;False;False;False;1000;16.8;1.23;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;81;D2030_217_newpanamax
23.0;255.0;8.75;8.75;3.0;0;0;MON;0;6;False;False;False;3000;15.61;1.89;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;82;D2030_217_newpanamax
23.0;265.0;9.25;9.25;3.0;2;4;MON;0;6;False;False;False;3000;15.61;2.79;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;83;D2030_217_newpanamax
23.0;295.0;10.25;10.25;3.0;2;6;MON;0;6;False;False;False;4000;21.3;2.28;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;84;D2030_217_newpanamax
23.0;185.0;10.25;0.0;2.0;0;4;MON;0;6;False;False;False;45000;89.37;5.34;0.75;JAN;1;TERMAG;35;HANDYMAX;GSM - I;85;D2030_217_newpanamax
23.0;225.0;0.0;12.75;1.0;0;3;MON;0;6;False;False;False;70000;39.92;1.71;0.75;JAN;1;TGG;38;PANAMAX;GSA - E;86;D2030_217_newpanamax
23.0;185.0;0.0;8.25;1.0;1;4;MON;0;6;False;False;False;35000;29.94;1.8;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;87;D2030_217_newpanamax
23.0;175.0;0.0;6.75;1.0;0;3;MON;0;6;False;False;False;35000;90.66;6.45;0.75;JAN;1;USIMINAS;46;HANDYSIZE;CGNC;88;D2030_217_newpanamax
17.0;75.2;4.15;5.0;1.0;8;10;0;0;6;False;False;False;0;5.0;0.17;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;89;D2030_217_newpanamax
23.0;225.0;0.0;8.25;1.0;7;9;TUE;1;7;False;False;False;60000;81.86;11.15;0.75;JAN;1;STS;2;LR1LONGRANGE1;GL;90;D2030_217_newpanamax
23.0;225.0;0.0;12.75;1.0;5;9;TUE;1;7;False;False;False;70000;51.12;3.37;0.75;JAN;1;RUMO - GSA - E;4;PANAMAX;GSA - E;91;D2030_217_newpanamax
23.0;155.0;0.0;7.75;1.0;5;12;TUE;1;7;False;False;False;18000;45.88;0.45;0.75;JAN;1;AGEO_TERMINAIS;11;GPGENERALPURPOSE;GL;92;D2030_217_newpanamax
23.0;185.0;0.0;8.75;1.0;5;12;TUE;1;7;False;False;False;35000;64.43;0.42;0.75;JAN;1;AGEO_TERMINAIS;11;MRMEDIUMRANGE;GL;93;D2030_217_newpanamax
23.0;215.0;8.75;8.75;3.0;4;13;TUE;1;7;False;False;False;1000;13.85;1.79;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;94;D2030_217_newpanamax
23.0;295.0;11.75;11.75;3.0;4;13;TUE;1;7;False;False;False;4000;20.66;3.37;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;95;D2030_217_newpanamax
23.0;175.0;0.0;9.75;1.0;8;15;TUE;1;7;False;False;False;35000;57.8;15.22;0.75;JAN;1;CUTRALE - GL;18;MRMEDIUMRANGE;GL;96;D2030_217_newpanamax
23.0;185.0;9.25;9.25;3.0;5;13;TUE;1;7;False;False;False;1000;13.38;3.07;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;97;D2030_217_newpanamax
23.0;255.0;9.75;9.75;3.0;4;8;TUE;1;7;False;False;False;3000;17.86;1.61;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;98;D2030_217_newpanamax
23.0;275.0;10.25;10.25;3.0;6;15;TUE;1;7;False;False;False;3000;17.86;2.38;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;99;D2030_217_newpanamax
23.0;275.0;9.75;9.75;3.0;4;10;TUE;1;7;False;False;False;3000;17.86;2.35;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;100;D2030_217_newpanamax
36.0;225.0;0.0;13.0;1.0;5;14;TUE;1;7;False;False;False;55000;50.0;3.17;0.75;JAN;1;SUZANO;25;NAVIOCARGAGERAL;CGNC;101;D2030_217_newpanamax
23.0;185.0;9.25;9.25;3.0;5;12;TUE;1;7;False;False;False;1000;16.8;3.76;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;102;D2030_217_newpanamax
23.0;185.0;9.25;9.25;3.0;4;10;TUE;1;7;False;False;False;1000;16.8;5.21;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;103;D2030_217_newpanamax
23.0;255.0;10.25;10.25;3.0;5;12;TUE;1;7;False;False;False;3000;15.61;2.41;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;104;D2030_217_newpanamax
23.0;305.0;11.25;11.25;3.0;5;14;TUE;1;7;False;False;False;4000;21.3;1.99;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;105;D2030_217_newpanamax
43.0;339.0;14.0;14.0;3.0;5;12;TUE;1;7;False;False;False;6000;25.92;2.25;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;106;D2030_217_newpanamax
23.0;235.0;8.25;8.25;3.0;5;14;TUE;1;7;False;False;True;5000;19.52;1.28;0.75;JAN;1;TEV;37;LARGEPCTC;RORO;107;D2030_217_newpanamax
23.0;225.0;7.75;0.0;2.0;4;10;TUE;1;7;False;False;False;70000;104.45;5.44;0.75;JAN;1;TIPLAM - GSM - I;42;PANAMAX;GSM - I;108;D2030_217_newpanamax
23.0;185.0;0.0;8.75;1.0;5;11;TUE;1;7;False;False;False;35000;29.94;2.41;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;109;D2030_217_newpanamax
23.0;215.0;8.75;8.75;3.0;6;18;WED;2;8;False;False;False;1000;13.85;1.33;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;110;D2030_217_newpanamax
23.0;295.0;11.75;11.75;3.0;6;18;WED;2;8;False;False;False;4000;20.66;1.89;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;111;D2030_217_newpanamax
23.0;285.0;10.75;10.75;3.0;11;29;WED;2;8;False;False;False;3000;17.86;1.93;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;112;D2030_217_newpanamax
36.0;225.0;0.0;13.0;1.0;7;17;WED;2;8;False;False;False;55000;64.0;3.29;0.75;JAN;1;DPW - CGNC;22;NAVIOCARGAGERAL;CGNC;113;D2030_217_newpanamax
23.0;185.0;9.75;9.75;3.0;9;24;WED;2;8;False;False;False;1000;16.8;3.96;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;114;D2030_217_newpanamax
23.0;295.0;11.75;11.75;3.0;7;20;WED;2;8;False;False;False;4000;21.3;3.96;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;115;D2030_217_newpanamax
23.0;195.0;8.75;8.75;3.0;9;27;WED;2;8;False;False;True;1500;20.97;1.36;0.75;JAN;1;TEV;37;CARGARO-RO;RORO;116;D2030_217_newpanamax
33.0;177.9;8.2;8.2;1.0;13;20;0;2;8;False;False;False;0;144.0;0.17;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;117;D2030_217_newpanamax
23.0;175.0;9.75;0.0;2.0;10;26;THU;3;9;False;False;False;35000;64.43;0.24;0.75;JAN;1;AGEO_TERMINAIS;11;MRMEDIUMRANGE;GL;118;D2030_217_newpanamax
23.0;215.0;9.25;9.25;3.0;8;24;THU;3;9;False;False;False;1000;13.85;3.25;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;119;D2030_217_newpanamax
23.0;275.0;12.75;12.75;3.0;10;30;THU;3;9;False;False;False;3000;14.7;1.49;0.75;JAN;1;BTP;13;PANAMAX;CGC;120;D2030_217_newpanamax
43.0;339.0;14.0;14.0;3.0;10;30;THU;3;9;False;False;False;6000;23.63;1.43;0.75;JAN;1;BTP;13;POST-PANAMAXII;CGC;121;D2030_217_newpanamax
23.0;255.0;11.25;11.25;3.0;12;34;THU;3;9;False;False;False;3000;17.86;1.7;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;122;D2030_217_newpanamax
23.0;255.0;11.25;11.25;3.0;11;31;THU;3;9;False;False;False;3000;17.86;1.39;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;123;D2030_217_newpanamax
43.0;339.0;14.0;14.0;3.0;12;34;THU;3;9;False;False;False;6000;27.82;1.11;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXII;CGC;124;D2030_217_newpanamax
23.0;195.0;9.75;9.75;3.0;11;29;THU;3;9;False;False;False;1000;16.8;3.52;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;125;D2030_217_newpanamax
23.0;215.0;9.75;9.75;3.0;13;36;THU;3;9;False;False;False;1000;16.8;1.2;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;126;D2030_217_newpanamax
23.0;255.0;11.25;11.25;3.0;11;29;THU;3;9;False;False;False;3000;15.61;1.63;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;127;D2030_217_newpanamax
23.0;255.0;11.25;11.25;3.0;11;31;THU;3;9;False;False;False;3000;15.61;7.17;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;128;D2030_217_newpanamax
23.0;295.0;12.25;12.25;3.0;12;32;THU;3;9;False;False;False;4000;21.3;0.97;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;129;D2030_217_newpanamax
23.0;225.0;0.0;13.25;1.0;8;20;THU;3;9;False;False;False;70000;78.07;0.31;0.75;JAN;1;TEG;34;PANAMAX;GSA - E;130;D2030_217_newpanamax
23.0;225.0;10.25;0.0;2.0;12;33;THU;3;9;False;False;False;70000;104.45;1.5;0.75;JAN;1;TIPLAM - GSM - I;42;PANAMAX;GSM - I;131;D2030_217_newpanamax
23.0;185.0;0.0;9.25;1.0;11;27;THU;3;9;False;False;False;35000;29.94;2.74;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;132;D2030_217_newpanamax
44.0;323.0;8.5;8.6;3.0;4;57;0;3;9;False;True;False;0;11.92;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;133;D2030_217_newpanamax
19.0;88.8;4.9;5.3;1.0;14;5;0;3;9;False;False;False;0;58.0;0.08;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;134;D2030_217_newpanamax
23.0;215.0;9.25;9.25;3.0;12;35;FRI;4;10;False;False;False;1000;13.85;4.02;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;135;D2030_217_newpanamax
23.0;275.0;12.75;12.75;3.0;12;35;FRI;4;10;False;False;False;3000;14.7;2.7;0.75;JAN;1;BTP;13;PANAMAX;CGC;136;D2030_217_newpanamax
23.0;295.0;13.75;13.75;3.0;14;40;FRI;4;10;False;False;False;4000;20.66;2.83;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;137;D2030_217_newpanamax
23.0;205.0;10.75;10.75;3.0;17;45;FRI;4;10;False;False;False;1000;13.38;1.44;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;138;D2030_217_newpanamax
23.0;215.0;10.25;10.25;3.0;15;41;FRI;4;10;False;False;False;1000;13.38;1.61;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;139;D2030_217_newpanamax
