SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;TERMINAL;MARKET_CATEGORY;BERTH_ID;BERTH;IN_SEG1_ARR_D;IN_SEG1_ARR_H;IN_SEG1_DP_D;IN_SEG1_DP_H;IN_SEG2_ARR_D;IN_SEG2_ARR_H;IN_SEG2_DP_D;IN_SEG2_DP_H;IN_SEG3_ARR_D;IN_SEG3_ARR_H;IN_SEG3_DP_D;IN_SEG3_DP_H;IN_SEG4_ARR_D;IN_SEG4_ARR_H;IN_SEG4_DP_D;IN_SEG4_DP_H;IN_SEG5_ARR_D;IN_SEG5_ARR_H;IN_SEG5_DP_D;IN_SEG5_DP_H;IN_SEG6_ARR_D;IN_SEG6_ARR_H;IN_SEG6_DP_D;IN_SEG6_DP_H;IN_SEG7_ARR_D;IN_SEG7_ARR_H;IN_SEG7_DP_D;IN_SEG7_DP_H;IN_SEG8_ARR_D;IN_SEG8_ARR_H;IN_SEG8_DP_D;IN_SEG8_DP_H;IN_SEG9_ARR_D;IN_SEG9_ARR_H;IN_SEG9_DP_D;IN_SEG9_DP_H;IN_SEG10_ARR_D;IN_SEG10_ARR_H;IN_SEG10_DP_D;IN_SEG10_DP_H;IN_SEG11_ARR_D;IN_SEG11_ARR_H;IN_SEG11_DP_D;IN_SEG11_DP_H;IN_SEG12_ARR_D;IN_SEG12_ARR_H;IN_SEG12_DP_D;IN_SEG12_DP_H;IN_SEG13_ARR_D;IN_SEG13_ARR_H;IN_SEG13_DP_D;IN_SEG13_DP_H;IN_SEG14_ARR_D;IN_SEG14_ARR_H;IN_SEG14_DP_D;IN_SEG14_DP_H;IN_SEG15_ARR_D;IN_SEG15_ARR_H;IN_SEG15_DP_D;IN_SEG15_DP_H;IN_SEG16_ARR_D;IN_SEG16_ARR_H;IN_SEG16_DP_D;IN_SEG16_DP_H;IN_SEG17_ARR_D;IN_SEG17_ARR_H;IN_SEG17_DP_D;IN_SEG17_DP_H;BERTH_ARR_D;BERTH_ARR_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DP_D;BERTH_DP_H;OUT_SEG17_ARR_D;OUT_SEG17_ARR_H;OUT_SEG17_DP_D;OUT_SEG17_DP_H;OUT_SEG16_ARR_D;OUT_SEG16_ARR_H;OUT_SEG16_DP_D;OUT_SEG16_DP_H;OUT_SEG15_ARR_D;OUT_SEG15_ARR_H;OUT_SEG15_DP_D;OUT_SEG15_DP_H;OUT_SEG14_ARR_D;OUT_SEG14_ARR_H;OUT_SEG14_DP_D;OUT_SEG14_DP_H;OUT_SEG13_ARR_D;OUT_SEG13_ARR_H;OUT_SEG13_DP_D;OUT_SEG13_DP_H;OUT_SEG12_ARR_D;OUT_SEG12_ARR_H;OUT_SEG12_DP_D;OUT_SEG12_DP_H;OUT_SEG11_ARR_D;OUT_SEG11_ARR_H;OUT_SEG11_DP_D;OUT_SEG11_DP_H;OUT_SEG10_ARR_D;OUT_SEG10_ARR_H;OUT_SEG10_DP_D;OUT_SEG10_DP_H;OUT_SEG9_ARR_D;OUT_SEG9_ARR_H;OUT_SEG9_DP_D;OUT_SEG9_DP_H;OUT_SEG8_ARR_D;OUT_SEG8_ARR_H;OUT_SEG8_DP_D;OUT_SEG8_DP_H;OUT_SEG7_ARR_D;OUT_SEG7_ARR_H;OUT_SEG7_DP_D;OUT_SEG7_DP_H;OUT_SEG6_ARR_D;OUT_SEG6_ARR_H;OUT_SEG6_DP_D;OUT_SEG6_DP_H;OUT_SEG5_ARR_D;OUT_SEG5_ARR_H;OUT_SEG5_DP_D;OUT_SEG5_DP_H;OUT_SEG4_ARR_D;OUT_SEG4_ARR_H;OUT_SEG4_DP_D;OUT_SEG4_DP_H;OUT_SEG3_ARR_D;OUT_SEG3_ARR_H;OUT_SEG3_DP_D;OUT_SEG3_DP_H;OUT_SEG2_ARR_D;OUT_SEG2_ARR_H;OUT_SEG2_DP_D;OUT_SEG2_DP_H;OUT_SEG1_ARR_D;OUT_SEG1_ARR_H;OUT_SEG1_DP_D;OUT_SEG1_DP_H;NON_PRODUCTIVE_TIME_SPENT
S014;103;48.0;328.46;14.5;0;0;0;-1;05:06;42.83;0.0;0.42;43.25;BTP;CGC;32;BERÇO BTP 1;1;00:25;1;00:45;1;00:45;1;00:50;1;00:50;1;00:55;1;00:55;1;01:00;1;01:00;1;01:05;1;01:05;1;01:10;1;01:10;1;01:15;1;01:15;1;01:20;1;01:20;1;01:25;1;01:25;1;01:30;1;01:30;1;01:35;1;01:35;1;01:40;1;01:40;1;01:50;;;;;;;;;;;;;;;;;1;01:50;1;01:50;2;07:30;2;07:30;;;;;;;;;;;;;;;;;2;07:30;2;08:00;2;08:00;2;08:05;2;08:05;2;08:10;2;08:10;2;08:15;2;08:15;2;08:20;2;08:20;2;08:25;2;08:25;2;08:30;2;08:30;2;08:35;2;08:35;2;08:40;2;08:40;2;08:45;2;08:45;2;08:50;2;08:50;2;08:55;2;08:55;2;09:15;
S014;107;28.0;179.99;9.33;0;0;0;-1;09:00;39.0;0.0;0.17;39.17;OUTROS_SABOO;CGNC;36;BERÇO CS 01;1;00:10;1;00:30;1;00:30;1;00:35;1;00:35;1;00:40;1;00:40;1;00:45;1;00:45;1;00:50;1;00:50;1;00:55;1;00:55;1;01:00;1;01:00;1;01:05;1;01:05;1;01:10;1;01:10;1;01:15;1;01:15;1;01:20;1;01:20;1;01:30;;;;;;;;;;;;;;;;;;;;;1;01:30;1;01:30;8;01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S014;109;32.0;189.99;6.25;0;0;0;-1;10:06;61.83;0.33;12.75;74.92;AUTORIDADE_OUT;CGNC;14;BERÇO ARM 20/21;2;13:05;2;13:25;2;13:25;2;13:30;2;13:30;2;13:35;2;13:35;2;13:40;2;13:40;2;13:45;2;13:45;2;13:50;2;13:50;2;13:55;2;13:55;2;14:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;14:25;2;14:25;4;04:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S014;116;45.86;334.8;13.9;0;0;0;-1;23:36;24.33;17.17;0.0;41.5;DPW - CGC;CGC;43;BERÇO DPW 2;1;17:10;1;17:30;1;17:30;1;17:35;1;17:35;1;17:40;1;17:40;1;17:45;1;17:45;1;17:50;1;17:50;1;17:55;1;17:55;1;18:00;1;18:00;1;18:05;1;18:05;1;18:10;1;18:10;1;18:15;1;18:15;1;18:25;;;;;;;;;;;;;;;;;;;;;;;;;1;18:25;1;18:25;3;05:40;3;07:05;;;;;;;;;;;;;;;;;;;;;;;;;3;07:05;3;07:35;3;07:35;3;07:40;3;07:40;3;07:45;3;07:45;3;07:50;3;07:50;3;07:55;3;07:55;3;08:00;3;08:00;3;08:05;3;08:05;3;08:10;3;08:10;3;08:15;3;08:15;3;08:20;3;08:20;3;08:40;
S014;125;51.0;336.0;10.8;0;0;0;0;15:00;9.0;17.42;0.0;26.42;SANTOSBR;CGC;55;BERÇO TECON 3;1;17:25;1;17:45;1;17:45;1;17:50;1;17:50;1;17:55;1;17:55;1;18:00;1;18:00;1;18:05;1;18:05;1;18:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;18:35;1;18:35;3;04:45;3;04:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;04:45;3;04:55;3;04:55;3;05:00;3;05:00;3;05:05;3;05:05;3;05:10;3;05:10;3;05:15;3;05:15;3;05:35;
S014;128;46.0;334.8;10.1;0;0;0;0;19:12;52.58;0.17;8.75;61.5;DPW - CGC;CGC;43;BERÇO DPW 2;3;08:45;3;09:05;3;09:05;3;09:10;3;09:10;3;09:15;3;09:15;3;09:20;3;09:20;3;09:25;3;09:25;3;09:30;3;09:30;3;09:35;3;09:35;3;09:40;3;09:40;3;09:45;3;09:45;3;09:50;3;09:50;3;10:20;;;;;;;;;;;;;;;;;;;;;;;;;3;10:20;3;10:20;4;17:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S014;129;45.0;299.9;10.1;0;0;0;0;20:54;3.08;0.0;0.08;3.17;BTP;CGC;34;BERÇO BTP 3;1;00:05;1;00:25;1;00:25;1;00:30;1;00:30;1;00:35;1;00:35;1;00:40;1;00:40;1;00:45;1;00:45;1;00:50;1;00:50;1;00:55;1;00:55;1;01:00;1;01:00;1;01:05;1;01:05;1;01:10;1;01:10;1;01:15;1;01:15;1;01:20;1;01:20;1;01:30;;;;;;;;;;;;;;;;;1;01:30;1;01:30;1;18:55;1;18:55;;;;;;;;;;;;;;;;;1;18:55;1;19:25;1;19:25;1;19:30;1;19:30;1;19:35;1;19:35;1;19:40;1;19:40;1;19:45;1;19:45;1;19:50;1;19:50;1;19:55;1;19:55;1;20:00;1;20:00;1;20:05;1;20:05;1;20:10;1;20:10;1;20:15;1;20:15;1;20:20;1;20:20;1;20:40;
S014;130;48.0;299.99;11.3;0;0;0;1;00:45;1.67;18.5;1.08;21.25;BTP;CGC;34;BERÇO BTP 3;1;22:00;1;22:20;1;22:20;1;22:25;1;22:25;1;22:30;1;22:30;1;22:35;1;22:35;1;22:40;1;22:40;1;22:45;1;22:45;1;22:50;1;22:50;1;22:55;1;22:55;1;23:00;1;23:00;1;23:05;1;23:05;1;23:10;1;23:10;1;23:15;1;23:15;1;23:25;;;;;;;;;;;;;;;;;1;23:25;1;23:25;2;15:55;2;15:55;;;;;;;;;;;;;;;;;2;15:55;2;16:25;2;16:25;2;16:30;2;16:30;2;16:35;2;16:35;2;16:40;2;16:40;2;16:45;2;16:45;2;16:50;2;16:50;2;16:55;2;16:55;2;17:00;2;17:00;2;17:05;2;17:05;2;17:10;2;17:10;2;17:15;2;17:15;2;17:20;2;17:20;2;17:40;
S014;131;32.0;225.0;9.25;0;0;0;1;01:10;1.67;14.42;0.0;16.08;DPW - CGNC;CGNC;45;BERÇO DPW 4;1;17:15;1;17:35;1;17:35;1;17:40;1;17:40;1;17:45;1;17:45;1;17:50;1;17:50;1;17:55;1;17:55;1;18:00;1;18:00;1;18:05;1;18:05;1;18:10;1;18:10;1;18:15;1;18:15;1;18:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;18:45;1;18:45;4;07:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S014;132;32.0;258.89;9.0;0;0;0;1;01:42;0.0;8.33;0.0;8.33;SANTOSBR;CGC;55;BERÇO TECON 3;1;10:05;1;10:25;1;10:25;1;10:30;1;10:30;1;10:35;1;10:35;1;10:40;1;10:40;1;10:45;1;10:45;1;10:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10:55;1;10:55;1;13:45;1;15:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;15:35;1;16:05;1;16:05;1;16:10;1;16:10;1;16:15;1;16:15;1;16:20;1;16:20;1;16:25;1;16:25;1;16:45;
S014;133;32.0;199.9;7.6;0;0;0;1;03:12;0.33;0.0;0.0;0.33;TEAG;GSA - E;51;BERÇO TEAG;1;03:35;1;03:55;1;03:55;1;04:00;1;04:00;1;04:05;1;04:05;1;04:10;1;04:10;1;04:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;04:40;1;04:40;5;07:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S014;134;28.0;186.36;9.0;0;0;0;1;06:00;1.67;8.5;5.0;15.17;SANTOSBR;CGC;53;BERÇO TECON 1.2;1;21:10;1;21:30;1;21:30;1;21:35;1;21:35;1;21:40;1;21:40;1;21:45;1;21:45;1;21:50;1;21:50;1;22:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;22:20;1;22:20;2;11:40;2;11:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;11:40;2;11:50;2;11:50;2;11:55;2;11:55;2;12:00;2;12:00;2;12:05;2;12:05;2;12:10;2;12:10;2;12:30;
S014;135;38.0;333.33;8.6;0;1;0;1;06:25;0.0;0.0;0.0;0.0;CONCAIS;PASSAGEIROS;71;BERÇO OUT 2;1;06:25;1;06:45;1;06:45;1;06:50;1;06:50;1;06:55;1;06:55;1;07:00;1;07:00;1;07:05;1;07:05;1;07:10;1;07:10;1;07:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;07:40;1;07:40;1;19:05;1;19:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19:05;1;19:15;1;19:15;1;19:20;1;19:20;1;19:25;1;19:25;1;19:30;1;19:30;1;19:35;1;19:35;1;19:40;1;19:40;1;20:00;
S014;136;32.31;189.99;9.18;0;0;0;1;07:00;16.67;0.0;0.0;16.67;USIMINAS;GSM - E;67;BERÇO USIMINAS 3;1;23:40;2;00:00;2;00:00;2;00:05;2;00:05;2;00:10;2;00:10;2;00:15;2;00:15;2;00:20;2;00:20;2;00:25;2;00:25;2;00:30;2;00:30;2;00:35;2;00:35;2;00:40;2;00:40;2;00:45;2;00:45;2;00:50;2;00:50;2;00:55;2;00:55;2;01:00;2;01:00;2;01:05;2;01:05;2;01:10;2;01:10;2;01:25;2;01:25;2;01:35;2;01:35;2;01:35;7;10:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S014;138;32.0;231.0;12.0;0;0;0;1;13:54;3.08;8.92;24.33;36.33;DPW - CGC;CGC;42;BERÇO DPW 1;3;02:15;3;02:35;3;02:35;3;02:40;3;02:40;3;02:45;3;02:45;3;02:50;3;02:50;3;02:55;3;02:55;3;03:00;3;03:00;3;03:05;3;03:05;3;03:10;3;03:10;3;03:15;3;03:15;3;03:20;3;03:20;3;03:30;;;;;;;;;;;;;;;;;;;;;;;;;3;03:30;3;03:30;3;18:45;3;18:45;;;;;;;;;;;;;;;;;;;;;;;;;3;18:45;3;19:15;3;19:15;3;19:20;3;19:20;3;19:25;3;19:25;3;19:30;3;19:30;3;19:35;3;19:35;3;19:40;3;19:40;3;19:45;3;19:45;3;19:50;3;19:50;3;19:55;3;19:55;3;20:00;3;20:00;3;20:20;
S014;139;30.0;199.2;11.15;0;0;0;1;15:00;0.33;0.0;2.17;2.5;OUTROS_MACUCO;CGNC;73;BERÇO ARM 35P1;1;17:30;1;17:50;1;17:50;1;17:55;1;17:55;1;18:00;1;18:00;1;18:05;1;18:05;1;18:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;18:35;1;18:35;2;08:15;2;08:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;08:20;2;08:30;2;08:30;2;08:35;2;08:35;2;08:40;2;08:40;2;08:45;2;08:45;2;09:05;
S014;141;32.0;190.0;11.71;0;0;0;1;17:00;0.0;0.0;0.33;0.33;TGRAO;GSA - E;72;BERÇO OUT 3;1;17:20;1;17:40;1;17:40;1;17:45;1;17:45;1;17:50;1;17:50;1;17:55;1;17:55;1;18:00;1;18:00;1;18:05;1;18:05;1;18:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;18:35;1;18:35;1;23:40;2;00:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;00:35;2;00:45;2;00:45;2;00:50;2;00:50;2;00:55;2;00:55;2;01:00;2;01:00;2;01:05;2;01:05;2;01:10;2;01:10;2;01:30;
