SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;OPERATION_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;MARKET_CATEGORY;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H
S014;103;48.0;328.46;14.5;0;0;0;-1;05:06;42.83;0.0;0.42;43.25;0.0;0.0;0.0;29.666666666666668;1;02:40;2;09:45;BERÇO BTP 3;BTP;CGC;BERÇO BTP 1;1;00:25;1;01:50;1;01:50;2;07:30;2;07:30;2;09:15
S014;107;28.0;179.99;9.33;0;0;0;-1;09:00;39.0;0.0;0.17;39.17;0.0;0.0;0.0;167.5;1;21:10;8;23:40;BERÇO CS 03;OUTROS_SABOO;CGNC;BERÇO CS 01;1;00:10;1;01:30;1;01:30;8;01:00;;;;;;
S014;109;32.0;189.99;6.25;0;0;0;-1;10:06;61.83;0.33;12.75;74.92;0.0;0.0;0.0;37.75;3;14:50;5;09:15;BERÇO ARM 20/21;AUTORIDADE_OUT;CGNC;BERÇO ARM 20/21;2;13:05;2;14:25;2;14:25;4;04:10;;;;;;
S014;116;45.86;334.8;13.9;0;0;0;-1;23:36;24.33;17.17;0.0;41.5;0.0;1.42;1.42;35.25;1;15:07;3;04:14;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 2;1;17:10;1;18:25;1;18:25;3;05:40;3;07:05;3;08:40
S014;125;51.0;336.0;10.8;0;0;0;0;15:00;9.0;17.42;0.0;26.42;0.0;0.0;0.0;34.166666666666664;2;00:55;3;14:55;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 3;1;17:25;1;18:35;1;18:35;3;04:45;3;04:45;3;05:35
S014;128;46.0;334.8;10.1;0;0;0;0;19:12;52.58;0.17;8.75;61.5;0.0;0.0;0.0;31.166666666666668;4;10:00;5;19:10;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 2;3;08:45;3;10:20;3;10:20;4;17:30;;;;;;
S014;129;45.0;299.9;10.1;0;0;0;0;20:54;3.08;0.0;0.08;3.17;0.0;0.0;0.0;17.416666666666668;2;13:20;3;08:57;BERÇO BTP 3;BTP;CGC;BERÇO BTP 3;1;00:05;1;01:30;1;01:30;1;18:55;1;18:55;1;20:40
S014;130;48.0;299.99;11.3;0;0;0;1;00:45;1.67;18.5;1.08;21.25;0.0;0.0;0.0;16.5;2;04:25;2;22:13;BERÇO BTP 2;BTP;CGC;BERÇO BTP 3;1;22:00;1;23:25;1;23:25;2;15:55;2;15:55;2;17:40
S014;131;32.0;225.0;9.25;0;0;0;1;01:10;1.67;14.42;0.0;16.08;0.0;0.0;0.0;60.833333333333336;1;09:00;3;23:36;BERÇO DPW 3;DPW - CGNC;CGNC;BERÇO DPW 4;1;17:15;1;18:45;1;18:45;4;07:35;;;;;;
S014;132;32.0;258.89;9.0;0;0;0;1;01:42;0.0;8.33;0.0;8.33;1.5;0.33;1.83;2.8333333333333335;1;11:17;1;21:30;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 3;1;10:05;1;10:55;1;10:55;1;13:45;1;15:35;1;16:45
S014;133;32.0;199.9;7.6;0;0;0;1;03:12;0.33;0.0;0.0;0.33;0.0;0.0;0.0;98.58333333333333;2;20:35;7;02:47;BERÇO TEAG;TEAG;GSA - E;BERÇO TEAG;1;03:35;1;04:40;1;04:40;5;07:15;;;;;;
S014;134;28.0;186.36;9.0;0;0;0;1;06:00;1.67;8.5;5.0;15.17;0.0;0.0;0.0;13.333333333333334;1;08:25;1;22:30;BERÇO TECON 1.1;SANTOSBR;CGC;BERÇO TECON 1.2;1;21:10;1;22:20;1;22:20;2;11:40;2;11:40;2;12:30
S014;135;38.0;333.33;8.6;0;1;0;1;06:25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.416666666666666;1;07:25;1;18:50;BERÇO OUT 1;CONCAIS;PASSAGEIROS;BERÇO OUT 2;1;06:25;1;07:40;1;07:40;1;19:05;1;19:05;1;20:00
S014;136;32.31;189.99;9.18;0;0;0;1;07:00;16.67;0.0;0.0;16.67;0.0;0.0;0.0;128.66666666666666;1;16:45;7;06:03;BERÇO USIMINAS 3;USIMINAS;GSM - E;BERÇO USIMINAS 3;1;23:40;2;01:35;2;01:35;7;10:15;;;;;;
S014;138;32.0;231.0;12.0;0;0;0;1;13:54;3.08;8.92;24.33;36.33;0.0;0.0;0.0;15.25;2;13:42;3;08:24;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 1;3;02:15;3;03:30;3;03:30;3;18:45;3;18:45;3;20:20
S014;139;30.0;199.2;11.15;0;0;0;1;15:00;0.33;0.0;2.17;2.5;0.0;0.08;0.08;13.666666666666666;1;18:25;2;13:32;BERÇO ARM 35P2;OUTROS_MACUCO;CGNC;BERÇO ARM 35P1;1;17:30;1;18:35;1;18:35;2;08:15;2;08:20;2;09:05
S014;141;32.0;190.0;11.71;0;0;0;1;17:00;0.0;0.0;0.33;0.33;0.0;0.92;0.92;5.083333333333333;1;18:10;2;03:35;BERÇO ARM 16/17;TGRAO;GSA - E;BERÇO OUT 3;1;17:20;1;18:35;1;18:35;1;23:40;2;00:35;2;01:30
S014;142;38.0;230.0;10.92;0;0;0;2;01:10;0.67;0.0;1.33;2.0;0.0;0.0;0.0;32.5;2;02:30;3;14:40;BERÇO ARM 39;ADM;GSA - E;BERÇO ARM 39;2;03:10;2;04:10;2;04:10;3;12:40;3;12:40;3;13:20
S014;143;23.0;164.34;8.0;0;0;0;2;03:00;0.0;0.0;0.0;0.0;0.0;0.33;0.33;27.166666666666668;2;04:40;3;13:30;BERÇO DOW;DOW;GL;BERÇO DOW;2;03:00;2;03:40;2;03:40;3;06:50;3;07:10;3;08:10
S014;144;50.0;305.0;8.6;0;1;0;2;06:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.416666666666666;2;06:50;2;17:15;BERÇO ARM 31/32;CONCAIS;PASSAGEIROS;BERÇO 25 + FRIG;2;06:00;2;07:15;2;07:15;2;17:40;2;17:40;2;18:55
S014;145;52.0;331.43;8.65;0;1;0;2;06:45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.583333333333334;2;07:55;2;17:30;BERÇO OUT 1;CONCAIS;PASSAGEIROS;BERÇO ARM 31/32;2;06:45;2;07:55;2;07:55;2;17:30;2;17:30;2;18:40
S014;146;40.0;272.08;10.2;0;0;0;2;07:00;0.0;0.25;0.0;0.25;0.0;0.5;0.5;15.75;2;13:20;3;08:28;BERÇO TECON 2;SANTOSBR;CGC;BERÇO TECON 2;2;07:15;2;08:05;2;08:05;2;23:50;3;00:20;3;01:30
S014;147;51.0;336.0;14.3;0;0;0;2;09:48;14.0;0.17;2.33;16.5;0.0;0.0;0.0;24.833333333333332;4;15:15;5;17:40;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 2;3;02:20;3;03:10;3;03:10;4;04:00;;;;;;
S014;149;36.0;199.99;9.85;0;0;0;2;14:15;0.83;0.0;0.75;1.58;0.08;0.0;0.08;25.75;2;14:35;3;18:40;BERÇO ARM 35P2;OUTROS_MACUCO;CGNC;BERÇO ARM 35P1;2;15:50;2;16:55;2;16:55;3;18:40;3;18:45;3;19:30
S014;154;48.0;333.17;11.4;0;0;0;2;19:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.083333333333332;2;20:15;3;23:20;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 1.2;2;19:30;2;20:20;2;20:20;3;20:25;;;;;;
S014;155;48.0;299.88;9.8;0;0;0;2;23:50;0.0;0.0;3.0;3.0;0.0;0.0;0.0;14.0;3;01:25;4;02:55;BERÇO BTP 2;BTP;CGC;BERÇO BTP 1;3;02:50;3;04:35;3;04:35;3;18:35;;;;;;
S014;156;48.0;330.03;14.0;0;0;0;3;05:48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.25;3;12:26;4;14:48;BERÇO BTP 3;BTP;CGC;BERÇO BTP 3;3;05:50;3;07:15;3;07:15;4;06:30;;;;;;
S014;157;44.0;289.59;8.3;0;1;0;3;06:30;0.0;0.0;0.0;0.0;0.08;0.0;0.08;10.583333333333334;3;07:25;3;18:00;BERÇO ARM 25;CONCAIS;PASSAGEIROS;BERÇO ARM 25;3;06:30;3;07:45;3;07:45;3;18:20;3;18:25;3;19:40
S014;159;44.0;323.0;8.65;0;1;0;3;07:30;0.0;0.0;1.33;1.33;0.0;0.33;0.33;9.5;3;08:15;3;17:45;BERÇO OUT 1;CONCAIS;PASSAGEIROS;BERÇO ARM 31/32;3;08:50;3;10:00;3;10:00;3;19:30;3;19:50;3;21:00
S014;160;30.0;218.45;7.6;0;0;0;3;09:00;0.0;0.0;0.33;0.33;0.0;0.0;0.0;19.583333333333332;3;17:00;4;14:25;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 1.1;3;09:20;3;10:10;3;10:10;4;05:45;;;;;;
S014;162;45.0;299.9;14.5;0;0;0;3;13:00;0.0;0.42;0.0;0.42;0.0;0.0;0.0;23.333333333333332;3;13:55;4;17:00;BERÇO TECON 2;SANTOSBR;CGC;BERÇO TECON 3;3;13:25;3;14:15;3;14:15;4;13:35;;;;;;
S014;163;43.0;270.9;10.5;0;0;0;3;15:48;2.33;3.0;0.0;5.33;0.0;0.0;0.0;34.666666666666664;4;14:49;6;02:51;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 1;3;21:10;3;22:25;3;22:25;5;09:05;;;;;;
S014;166;44.0;248.97;9.3;0;0;0;3;20:04;0.42;0.0;0.92;1.33;0.0;0.0;0.0;79.58333333333333;3;21:28;7;11:25;BERÇO AL 01;TRANSPETRO;GL;BERÇO AL 01;3;21:25;3;23:15;3;23:15;7;06:50;;;;;;
S014;167;32.0;199.98;11.7;0;0;0;3;20:13;0.42;0.0;0.58;1.0;0.0;0.0;0.0;233.91666666666666;3;21:05;13;18:30;BERÇO ARM 33;OUTROS_MACUCO;CGNC;BERÇO ARM 35P1;3;21:15;3;22:00;3;22:00;13;15:55;;;;;;
S014;24;32.0;199.9;6.6;0;0;0;-7;14:00;0.0;0.0;0.0;0.0;1.83;0.0;1.83;33.833333333333336;0;12:30;2;09:50;BERÇO ARM 20/21;AUTORIDADE_OUT;CGNC;BERÇO ARM 20/21;;;;;;;;;2;11:40;2;12:40
S014;30;32.0;225.0;8.0;0;0;0;-6;03:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.083333333333332;0;21:10;1;19:05;BERÇO ARM 32;AUTORIDADE_MACUCO;CGNC;BERÇO ARM 32;;;;;;;;;1;19:05;1;19:55
S014;38;33.0;224.96;7.0;0;0;0;-6;11:36;0.0;0.0;0.0;0.0;2.25;0.0;2.25;9.083333333333334;-3;01:10;1;09:05;BERÇO OUT 3;TGRAO;GSA - E;BERÇO OUT 3;;;;;;;;;1;11:20;1;12:15
S014;76;32.0;204.35;11.6;0;0;0;-3;08:30;0.0;0.0;0.0;0.0;0.25;0.33;0.58;15.083333333333334;-1;17:24;1;15:04;BERÇO DPW 4;DPW - CGNC;CGNC;BERÇO DPW 4;;;;;;;;;1;15:40;1;16:50
S014;77;23.0;142.4;7.0;0;0;0;-3;09:30;0.0;0.0;0.0;0.0;0.0;1.08;1.08;30.166666666666668;-3;13:40;2;06:10;BERÇO IB OE;AGEO_TERMINAIS;GL;BERÇO IB OE;;;;;;;;;2;07:15;2;08:55
S014;80;32.0;183.06;11.4;0;0;0;-3;12:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.333333333333334;-2;18:45;1;15:18;BERÇO Ageo I;AGEO_TERMINAIS;GL;BERÇO Ageo I;;;;;;;;;1;15:20;1;17:00
S014;87;51.0;335.93;13.3;0;0;0;-3;21:18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.833333333333334;-1;18:32;1;08:50;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 3;;;;;;;;;1;08:50;1;10:00
S014;92;43.0;270.9;10.8;0;0;0;-2;03:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.75;0;14:26;2;09:43;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 1;;;;;;;;;2;09:45;2;11:20
S014;98;32.0;186.07;8.2;0;0;0;-2;20:04;0.0;0.0;0.0;0.0;0.0;0.17;0.17;18.666666666666668;-2;21:25;1;18:40;BERÇO IB SP;AGEO_TERMINAIS;GL;BERÇO IB SP;;;;;;;;;1;18:50;1;20:30
S014;105;32.0;213.88;8.5;0;0;0;-1;07:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.166666666666667;0;08:08;1;04:10;BERÇO VAL;BTP;CGC;BERÇO VAL;;;;;;;;;1;04:10;1;05:50
S014;106;38.0;229.2;7.9;0;0;0;-1;07:45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.25;-1;11:40;5;15:15;BERÇO ARM 12A;OUTROS_PAQUETA;CGNC;BERÇO ARM 12A;;;;;;;;;;;;;;
S014;108;32.0;231.0;11.5;0;0;0;-1;10:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0;07:35;1;12:00;BERÇO TECON 2;SANTOSBR;CGC;BERÇO TECON 2;;;;;;;;;1;12:00;1;13:10
S014;111;25.0;182.47;7.6;0;0;0;-1;13:00;0.0;0.0;0.0;0.0;0.0;0.25;0.25;4.916666666666667;-1;13:25;1;04:55;BERÇO TECON 1.1;SANTOSBR;CGC;BERÇO TECON 1.1;;;;;;;;;1;05:10;1;06:20
S014;112;33.0;177.9;8.2;0;0;0;-1;13:20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.91666666666667;-1;13:30;5;13:55;BERÇO SAIPEM 1;SAIPEM;CGNC;BERÇO SAIPEM 1;;;;;;;;;;;;;;
S014;113;32.25;294.1;12.55;0;0;0;-1;17:00;0.0;0.0;0.0;0.0;0.17;1.17;1.33;12.25;0;06:13;1;12:13;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 2;;;;;;;;;1;13:35;1;15:10
S014;117;48.0;329.86;12.4;0;0;0;0;00:01;0.0;0.0;0.0;0.0;0.0;0.58;0.58;24.5;0;09:49;2;00:30;BERÇO BTP 2;BTP;CGC;BERÇO BTP 2;;;;;;;;;2;01:05;2;02:50
S014;119;21.0;134.75;7.9;0;0;0;0;04:23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.75;0;05:52;2;13:45;BERÇO IB BC;AGEO_TERMINAIS;GL;BERÇO IB BC;;;;;;;;;2;13:45;2;15:25
S014;121;37.0;255.0;10.3;0;0;0;0;05:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5833333333333333;0;06:30;1;01:35;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 1.2;;;;;;;;;1;01:35;1;02:45
S014;123;32.23;183.05;8.8;0;0;0;0;07:45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.75;0;12:20;2;21:42;BERÇO AL 01;TRANSPETRO;GL;BERÇO AL 01;;;;;;;;;2;21:45;2;23:15
S014;124;19.0;88.8;4.9;0;0;0;0;14:05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.5;0;14:15;3;00:30;BERÇO SAIPEM 2;SAIPEM;CGNC;BERÇO SAIPEM 2;;;;;;;;;3;00:30;3;01:00
S014;127;36.0;199.99;8.65;0;0;0;0;17:30;0.0;0.0;0.0;0.0;0.67;0.0;0.67;38.25;0;20:05;2;14:15;BERÇO ARM 34;OUTROS_LIBRA;CGNC;BERÇO ARM 34;;;;;;;;;2;14:55;2;15:45
