SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;NON_P_DOCKED_DURATION;P_DOCKED_DURATION;DOCKED_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;MARKET_CATEGORY;SIZE_CATEGORY;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H;CARGO;DIRECTION
ComDragagem2030;3807;23.0;265.0;11.75;0;0;0;1;16:44;0.0;0.0;4.17;4.17;0.0;2.33;2.33;3.22;17.86;23.42;;;;;;DPW - CGC;CGC;;BERÇO DPW 2;1;20:55;1;22:35;2;1:03;2;18:55;2.0;22:00;2.0;23:35;3000;3.0
ComDragagem2030;3808;23.0;255.0;11.75;0;0;0;1;15:41;0.0;0.0;5.42;5.42;1.17;3.75;4.92;2.45;17.86;25.25;;;;;;DPW - CGC;CGC;;BERÇO DPW 3;1;21:10;1;22:45;2;0:27;2;18:20;3.0;0:00;3.0;1:10;3000;3.0
ComDragagem2030;3809;23.0;165.0;0.0;0;0;0;1;13:38;0.0;0.0;7.75;7.75;0.0;0.0;0.0;3.73;27.04;30.83;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 16/17;1;21:25;1;22:55;2;1:53;3;5:00;3.0;5:45;3.0;6:50;35000;1.0
ComDragagem2030;3810;23.0;235.0;0.0;0;0;0;1;15:42;0.75;0.0;3.08;3.83;0.0;0.0;0.0;3.51;53.25;56.83;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 19;1;19:35;1;21:00;1;23:45;4;5:05;4.0;5:50;4.0;6:50;70000;1.0
ComDragagem2030;3811;23.0;195.0;11.25;0;0;0;1;13:39;0.0;0.0;0.0;0.0;0.0;1.0;1.0;6.17;75.33;82.5;;;;;;HIDROVIAS;GSM - I;;BERÇO ARM 22/23;1;13:40;1;14:45;1;20:10;4;23:30;5.0;1:15;5.0;2:35;45000;2.0
ComDragagem2030;3812;23.0;185.0;10.75;0;0;0;1;16:44;0.0;0.0;0.0;0.0;0.0;0.33;0.33;2.05;16.8;19.25;;;;;;SANTOSBR;CGC;;BERÇO TECON 1.1;1;16:45;1;18:00;1;19:18;2;12:10;2.0;13:15;2.0;14:25;1000;3.0
ComDragagem2030;3813;23.0;265.0;11.75;0;0;0;1;15:39;0.0;0.0;0.0;0.0;1.17;0.0;1.17;2.25;15.61;19.08;;;;;;SANTOSBR;CGC;;BERÇO TECON 2;1;15:40;1;16:55;1;18:25;2;10:05;2.0;12:00;2.0;13:10;3000;3.0
ComDragagem2030;3814;23.0;155.0;8.25;0;0;0;1;12:35;0.0;0.0;0.0;0.0;0.75;0.0;0.75;3.27;29.82;33.83;;;;;;STOLTHAVEN;GL;;BERÇO AL 02;1;12:35;1;14:10;1;16:41;2;22:30;3.0;0:00;3.0;1:50;18000;2.0
ComDragagem2030;3815;23.0;185.0;10.25;0;0;0;1;12:35;0.0;0.0;0.33;0.33;0.0;0.0;0.0;6.0;59.07;65.08;;;;;;STOLTHAVEN;GL;;BERÇO AL 03;1;12:55;1;14:30;1;19:45;4;6:50;4.0;7:35;4.0;9:25;35000;2.0
ComDragagem2030;3816;38.0;250.0;0.0;0;0;0;1;15:36;0.58;0.0;2.42;3.0;0.0;1.42;1.42;3.37;110.17;115.0;;;;;;TEG;GSA - E;;BERÇO TEG;1;18:40;1;19:50;1;22:27;6;12:40;6.0;14:50;6.0;15:35;85000;1.0
ComDragagem2030;3817;23.0;195.0;9.25;0;0;1;1;13:41;0.0;0.0;0.17;0.17;0.0;0.0;0.0;3.07;20.97;24.08;;;;;;TEV;RORO;;BERÇO TEV;1;13:55;1;15:15;1;17:34;2;14:35;2.0;15:20;2.0;16:35;1500;3.0
ComDragagem2030;3818;23.0;225.0;0.0;0;0;0;1;13:36;0.0;0.0;0.92;0.92;0.0;2.0;2.0;3.18;61.75;67.0;;;;;;TGRAO;GSA - E;;BERÇO OUT 2;1;14:35;1;15:55;1;18:20;4;8:10;4.0;10:55;4.0;11:50;70000;1.0
ComDragagem2030;3819;23.0;225.0;0.0;0;0;0;1;15:39;0.0;0.0;2.0;2.0;0.0;0.58;0.58;4.91;62.19;67.75;;;;;;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 2;1;17:40;1;20:15;2;0:24;4;14:40;4.0;16:00;4.0;18:00;70000;1.0
ComDragagem2030;3820;23.0;245.0;0.0;0;0;0;1;16:42;0.0;0.0;1.17;1.17;0.0;0.0;0.0;8.66;48.22;56.92;;;;;;TRANSPETRO;GL;;BERÇO AL 01;1;17:55;1;19:50;2;3:44;4;4:00;4.0;4:45;4.0;6:15;60000;1.0
ComDragagem2030;3821;23.0;185.0;0.0;0;0;0;1;16:41;3.83;24.42;4.92;33.17;0.42;0.0;0.42;1.74;29.94;32.17;;;;;;TRANSPETRO;GL;;BERÇO AL 02;3;1:55;3;3:50;3;4:49;4;10:50;4.0;12:00;4.0;13:30;35000;1.0
ComDragagem2030;3822;23.0;185.0;0.0;0;0;0;1;16:42;5.75;47.5;9.58;62.83;1.92;0.17;2.08;8.37;29.94;40.42;;;;;;TRANSPETRO;GL;;BERÇO AL 01;4;7:35;4;9:30;4;17:07;5;23:05;6.0;1:55;6.0;3:25;35000;1.0
ComDragagem2030;3823;23.0;185.0;10.75;0;0;0;1;17:43;4.75;53.42;5.58;63.75;0.0;0.0;0.0;0.75;62.88;63.67;;;;;;VOPAK;GL;;BERÇO AL 03;4;9:30;4;11:05;4;11:05;7;2:00;7.0;2:45;7.0;4:35;35000;2.0
ComDragagem2030;3824;36.0;225.0;0.0;0;0;0;2;17:50;0.0;0.0;0.0;0.0;0.0;0.67;0.67;8.21;99.66;108.58;;;;;;BRACELL;CGNC;;BERÇO ARM 35P1;2;17:50;2;19:00;3;2:27;7;6:10;7.0;7:35;7.0;8:20;55000;1.0
ComDragagem2030;3825;36.0;225.0;0.0;0;0;0;2;16:49;0.0;0.0;0.67;0.67;0.75;0.0;0.75;0.8;99.66;101.25;;;;;;BRACELL;CGNC;;BERÇO ARM 35P2;2;17:30;2;18:45;2;18:48;6;22:30;7.0;0:00;7.0;0:50;55000;1.0
ComDragagem2030;3826;23.0;295.0;14.25;0;0;0;2;19:53;0.0;0.0;0.0;0.0;1.08;2.58;3.67;5.95;20.66;30.33;;;;;;BTP;CGC;;BERÇO BTP 1;2;19:55;2;21:45;3;2:57;3;23:40;4.0;4:05;4.0;5:50;4000;3.0
ComDragagem2030;3827;23.0;325.0;13.75;0;0;0;2;17:48;0.0;0.67;0.0;0.67;0.0;0.0;0.0;2.27;20.66;23.0;;;;;;BTP;CGC;;BERÇO BTP 2;2;18:30;2;20:20;2;21:51;3;18:35;3.0;19:20;3.0;21:05;4000;3.0
ComDragagem2030;3828;23.0;225.0;0.0;0;0;0;2;16:47;0.33;0.0;3.75;4.08;1.67;0.33;2.0;4.67;68.98;75.67;;;;;;COFCO;GSA - E;;BERÇO ARM 12A;2;20:55;2;22:25;3;2:20;5;23:20;6.0;2:05;6.0;3:10;70000;1.0
ComDragagem2030;3829;23.0;225.0;0.0;0;0;0;2;18:52;13.33;34.0;3.25;50.58;0.0;0.08;0.08;5.67;68.98;74.75;;;;;;COFCO;GSA - E;;BERÇO ARM 13/14;4;21:30;4;23:00;5;3:55;8;0:55;8.0;1:45;8.0;2:50;70000;1.0
ComDragagem2030;3830;23.0;195.0;0.0;0;0;0;2;18:57;27.58;63.5;0.0;91.08;0.0;0.0;0.0;2.0;39.48;41.5;;;;;;COPESUCAR;GSA - E;;BERÇO ARM 20/21;6;14:05;6;15:30;6;16:45;8;8:15;8.0;9:00;8.0;10:00;45000;1.0
ComDragagem2030;3831;23.0;215.0;10.75;0;0;0;2;17:48;0.0;0.92;0.0;0.92;0.75;0.0;0.75;1.72;13.38;15.92;;;;;;DPW - CGC;CGC;;BERÇO DPW 1;2;18:45;2;20:05;2;21:03;3;10:30;3.0;12:00;3.0;13:35;1000;3.0
ComDragagem2030;3832;23.0;265.0;12.25;0;0;0;2;17:48;0.0;2.58;0.0;2.58;0.0;0.0;0.0;2.52;17.86;20.42;;;;;;DPW - CGC;CGC;;BERÇO DPW 2;2;20:25;2;22:05;2;23:51;3;17:45;3.0;18:30;3.0;20:05;3000;3.0
ComDragagem2030;3833;36.0;225.0;0.0;0;0;0;2;19:54;0.0;0.0;0.75;0.75;2.25;0.75;3.0;2.85;64.0;69.92;;;;;;DPW - CGNC;CGNC;;BERÇO DPW 4;2;20:40;2;22:15;3;0:21;5;16:25;5.0;20:10;5.0;21:20;55000;1.0
ComDragagem2030;3834;23.0;175.0;0.0;0;0;0;2;18:51;1.5;9.42;1.08;12.0;0.0;0.0;0.0;3.48;27.04;30.58;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 16/17;3;6:55;3;8:25;3;11:08;4;14:15;4.0;15:00;4.0;16:05;35000;1.0
ComDragagem2030;3835;23.0;225.0;0.0;0;0;0;2;18:53;10.58;22.5;2.92;36.0;0.0;0.0;0.0;3.61;53.25;56.92;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 19;4;6:55;4;8:20;4;11:11;6;16:30;6.0;17:15;6.0;18:15;70000;1.0
ComDragagem2030;3836;23.0;185.0;12.25;0;0;0;2;20:54;0.0;0.0;0.25;0.25;0.0;0.0;0.0;14.05;75.33;89.42;;;;;;HIDROVIAS;GSM - I;;BERÇO ARM 23;2;21:10;2;22:10;3;11:28;6;14:50;6.0;15:35;6.0;16:50;45000;2.0
ComDragagem2030;3837;23.0;215.0;10.75;0;0;0;2;18:49;0.0;0.0;0.17;0.17;0.0;0.0;0.0;2.63;16.8;19.5;;;;;;SANTOSBR;CGC;;BERÇO TECON 1.1;2;19:00;2;20:15;2;22:07;3;15:00;3.0;15:45;3.0;16:55;1000;3.0
ComDragagem2030;3838;23.0;265.0;12.75;0;0;0;2;20:53;0.0;0.0;0.5;0.5;0.0;0.0;0.0;4.03;15.61;19.67;;;;;;SANTOSBR;CGC;;BERÇO TECON 2;2;21:25;2;22:40;3;1:56;3;17:35;3.0;18:20;3.0;19:30;3000;3.0
ComDragagem2030;3839;23.0;225.0;0.0;0;0;0;2;17:50;0.33;0.0;1.08;1.42;0.0;1.67;1.67;5.48;88.35;95.5;;;;;;TEAG;GSA - E;;BERÇO TEAG;2;19:15;2;20:25;3;1:08;6;17:30;6.0;19:55;6.0;20:40;70000;1.0
ComDragagem2030;3840;23.0;225.0;0.0;0;0;0;2;14:44;0.0;0.0;0.0;0.0;0.67;0.25;0.92;4.11;111.09;116.17;;;;;;TES;GSA - E;;BERÇO ARM 38;2;14:45;2;15:50;2;19:11;7;10:20;7.0;12:00;7.0;12:40;70000;1.0
ComDragagem2030;3841;23.0;225.0;0.0;0;0;0;2;15:50;36.67;81.92;0.0;118.58;0.0;0.0;0.0;10.1;111.09;121.25;;;;;;TES;GSA - E;;BERÇO ARM 38;7;14:25;7;15:30;8;0:51;12;16:00;12.0;16:45;12.0;17:25;70000;1.0
ComDragagem2030;3842;23.0;225.0;0.0;0;0;0;2;16:47;0.0;0.0;0.42;0.42;0.83;0.0;0.83;2.77;61.75;65.42;;;;;;TGRAO;GSA - E;;BERÇO OUT 3;2;17:15;2;18:35;2;20:36;5;10:25;5.0;12:00;5.0;12:55;70000;1.0
ComDragagem2030;3843;38.0;250.0;0.0;0;0;0;2;17:48;5.17;45.75;0.0;50.92;0.0;2.08;2.08;1.9;73.55;77.58;;;;;;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 2;4;20:45;4;23:20;5;0:29;8;2:05;8.0;4:55;8.0;6:55;85000;1.0
ComDragagem2030;3844;23.0;185.0;0.0;0;0;0;2;19:52;14.08;55.58;12.75;82.42;0.0;0.0;0.0;4.24;29.94;34.25;;;;;;TRANSPETRO;GL;;BERÇO AL 01;6;6:20;6;8:15;6;11:44;7;17:45;7.0;18:30;7.0;20:00;35000;1.0
ComDragagem2030;3845;23.0;185.0;10.75;0;0;0;2;17:49;3.17;33.42;7.17;43.75;0.0;0.42;0.42;0.75;62.88;64.08;;;;;;VOPAK;GL;;BERÇO AL 02;4;13:35;4;15:10;4;15:10;7;6:05;7.0;7:15;7.0;9:05;35000;2.0
ComDragagem2030;3846;23.0;225.0;0.0;0;0;0;2;19:55;0.17;0.0;1.58;1.75;0.0;0.17;0.17;1.23;55.1;56.5;;;;;;XXXIX;GSA - E;;BERÇO ARM 37;2;21:40;2;22:45;2;23:13;5;6:20;5.0;7:15;5.0;7:55;70000;1.0
ComDragagem2030;3847;23.0;225.0;0.0;0;0;0;3;21:54;4.75;3.67;3.42;11.83;0.0;0.08;0.08;2.88;51.12;54.08;;;;;;ADM;GSA - E;;BERÇO ARM 39;4;9:45;4;10:50;4;12:57;6;16:05;6.0;16:55;6.0;17:35;70000;1.0
ComDragagem2030;3848;23.0;135.0;7.75;0;0;0;3;23:11;0.75;16.0;0.17;16.92;5.75;1.92;7.67;4.41;20.71;32.83;;;;;;BTP;CGC;;BERÇO BTP 3;4;16:10;4;18:00;4;21:39;5;18:25;6.0;2:50;6.0;4:35;500;3.0
ComDragagem2030;3849;23.0;135.0;7.75;0;0;0;3;20:55;0.0;0.0;0.25;0.25;0.5;1.42;1.92;3.74;20.71;26.42;;;;;;BTP;CGC;;BERÇO BTP 2;3;21:10;3;23:00;4;1:59;4;22:45;5.0;1:25;5.0;3:10;500;3.0
ComDragagem2030;3850;23.0;245.0;14.25;0;0;0;3;20:55;0.0;0.0;0.92;0.92;0.0;0.0;0.0;3.43;14.7;18.17;;;;;;BTP;CGC;;BERÇO BTP 3;3;21:50;3;23:40;4;2:20;4;17:05;4.0;17:50;4.0;19:35;3000;3.0
ComDragagem2030;3851;23.0;295.0;14.25;0;0;0;3;20:55;1.83;2.5;1.25;5.58;1.0;1.42;2.42;2.35;20.66;25.5;;;;;;BTP;CGC;;BERÇO BTP 1;4;2:30;4;4:20;4;5:56;5;2:40;5.0;5:50;5.0;7:35;4000;3.0
ComDragagem2030;3852;23.0;215.0;0.0;0;0;0;3;18:56;1.33;25.42;0.0;26.75;0.0;0.17;0.17;1.06;77.19;78.42;;;;;;CITROSUCO;GL;;BERÇO ARM 29;4;21:45;4;23:05;4;23:23;8;4:35;8.0;5:30;8.0;6:25;35000;1.0
ComDragagem2030;3853;23.0;225.0;0.0;0;0;0;3;23:50;30.92;74.33;1.0;106.25;0.0;0.25;0.25;2.92;58.85;62.08;;;;;;COPESUCAR;GSA - E;;BERÇO ARM 20/21;8;10:05;8;11:30;8;13:40;11;0:35;11.0;1:35;11.0;2:35;70000;1.0
ComDragagem2030;3854;23.0;215.0;11.25;0;0;0;3;20:55;0.0;0.0;1.42;1.42;0.0;0.25;0.25;3.79;13.38;17.42;;;;;;DPW - CGC;CGC;;BERÇO DPW 3;3;22:20;3;23:55;4;2:57;4;16:20;4.0;17:20;4.0;18:30;1000;3.0
ComDragagem2030;3855;23.0;275.0;12.75;0;0;0;3;20:55;0.0;1.17;0.0;1.17;1.58;4.08;5.67;1.91;17.86;25.5;;;;;;DPW - CGC;CGC;;BERÇO DPW 2;3;22:05;3;23:45;4;0:54;4;18:50;5.0;1:15;5.0;2:50;3000;3.0
ComDragagem2030;3856;23.0;265.0;12.75;0;0;0;3;20:55;0.0;0.5;0.0;0.5;0.0;0.25;0.25;2.17;17.86;20.33;;;;;;DPW - CGC;CGC;;BERÇO DPW 1;3;21:25;3;22:45;4;0:10;4;18:05;4.0;19:05;4.0;20:40;3000;3.0
ComDragagem2030;3857;36.0;225.0;0.0;0;0;0;3;22:59;1.0;0.0;1.83;2.83;2.25;0.0;2.25;1.93;36.9;41.08;;;;;;ELDORADO;CGNC;;BERÇO ARM 31;4;1:50;4;3:05;4;4:15;5;17:10;5.0;20:10;5.0;21:00;55000;1.0
ComDragagem2030;3858;23.0;195.0;13.25;0;0;0;3;23:03;2.0;24.25;2.0;28.25;0.67;1.67;2.33;3.55;75.33;81.25;;;;;;HIDROVIAS;GSM - I;;BERÇO ARM 22/23;5;3:20;5;4:25;5;7:13;8;10:35;8.0;13:40;8.0;15:00;45000;2.0
ComDragagem2030;3859;23.0;225.0;14.25;0;0;0;3;23:03;9.83;54.75;3.08;67.67;1.33;0.0;1.33;1.57;49.28;52.25;;;;;;HIDROVIAS;GSM - I;;BERÇO ARM 23;6;18:45;6;19:45;6;20:34;8;21:55;9.0;0:00;9.0;1:15;70000;2.0
ComDragagem2030;3860;23.0;215.0;11.25;0;0;0;3;21:55;0.0;0.0;0.67;0.67;1.17;4.67;5.83;2.56;16.8;25.25;;;;;;SANTOSBR;CGC;;BERÇO TECON 1.1;3;22:35;3;23:50;4;1:38;4;18:30;5.0;1:05;5.0;2:15;1000;3.0
ComDragagem2030;3861;23.0;275.0;12.75;0;0;0;3;21:55;1.25;0.0;1.67;2.92;0.0;2.92;2.92;1.92;15.61;20.5;;;;;;SANTOSBR;CGC;;BERÇO TECON 3;4;0:50;4;2:05;4;3:15;4;18:55;4.0;22:35;4.0;23:45;3000;3.0
ComDragagem2030;3862;23.0;295.0;13.75;0;0;0;3;21:56;1.25;17.08;5.67;24.0;2.33;1.17;3.5;2.8;21.3;27.67;;;;;;SANTOSBR;CGC;;BERÇO TECON 3;4;22:00;4;23:15;5;1:18;5;22:40;6.0;2:55;6.0;4:05;4000;3.0
ComDragagem2030;3863;23.0;295.0;13.75;0;0;0;3;21:55;1.25;0.0;4.5;5.75;0.0;0.0;0.0;3.66;21.3;25.0;;;;;;SANTOSBR;CGC;;BERÇO TECON 2;4;3:40;4;4:55;4;7:49;5;5:10;5.0;5:55;5.0;7:05;4000;3.0
ComDragagem2030;3864;23.0;255.0;0.0;0;0;0;3;21:47;111.17;102.92;0.0;214.08;0.0;0.25;0.25;4.23;150.34;154.83;;;;;;TES;GSA - E;;BERÇO ARM 38;12;19:55;12;21:00;13;0:28;19;6:50;19.0;7:50;19.0;8:30;85000;1.0
ComDragagem2030;3865;23.0;225.0;0.0;0;0;0;3;23:57;0.0;0.0;0.0;0.0;2.0;2.08;4.08;4.34;62.19;70.67;;;;;;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 3;4;0:00;4;2:35;4;6:10;6;20:25;7.0;1:15;7.0;3:15;70000;1.0
ComDragagem2030;3866;23.0;165.0;9.75;0;0;0;3;22:24;1.58;0.0;0.25;1.83;4.75;2.08;6.83;0.75;41.58;49.17;;;;;;VOPAK;GL;;BERÇO AL 04;4;0:15;4;1:50;4;1:50;5;19:25;6.0;3:00;6.0;4:50;18000;2.0
ComDragagem2030;3867;36.0;225.0;0.0;0;0;0;4;1:02;0.0;0.0;0.5;0.5;1.75;3.58;5.33;2.01;99.0;106.42;;;;;;ARAUCO;CGNC;;BERÇO ARAUCO 1;4;1:35;4;3:45;4;5:00;8;8:05;8.0;14:10;8.0;15:55;55000;1.0
ComDragagem2030;3868;23.0;175.0;0.0;0;0;0;4;6:05;14.08;82.42;13.42;109.92;0.0;3.33;3.33;8.57;57.11;69.08;;;;;;STS;GL;;BERÇO AL 02;8;20:00;8;21:55;9;5:44;11;14:55;11.0;19:00;11.0;20:30;35000;1.0
ComDragagem2030;3869;23.0;215.0;8.25;0;0;0;4;0:01;1.83;21.92;0.17;23.92;0.0;0.25;0.25;1.98;13.85;16.08;;;;;;BTP;CGC;;BERÇO BTP 2;5;0:00;5;1:50;5;3:03;5;16:55;5.0;17:55;5.0;19:40;1000;3.0
ComDragagem2030;3870;23.0;165.0;9.75;0;0;0;4;0:02;0.0;0.0;0.42;0.42;0.0;0.33;0.33;10.6;135.86;146.83;;;;;;BUNGE;GSA - I;;BERÇO ARM 30;4;0:30;4;1:25;4;11:16;10;3:10;10.0;4:15;10.0;5:25;35000;2.0
ComDragagem2030;3871;23.0;225.0;0.0;0;0;0;4;0:00;18.42;32.75;2.25;53.42;0.0;0.0;0.0;3.23;68.98;72.25;;;;;;COFCO;GSA - E;;BERÇO ARM 12A;6;5:25;6;6:55;6;9:23;9;6:25;9.0;7:10;9.0;8:15;70000;1.0
ComDragagem2030;3872;23.0;225.0;0.0;0;0;0;4;2:05;28.42;64.42;4.0;96.83;0.0;1.83;1.83;4.46;68.98;75.33;;;;;;COFCO;GSA - E;;BERÇO ARM 13/14;8;2:55;8;4:25;8;8:07;11;5:10;11.0;7:45;11.0;8:50;70000;1.0
ComDragagem2030;3873;23.0;185.0;0.0;0;0;0;4;4:08;24.17;202.25;7.58;234.0;0.0;0.0;0.0;3.87;39.48;43.42;;;;;;COPESUCAR;GSA - E;;BERÇO ARM 20/21;13;22:10;13;23:35;14;2:42;15;18:15;15.0;19:00;15.0;20:00;45000;1.0
ComDragagem2030;3874;23.0;225.0;0.0;0;0;0;4;3:05;77.25;89.08;4.0;170.33;0.0;0.0;0.0;3.33;58.85;62.25;;;;;;COPESUCAR;GSA - E;;BERÇO ARM 20/21;11;5:25;11;6:50;11;9:24;13;20:20;13.0;21:05;13.0;22:05;70000;1.0
ComDragagem2030;3875;23.0;185.0;7.25;0;0;0;4;0:00;0.0;21.25;0.0;21.25;0.0;0.0;0.0;2.88;13.38;16.33;;;;;;DPW - CGC;CGC;;BERÇO DPW 3;4;21:15;4;22:50;5;0:57;5;14:25;5.0;15:10;5.0;16:20;1000;3.0
ComDragagem2030;3876;23.0;245.0;8.25;0;0;0;4;0:00;0.0;21.0;0.0;21.0;2.08;0.0;2.08;1.87;17.86;21.83;;;;;;DPW - CGC;CGC;;BERÇO DPW 1;4;21:00;4;22:20;4;23:27;5;17:20;5.0;20:10;5.0;21:45;3000;3.0
ComDragagem2030;3877;23.0;295.0;8.75;0;0;0;4;0:00;1.67;22.58;0.0;24.25;0.0;0.08;0.08;2.76;21.93;24.83;;;;;;DPW - CGC;CGC;;BERÇO DPW 2;5;0:15;5;1:55;5;3:55;6;1:55;6.0;2:45;6.0;4:20;4000;3.0
ComDragagem2030;3878;23.0;225.0;0.0;0;0;0;4;0:03;3.83;10.25;2.25;16.33;0.0;0.25;0.25;2.5;53.25;56.0;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 16/17;4;16:25;4;17:55;4;19:40;7;0:55;7.0;1:55;7.0;3:00;70000;1.0
ComDragagem2030;3879;23.0;225.0;0.0;0;0;0;4;0:01;23.92;49.08;4.67;77.67;0.0;0.0;0.0;4.16;53.25;57.42;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 16/17;7;5:45;7;7:15;7;10:39;9;15:55;9.0;16:40;9.0;17:45;70000;1.0
ComDragagem2030;3880;32.2;205.0;0.0;0;0;0;4;0:02;9.58;54.33;2.42;66.33;0.0;0.0;0.0;5.45;39.16;44.67;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 19;6;18:25;6;19:50;7;0:32;8;15:45;8.0;16:30;8.0;17:30;55000;1.0
