SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;OPERATION_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H
S012;96;37.0;227.92;9.9;0;0;0;-2;12:30;59.5;6.5;0.0;66.0;1.33;0.0;1.33;6.333333333333333;1;03:40;1;18:10;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 1.1;1;06:30;1;07:40;1;07:40;1;14:00;1;15:20;1;16:10
S012;100;43.0;346.98;9.8;1;0;0;-2;23:06;57.17;3.25;0.0;60.42;2.5;0.5;3.0;10.583333333333334;1;15:10;2;08:39;BERÇO TECON 2;SANTOSBR;BERÇO TECON 2;1;11:35;1;12:30;1;12:30;1;23:05;2;02:05;2;03:20
S012;103;48.0;328.46;14.5;0;0;0;-1;05:06;42.83;0.0;0.08;42.92;0.0;0.25;0.25;29.666666666666668;1;02:40;2;09:45;BERÇO BTP 3;BTP;BERÇO BTP 1;1;00:05;1;01:30;1;01:30;2;07:10;2;07:25;2;09:10
S012;107;28.0;179.99;9.33;0;0;0;-1;09:00;39.0;0.0;0.17;39.17;0.0;5.83;5.83;167.5;1;21:10;8;23:40;BERÇO CS 03;OUTROS_SABOO;BERÇO CS 01;1;00:10;1;01:30;1;01:30;8;01:00;8;06:50;8;08:30
S012;109;32.0;189.99;6.25;0;0;0;-1;10:06;61.25;0.92;12.92;75.08;0.0;0.0;0.0;37.75;3;14:50;5;09:15;BERÇO ARM 20/21;AUTORIDADE_OUT;BERÇO ARM 20/21;2;13:15;2;14:35;2;14:35;4;04:20;4;04:20;4;05:20
S012;110;30.0;199.08;7.5;0;0;0;-1;12:55;107.08;0.0;0.08;107.17;0.0;0.0;0.0;91.75;5;23:15;9;22:10;BERÇO ARM 23;OUTROS_OUT;BERÇO ARM 25;4;00:05;4;01:00;4;01:00;7;20:45;7;20:45;7;22:00
S012;114;24.0;146.6;5.8;0;0;0;-1;19:54;157.83;12.0;0.0;169.83;0.0;0.0;0.0;22.583333333333332;7;14:28;8;22:00;BERÇO AL 04;STOLTHAVEN;BERÇO AL 03;6;21:45;6;23:35;6;23:35;7;22:10;7;22:10;7;23:40
S012;115;35.0;228.95;7.3;0;0;0;-1;21:00;243.0;0.0;0.5;243.5;0.0;0.0;0.0;47.833333333333336;11;04:25;13;10:05;BERÇO ARM 37;AUTORIDADE_PONTA;BERÇO ARM 37;10;00:30;10;01:30;10;01:30;12;01:20;;;;;;
S012;116;45.86;334.8;13.9;0;0;0;-1;23:36;24.33;13.92;0.0;38.25;0.0;0.17;0.17;35.25;1;15:07;3;04:14;BERÇO DPW 2;DPW - CGC;BERÇO DPW 2;1;13:55;1;15:10;1;15:10;3;02:25;3;02:35;3;04:10
S012;118;40.0;284.71;10.1;0;0;0;0;04:12;163.75;12.58;0.0;176.33;0.0;0.0;0.0;19.75;8;21:25;9;18:37;BERÇO DPW 2;DPW - CGC;BERÇO DPW 2;7;12:35;7;14:10;7;14:10;8;09:55;8;09:55;8;11:10
S012;122;27.4;183.98;7.4;0;0;0;0;06:06;185.08;0.0;1.17;186.25;0.0;3.42;3.42;34.916666666666664;9;15:15;11;19:19;BERÇO AL 02;TRANSPETRO;BERÇO AL 02;8;00:25;8;02:15;8;02:15;9;13:10;9;16:35;9;18:05
S012;125;51.0;336.0;10.8;0;0;0;0;15:00;9.0;10.83;0.0;19.83;0.0;0.0;0.0;34.166666666666664;2;00:55;3;14:55;BERÇO TECON 3;SANTOSBR;BERÇO TECON 3;1;10:50;1;12:00;1;12:00;2;22:10;2;22:10;2;23:00
S012;128;46.0;334.8;10.1;0;0;0;0;19:12;52.0;0.75;4.33;57.08;0.33;0.83;1.17;31.166666666666668;4;10:00;5;19:10;BERÇO DPW 1;DPW - CGC;BERÇO DPW 2;3;04:20;3;05:55;3;05:55;4;13:05;4;14:15;4;15:30
S012;129;45.0;299.9;10.1;0;0;0;0;20:54;4.75;14.08;2.17;21.0;1.17;1.25;2.42;17.416666666666668;2;13:20;3;08:57;BERÇO BTP 3;BTP;BERÇO BTP 3;1;17:55;1;19:20;1;19:20;2;12:45;2;15:10;2;16:55
S012;130;48.0;299.99;11.3;0;0;0;1;00:45;0.0;0.0;0.0;0.0;0.0;0.08;0.08;16.5;2;04:25;2;22:13;BERÇO BTP 2;BTP;BERÇO BTP 3;1;00:45;1;02:10;1;02:10;1;18:40;1;18:45;1;20:30
S012;131;32.0;225.0;9.25;0;0;0;1;01:10;1.67;14.33;0.0;16.0;4.17;0.0;4.17;60.833333333333336;1;09:00;3;23:36;BERÇO DPW 3;DPW - CGNC;BERÇO DPW 4;1;17:10;1;18:40;1;18:40;4;07:30;4;11:40;4;12:50
S012;132;32.0;258.89;9.0;0;0;0;1;01:42;0.0;6.33;0.0;6.33;0.0;0.17;0.17;2.8333333333333335;1;11:17;1;21:30;BERÇO TECON 3;SANTOSBR;BERÇO TECON 3;1;08:05;1;08:55;1;08:55;1;11:45;1;11:55;1;13:05
S012;133;32.0;199.9;7.6;0;0;0;1;03:12;0.33;0.0;0.0;0.33;5.42;0.0;5.42;98.58333333333333;2;20:35;7;02:47;BERÇO TEAG;TEAG;BERÇO TEAG;1;03:35;1;04:40;1;04:40;5;07:15;5;12:40;5;13:25
S012;134;28.0;186.36;9.0;0;0;0;1;06:00;1.67;9.67;0.0;11.33;0.0;0.08;0.08;13.333333333333334;1;08:25;1;22:30;BERÇO TECON 1.1;SANTOSBR;BERÇO TECON 1.1;1;17:20;1;18:30;1;18:30;2;07:50;2;07:55;2;08:45
S012;135;38.0;333.33;8.6;0;1;0;1;06:25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.416666666666666;1;07:25;1;18:50;BERÇO OUT 1;CONCAIS;BERÇO OUT 1;1;06:25;1;07:40;1;07:40;1;19:05;1;19:05;1;20:00
S012;136;32.31;189.99;9.18;0;0;0;1;07:00;16.67;0.0;0.0;16.67;0.0;0.0;0.0;128.66666666666666;1;16:45;7;06:03;BERÇO USIMINAS 3;USIMINAS;BERÇO USIMINAS 3;1;23:40;2;01:35;2;01:35;7;10:15;7;10:15;7;12:30
S012;137;28.0;179.87;8.5;0;0;0;1;08:45;63.25;0.0;0.0;63.25;0.0;4.17;4.17;25.75;5;02:48;6;09:20;BERÇO TIPLAM 1;TIPLAM - GL;BERÇO TIPLAM 1;4;00:00;4;01:55;4;01:55;5;03:40;5;07:50;5;10:15
S012;138;32.0;231.0;12.0;0;0;0;1;13:54;3.08;9.5;22.67;35.25;0.0;0.5;0.5;15.25;2;13:42;3;08:24;BERÇO DPW 1;DPW - CGC;BERÇO DPW 1;3;01:10;3;02:25;3;02:25;3;17:40;3;18:10;3;19:45
S012;139;30.0;199.2;11.15;0;0;0;1;15:00;0.33;0.0;2.08;2.42;0.0;0.17;0.17;13.666666666666666;1;18:25;2;13:32;BERÇO ARM 35P2;OUTROS_MACUCO;BERÇO ARM 35P1;1;17:25;1;18:30;1;18:30;2;08:10;2;08:20;2;09:05
S012;140;32.0;199.98;6.48;0;0;0;1;15:36;104.33;0.0;0.17;104.5;0.0;0.0;0.0;75.5;7;19:05;11;02:10;BERÇO ARM 37;AUTORIDADE_PONTA;BERÇO ARM 37;6;00:10;6;01:10;6;01:10;9;04:40;9;04:40;9;05:20
S012;141;32.0;190.0;11.71;0;0;0;1;17:00;0.0;0.0;0.25;0.25;0.0;2.92;2.92;5.083333333333333;1;18:10;2;03:35;BERÇO ARM 16/17;TGRAO;BERÇO OUT 3;1;17:15;1;18:30;1;18:30;1;23:35;2;02:30;2;03:25
S012;142;38.0;230.0;10.92;0;0;0;2;01:10;0.17;0.0;0.17;0.33;0.5;0.0;0.5;32.5;2;02:30;3;14:40;BERÇO ARM 39;ADM;BERÇO ARM 39;2;01:30;2;02:30;2;02:30;3;11:00;3;11:30;3;12:10
S012;143;23.0;164.34;8.0;0;0;0;2;03:00;0.0;0.0;0.75;0.75;0.0;0.58;0.58;27.166666666666668;2;04:40;3;13:30;BERÇO DOW;DOW;BERÇO DOW;2;03:45;2;04:25;2;04:25;3;07:35;3;08:10;3;09:10
S012;144;50.0;305.0;8.6;0;1;0;2;06:00;0.0;0.0;0.0;0.0;0.0;0.08;0.08;10.416666666666666;2;06:50;2;17:15;BERÇO ARM 31/32;CONCAIS;BERÇO 25 + FRIG;2;06:00;2;07:15;2;07:15;2;17:40;2;17:45;2;19:00
S012;145;52.0;331.43;8.65;0;1;0;2;06:45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.583333333333334;2;07:55;2;17:30;BERÇO OUT 1;CONCAIS;BERÇO OUT 2;2;06:45;2;08:00;2;08:00;2;17:35;2;17:35;2;18:30
S012;146;40.0;272.08;10.2;0;0;0;2;07:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.75;2;13:20;3;08:28;BERÇO TECON 2;SANTOSBR;BERÇO TECON 1.2;2;07:00;2;07:50;2;07:50;2;23:35;2;23:35;3;00:45
S012;147;51.0;336.0;14.3;0;0;0;2;09:48;14.0;0.0;1.17;15.17;0.0;0.0;0.0;24.833333333333332;4;15:15;5;17:40;BERÇO TECON 3;SANTOSBR;BERÇO TECON 3;3;01:00;3;01:50;3;01:50;4;02:40;4;02:40;4;03:50
S012;148;40.0;306.0;12.0;0;0;0;2;12:30;25.5;10.83;14.83;51.17;0.83;0.92;1.75;20.416666666666668;3;07:22;4;11:46;BERÇO DPW 2;DPW - CGC;BERÇO DPW 2;4;15:40;4;17:15;4;17:15;5;13:40;5;15:25;5;16:40
S012;149;36.0;199.99;9.85;0;0;0;2;14:15;0.67;0.0;0.17;0.83;0.0;0.0;0.0;25.75;2;14:35;3;18:40;BERÇO ARM 35P2;OUTROS_MACUCO;BERÇO ARM 35P1;2;15:05;2;16:10;2;16:10;3;17:55;3;17:55;3;18:40
S012;151;28.0;183.2;8.5;0;0;0;2;16:00;176.0;0.0;1.0;177.0;0.0;0.0;0.0;24.916666666666668;11;20:54;13;01:50;BERÇO AL 02;TRANSPETRO;BERÇO AL 02;10;01:00;10;02:50;10;02:50;11;03:45;;;;;;
S012;152;32.0;180.0;7.4;0;0;0;2;18:00;174.0;0.42;0.0;174.42;0.0;0.0;0.0;147.91666666666666;11;07:09;17;16:42;BERÇO ARM 34;OUTROS_LIBRA;BERÇO ARM 34;10;00:25;10;01:35;10;01:35;16;05:30;;;;;;
S012;153;37.0;228.41;7.42;0;0;0;2;18:24;53.58;0.0;0.0;53.58;0.0;5.17;5.17;72.91666666666667;6;19:57;10;00:12;BERÇO ARM 20/21;AUTORIDADE_OUT;BERÇO ARM 20/21;5;00:00;5;01:20;5;01:20;8;02:15;8;07:25;8;08:25
S012;154;48.0;333.17;11.4;0;0;0;2;19:30;0.0;0.0;0.0;0.0;16.92;0.5;17.42;24.083333333333332;2;20:15;3;23:20;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 2;2;19:30;2;20:20;2;20:20;3;20:25;4;13:50;4;15:00
S012;155;48.0;299.88;9.8;0;0;0;2;23:50;0.0;0.0;1.08;1.08;20.92;0.58;21.5;14.0;3;01:25;4;02:55;BERÇO BTP 2;BTP;BERÇO BTP 1;3;00:55;3;02:40;3;02:40;3;16:40;4;14:10;4;15:35
S012;156;48.0;330.03;14.0;0;0;0;3;05:48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.25;3;12:26;4;14:48;BERÇO BTP 3;BTP;BERÇO BTP 3;3;05:50;3;07:15;3;07:15;4;06:30;4;06:30;4;08:15
S012;157;44.0;289.59;8.3;0;1;0;3;06:30;0.0;0.0;0.0;0.0;0.08;0.0;0.08;10.583333333333334;3;07:25;3;18:00;BERÇO ARM 25;CONCAIS;BERÇO ARM 25;3;06:30;3;07:45;3;07:45;3;18:20;3;18:25;3;19:40
S012;158;32.0;190.0;6.06;0;0;0;3;07:30;16.5;0.0;0.17;16.67;0.0;0.0;0.0;31.083333333333332;5;07:30;6;19:20;BERÇO ARM 38;OUTROS_PONTA;BERÇO ARM 38;4;00:10;4;01:10;4;01:10;5;08:15;5;08:15;5;08:55
S012;159;44.0;323.0;8.65;0;1;0;3;07:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.5;3;08:15;3;17:45;BERÇO OUT 1;CONCAIS;BERÇO ARM 31/32;3;07:30;3;08:40;3;08:40;3;18:10;3;18:10;3;19:20
S012;160;30.0;218.45;7.6;0;0;0;3;09:00;0.0;0.0;0.25;0.25;0.0;1.08;1.08;19.583333333333332;3;17:00;4;14:25;BERÇO TECON 3;SANTOSBR;BERÇO TECON 1.1;3;09:15;3;10:05;3;10:05;4;05:40;4;06:45;4;07:55
S012;161;32.0;229.0;6.8;0;0;0;3;11:00;108.5;0.0;0.42;108.92;0.0;0.0;0.0;59.916666666666664;9;21:55;12;13:45;BERÇO ARM 19;TGRAO;BERÇO OUT 2;7;23:55;8;01:10;8;01:10;10;13:05;10;13:05;10;14:00
S012;162;45.0;299.9;14.5;0;0;0;3;13:00;0.0;0.0;0.0;0.0;0.08;0.0;0.08;23.333333333333332;3;13:55;4;17:00;BERÇO TECON 2;SANTOSBR;BERÇO TECON 1.2;3;13:00;3;13:50;3;13:50;4;13:10;4;13:15;4;14:25
S012;163;43.0;270.9;10.5;0;0;0;3;15:48;1.92;2.08;0.0;4.0;0.0;0.75;0.75;34.666666666666664;4;14:49;6;02:51;BERÇO DPW 2;DPW - CGC;BERÇO DPW 1;3;19:50;3;21:05;3;21:05;5;07:45;5;08:30;5;10:05
S012;164;27.0;170.7;9.81;0;0;0;3;17:00;79.0;18.33;0.0;97.33;0.0;0.0;0.0;127.91666666666667;8;14:40;14;03:40;BERÇO ARM 30;BRACELL;BERÇO ARM 35P2;7;18:20;7;19:10;7;19:10;13;03:05;;;;;;
S012;165;26.0;168.03;9.4;0;0;0;3;18:40;30.58;15.5;0.0;46.08;0.0;0.08;0.08;13.5;6;12:55;7;05:43;BERÇO DPW 3;DPW - CGC;BERÇO DPW 2;5;16:45;5;18:00;5;18:00;6;07:30;6;07:35;6;09:10
S012;166;44.0;248.97;9.3;0;0;0;3;20:04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.58333333333333;3;21:28;7;11:25;BERÇO AL 01;TRANSPETRO;BERÇO AL 01;3;20:05;3;21:55;3;21:55;7;05:30;7;05:30;7;07:00
S012;167;32.0;199.98;11.7;0;0;0;3;20:13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;233.91666666666666;3;21:05;13;18:30;BERÇO ARM 33;OUTROS_MACUCO;BERÇO ARM 35P1;3;20:15;3;21:00;3;21:00;13;14:55;;;;;;
S012;169;48.0;300.07;13.4;0;0;0;4;05:30;7.5;0.0;0.0;7.5;0.33;0.58;0.92;17.083333333333332;4;07:20;5;02:50;BERÇO BTP 2;BTP;BERÇO BTP 1;4;13:00;4;14:25;4;14:25;5;07:30;5;08:25;5;10:10
S012;170;32.2;225.0;7.24;0;0;0;4;05:30;42.5;0.0;0.08;42.58;0.0;0.0;0.0;132.41666666666666;7;06:00;12;22:55;BERÇO TEAG;TEAG;BERÇO TEAG;6;00:05;6;01:10;6;01:10;11;13:35;;;;;;
S012;171;36.0;200.0;10.9;0;0;0;4;05:46;0.0;0.0;0.0;0.0;0.0;0.25;0.25;20.333333333333332;4;06:40;5;08:20;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 3;4;05:50;4;06:40;4;06:40;5;03:00;5;03:15;5;04:25
S012;173;32.0;182.5;9.5;0;0;0;4;15:00;42.75;21.33;0.0;64.08;0.0;1.0;1.0;26.333333333333332;7;15:10;8;23:00;BERÇO AL 01;TRANSPETRO;BERÇO AL 01;7;07:05;7;08:55;7;08:55;8;11:15;8;12:15;8;13:45
S012;175;30.0;222.14;10.1;0;0;0;4;19:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.75;4;20:05;5;10:03;BERÇO TECON 1.1;SANTOSBR;BERÇO TECON 1.2;4;19:00;4;19:50;4;19:50;5;07:35;5;07:35;5;08:45
S012;177;48.0;299.95;8.9;0;0;0;4;22:36;25.33;5.58;0.0;30.92;0.0;0.0;0.0;20.666666666666668;7;17:50;8;15:42;BERÇO BTP 3;BTP;BERÇO BTP 2;6;05:35;6;07:20;6;07:20;7;04:00;7;04:00;7;05:25
S012;178;25.0;156.53;7.8;0;0;0;5;03:00;0.0;0.0;0.0;0.0;2.25;0.25;2.5;36.666666666666664;5;07:20;7;09:47;BERÇO AL 04;ULTRACARGO;BERÇO AL 03;5;03:00;5;04:30;5;04:30;6;17:10;6;19:40;6;21:30
S012;179;49.0;299.97;11.0;0;0;0;5;05:00;0.0;0.0;0.0;0.0;0.0;2.08;2.08;22.416666666666668;5;07:48;6;09:24;BERÇO BTP 2;BTP;BERÇO BTP 2;5;05:00;5;06:45;5;06:45;6;05:10;6;07:15;6;08:40
S012;180;29.0;180.0;7.8;0;0;0;5;05:30;0.0;0.0;0.0;0.0;0.0;0.33;0.33;9.166666666666666;5;07:00;5;20:10;BERÇO AL 02;TRANSPETRO;BERÇO AL 02;5;05:30;5;07:00;5;07:00;5;16:10;5;16:30;5;18:20
S012;181;42.0;334.07;10.7;0;0;0;5;07:00;0.0;0.0;0.25;0.25;4.92;0.0;4.92;23.75;5;09:00;6;13:50;BERÇO BTP 3;BTP;BERÇO BTP 3;5;07:15;5;08:40;5;08:40;6;08:25;6;13:20;6;15:05
S012;182;48.0;333.2;11.7;0;0;0;5;08:00;0.0;0.0;2.5;2.5;0.0;0.0;0.0;22.416666666666668;5;09:00;6;12:39;BERÇO TECON 2;SANTOSBR;BERÇO TECON 1.2;5;10:30;5;11:20;5;11:20;6;09:45;6;09:45;6;10:55
S012;183;48.0;328.46;10.7;0;0;0;5;08:42;0.0;2.0;0.0;2.0;0.0;0.0;0.0;31.75;6;13:10;8;01:43;BERÇO BTP 2;BTP;BERÇO BTP 1;5;10:45;5;12:30;5;12:30;6;20:15;6;20:15;6;21:40
S012;184;30.0;208.85;10.3;0;0;0;5;09:54;0.0;0.5;0.0;0.5;0.0;0.33;0.33;13.25;5;22:35;6;17:04;BERÇO DPW 1;DPW - CGC;BERÇO DPW 1;5;10:25;5;11:40;5;11:40;6;00:55;6;01:15;6;02:50
S012;185;32.0;189.99;7.62;0;0;0;5;14:11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.833333333333336;5;14:41;7;20:00;BERÇO ARM 31;OUTROS_MACUCO;BERÇO ARM 31;5;14:15;5;15:05;5;15:05;7;17:55;7;17:55;7;19:05
S012;186;42.0;333.99;9.7;0;0;0;5;15:00;82.67;0.0;0.0;82.67;0.0;0.0;0.0;33.25;10;21:45;12;10:16;BERÇO DPW 2;DPW - CGC;BERÇO DPW 1;9;01:40;9;02:55;9;02:55;10;12:10;10;12:10;10;13:45
S012;187;32.0;189.99;6.54;0;0;0;5;22:00;0.0;0.0;0.08;0.08;0.0;0.0;0.0;138.83333333333334;5;23:40;12;00:40;BERÇO ARM 39;ADM;BERÇO ARM 39;5;22:05;5;23:05;5;23:05;11;17:55;;;;;;
S012;188;25.0;160.0;7.5;0;0;0;5;22:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;5;23:30;7;22:20;BERÇO AL 03;ULTRACARGO;BERÇO AL 02;5;22:00;5;23:50;5;23:50;7;19:50;7;19:50;7;21:20
S012;189;32.0;228.99;6.6;0;0;0;5;23:12;0.0;0.0;1.42;1.42;0.0;0.17;0.17;86.08333333333333;6;16:55;10;13:17;BERÇO TGG;TGG;BERÇO TGG;6;00:40;6;01:45;6;01:45;9;15:50;9;16:00;9;16:45
S012;190;40.0;275.0;13.3;0;0;0;6;03:43;0.0;0.0;0.0;0.0;0.92;0.25;1.17;14.5;6;04:53;6;22:40;BERÇO TECON 3;SANTOSBR;BERÇO TECON 3;6;03:45;6;04:35;6;04:35;6;19:05;6;20:15;6;21:25
S012;191;32.0;228.62;8.3;0;0;0;6;05:00;0.0;0.0;0.0;0.0;0.0;0.42;0.42;15.25;6;07:30;7;09:38;BERÇO DPW 2;DPW - CGC;BERÇO DPW 1;6;05:00;6;06:15;6;06:15;6;21:30;6;21:55;6;23:30
S012;192;48.0;299.9;11.3;0;0;0;6;06:12;9.75;4.25;4.08;18.08;3.33;5.5;8.83;22.083333333333332;6;17:25;7;15:45;BERÇO BTP 3;BTP;BERÇO BTP 3;7;00:20;7;02:05;7;02:05;8;00:10;8;09:00;8;10:25
S012;193;44.0;323.0;8.6;0;1;0;6;06:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.083333333333334;6;07:15;6;22:20;BERÇO OUT 1;CONCAIS;BERÇO OUT 2;6;06:30;6;07:45;6;07:45;6;22:50;6;22:50;6;23:45
S012;194;40.04;275.0;12.0;0;0;0;6;07:24;0.0;1.83;0.0;1.83;0.0;0.0;0.0;24.166666666666668;7;14:22;8;16:40;BERÇO DPW 2;DPW - CGC;BERÇO DPW 2;6;09:15;6;10:30;6;10:30;7;10:40;7;10:40;7;12:15
S012;195;19.0;88.8;5.0;0;0;0;6;08:20;0.0;0.0;1.0;1.0;0.0;0.08;0.08;18.833333333333332;6;08:30;7;03:30;BERÇO SAIPEM 1;SAIPEM;BERÇO SAIPEM 1;6;09:20;6;10:10;6;10:10;7;05:00;7;05:05;7;05:35
S012;196;42.0;270.07;10.9;0;0;0;6;10:30;61.5;0.0;0.08;61.58;0.0;0.0;0.0;24.833333333333332;10;18:43;11;21:10;BERÇO BTP 2;BTP;BERÇO BTP 2;9;00:05;9;01:30;9;01:30;10;02:20;10;02:20;10;04:05
S012;199;32.0;183.1;10.0;0;0;0;6;16:00;10.5;0.0;0.0;10.5;3.75;0.75;4.5;20.083333333333332;6;17:36;7;22:30;BERÇO DOW;DOW;BERÇO DOW;7;02:30;7;03:10;7;03:10;7;23:15;8;03:45;8;04:45
S012;200;35.0;185.97;8.35;0;0;0;6;17:00;3.25;0.0;1.58;4.83;0.0;0.08;0.08;14.083333333333334;7;05:44;7;23:30;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 1.2;6;21:50;6;22:40;6;22:40;7;12:45;7;12:50;7;14:00
S012;201;25.0;182.47;7.5;0;0;0;6;17:00;2.42;0.0;0.0;2.42;0.0;0.25;0.25;10.166666666666666;6;17:50;7;10:50;BERÇO TECON 2;SANTOSBR;BERÇO TECON 2;6;19:25;6;20:15;6;20:15;7;06:25;7;06:40;7;07:50
S012;202;37.0;255.4;12.9;0;0;0;6;18:00;2.25;3.25;0.5;6.0;0.0;0.17;0.17;19.083333333333332;6;19:38;7;19:05;BERÇO DPW 1;DPW - CGC;BERÇO DPW 1;7;00:00;7;01:15;7;01:15;7;20:20;7;20:30;7;22:05
S012;203;32.0;228.99;7.16;0;0;0;6;19:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115.0;7;14:40;12;13:15;BERÇO ARM 38;OUTROS_PONTA;BERÇO ARM 38;6;19:30;6;20:30;6;20:30;11;15:30;;;;;;
