Day;MARKET_CATEGORY;arrivals;attended;saldo_dia;queue;SCENARIO_ID
26;GSA - I;0,0;0,0;0,0;1,0;S2025
27;GSA - I;0,0;0,0;0,0;1,0;S2025
28;GSA - I;0,0;0,0;0,0;1,0;S2025
29;GSA - I;0,0;0,0;0,0;1,0;S2025
30;GSA - I;0,0;0,0;0,0;1,0;S2025
31;GSA - I;1,0;1,0;0,0;1,0;S2025
32;GSA - I;0,0;0,0;0,0;1,0;S2025
33;GSA - I;0,0;0,0;0,0;1,0;S2025
34;GSA - I;1,0;0,0;1,0;2,0;S2025
35;GSA - I;0,0;1,0;-1,0;1,0;S2025
36;GSA - I;0,0;0,0;0,0;1,0;S2025
37;GSA - I;0,0;0,0;0,0;1,0;S2025
38;GSA - I;0,0;0,0;0,0;1,0;S2025
39;GSA - I;1,0;1,0;0,0;1,0;S2025
40;GSA - I;0,0;0,0;0,0;1,0;S2025
41;GSA - I;0,0;0,0;0,0;1,0;S2025
42;GSA - I;0,0;1,0;-1,0;0,0;S2025
43;GSA - I;0,0;0,0;0,0;0,0;S2025
44;GSA - I;0,0;0,0;0,0;0,0;S2025
45;GSA - I;0,0;0,0;0,0;0,0;S2025
46;GSA - I;0,0;0,0;0,0;0,0;S2025
47;GSA - I;0,0;0,0;0,0;0,0;S2025
48;GSA - I;0,0;0,0;0,0;0,0;S2025
49;GSA - I;0,0;0,0;0,0;0,0;S2025
50;GSA - I;0,0;0,0;0,0;0,0;S2025
51;GSA - I;1,0;1,0;0,0;0,0;S2025
52;GSA - I;0,0;0,0;0,0;0,0;S2025
53;GSA - I;0,0;0,0;0,0;0,0;S2025
54;GSA - I;0,0;0,0;0,0;0,0;S2025
55;GSA - I;0,0;0,0;0,0;0,0;S2025
56;GSA - I;0,0;0,0;0,0;0,0;S2025
57;GSA - I;0,0;0,0;0,0;0,0;S2025
58;GSA - I;0,0;0,0;0,0;0,0;S2025
59;GSA - I;0,0;0,0;0,0;0,0;S2025
60;GSA - I;0,0;0,0;0,0;0,0;S2025
61;GSA - I;0,0;0,0;0,0;0,0;S2025
62;GSA - I;0,0;0,0;0,0;0,0;S2025
63;GSA - I;0,0;0,0;0,0;0,0;S2025
64;GSA - I;0,0;0,0;0,0;0,0;S2025
65;GSA - I;0,0;0,0;0,0;0,0;S2025
66;GSA - I;0,0;0,0;0,0;0,0;S2025
67;GSA - I;0,0;0,0;0,0;0,0;S2025
68;GSA - I;0,0;0,0;0,0;0,0;S2025
69;GSA - I;0,0;0,0;0,0;0,0;S2025
70;GSA - I;0,0;0,0;0,0;0,0;S2025
71;GSA - I;0,0;0,0;0,0;0,0;S2025
72;GSA - I;1,0;1,0;0,0;0,0;S2025
73;GSA - I;0,0;0,0;0,0;0,0;S2025
74;GSA - I;0,0;0,0;0,0;0,0;S2025
75;GSA - I;0,0;0,0;0,0;0,0;S2025
76;GSA - I;0,0;0,0;0,0;0,0;S2025
77;GSA - I;1,0;0,0;1,0;1,0;S2025
78;GSA - I;0,0;1,0;-1,0;0,0;S2025
79;GSA - I;0,0;0,0;0,0;0,0;S2025
80;GSA - I;0,0;0,0;0,0;0,0;S2025
81;GSA - I;0,0;0,0;0,0;0,0;S2025
82;GSA - I;0,0;0,0;0,0;0,0;S2025
83;GSA - I;0,0;0,0;0,0;0,0;S2025
84;GSA - I;0,0;0,0;0,0;0,0;S2025
85;GSA - I;0,0;0,0;0,0;0,0;S2025
86;GSA - I;0,0;0,0;0,0;0,0;S2025
87;GSA - I;0,0;0,0;0,0;0,0;S2025
88;GSA - I;1,0;0,0;1,0;1,0;S2025
89;GSA - I;0,0;1,0;-1,0;0,0;S2025
90;GSA - I;0,0;0,0;0,0;0,0;S2025
1;GSM - I;0,0;0,0;0,0;3,0;S2025
2;GSM - I;0,0;1,0;-1,0;2,0;S2025
3;GSM - I;1,0;1,0;0,0;2,0;S2025
4;GSM - I;0,0;0,0;0,0;2,0;S2025
5;GSM - I;1,0;1,0;0,0;2,0;S2025
6;GSM - I;4,0;1,0;3,0;5,0;S2025
7;GSM - I;2,0;1,0;1,0;6,0;S2025
8;GSM - I;1,0;1,0;0,0;6,0;S2025
9;GSM - I;3,0;1,0;2,0;8,0;S2025
10;GSM - I;0,0;2,0;-2,0;6,0;S2025
11;GSM - I;1,0;1,0;0,0;6,0;S2025
12;GSM - I;1,0;0,0;1,0;7,0;S2025
13;GSM - I;1,0;1,0;0,0;7,0;S2025
14;GSM - I;0,0;0,0;0,0;7,0;S2025
15;GSM - I;0,0;1,0;-1,0;6,0;S2025
16;GSM - I;0,0;1,0;-1,0;5,0;S2025
17;GSM - I;0,0;0,0;0,0;5,0;S2025
18;GSM - I;2,0;2,0;0,0;5,0;S2025
19;GSM - I;0,0;1,0;-1,0;4,0;S2025
20;GSM - I;1,0;0,0;1,0;5,0;S2025
21;GSM - I;2,0;1,0;1,0;6,0;S2025
22;GSM - I;1,0;2,0;-1,0;5,0;S2025
23;GSM - I;2,0;1,0;1,0;6,0;S2025
24;GSM - I;1,0;1,0;0,0;6,0;S2025
25;GSM - I;1,0;0,0;1,0;7,0;S2025
26;GSM - I;1,0;0,0;1,0;8,0;S2025
27;GSM - I;0,0;0,0;0,0;8,0;S2025
28;GSM - I;3,0;1,0;2,0;10,0;S2025
29;GSM - I;0,0;2,0;-2,0;8,0;S2025
30;GSM - I;0,0;0,0;0,0;8,0;S2025
31;GSM - I;0,0;0,0;0,0;8,0;S2025
32;GSM - I;0,0;3,0;-3,0;5,0;S2025
33;GSM - I;0,0;1,0;-1,0;4,0;S2025
34;GSM - I;0,0;1,0;-1,0;3,0;S2025
35;GSM - I;2,0;0,0;2,0;5,0;S2025
36;GSM - I;0,0;0,0;0,0;5,0;S2025
37;GSM - I;1,0;1,0;0,0;5,0;S2025
38;GSM - I;0,0;0,0;0,0;5,0;S2025
39;GSM - I;0,0;2,0;-2,0;3,0;S2025
40;GSM - I;2,0;1,0;1,0;4,0;S2025
41;GSM - I;0,0;0,0;0,0;4,0;S2025
42;GSM - I;0,0;1,0;-1,0;3,0;S2025
43;GSM - I;1,0;0,0;1,0;4,0;S2025
44;GSM - I;0,0;1,0;-1,0;3,0;S2025
45;GSM - I;1,0;0,0;1,0;4,0;S2025
46;GSM - I;1,0;1,0;0,0;4,0;S2025
47;GSM - I;0,0;1,0;-1,0;3,0;S2025
48;GSM - I;1,0;0,0;1,0;4,0;S2025
49;GSM - I;1,0;0,0;1,0;5,0;S2025
50;GSM - I;0,0;1,0;-1,0;4,0;S2025
51;GSM - I;0,0;1,0;-1,0;3,0;S2025
52;GSM - I;1,0;0,0;1,0;4,0;S2025
53;GSM - I;2,0;1,0;1,0;5,0;S2025
54;GSM - I;1,0;1,0;0,0;5,0;S2025
55;GSM - I;3,0;0,0;3,0;8,0;S2025
56;GSM - I;1,0;1,0;0,0;8,0;S2025
57;GSM - I;0,0;0,0;0,0;8,0;S2025
58;GSM - I;0,0;1,0;-1,0;7,0;S2025
59;GSM - I;2,0;1,0;1,0;8,0;S2025
60;GSM - I;0,0;2,0;-2,0;6,0;S2025
