SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;NON_P_DOCKED_DURATION;P_DOCKED_DURATION;DOCKED_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;MARKET_CATEGORY;SIZE_CATEGORY;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H
S2025;3409;32.0;229.0;7.5;0;0;0;-9;5:00;236.17;0.0;33.08;269.25;0.0;0.83;0.83;3.08;24.83;28.75;2;12:30;3;19:15;BERÇO TGG;TGG;GSA - E;;BERÇO TGG;2;10:15;2;11:25;2;13:44;3;14:35;3;16:10;3;16:55
S2025;3414;32.0;199.98;6.22;0;0;0;-9;8:06;267.5;0.0;109.92;377.42;0.0;0.0;0.0;3.67;71.75;75.42;8;1:15;11;7:15;BERÇO ARM 19;ELEVACOES;GSA - E;;BERÇO ARM 16/17;7;1:35;7;3:05;7;6:00;10;5:45;10;6:30;10;7:35
S2025;3416;32.0;190.0;6.5;0;0;0;-9;9:55;257.92;98.58;139.92;496.42;0.0;0.0;0.0;4.5;36.33;40.83;13;22:20;15;19:03;BERÇO ARM 16/17;ELEVACOES;GSA - E;;BERÇO ARM 16/17;12;2:20;12;3:50;12;7:35;13;19:55;13;20:40;13;21:45
S2025;3421;32.0;225.0;6.91;0;0;0;-9;16:30;278.08;56.5;97.33;431.92;3.67;0.67;4.33;6.03;58.68;69.08;10;14:15;13;11:36;BERÇO ARM 13/14;COFCO;GSA - E;;BERÇO ARM 13/14;9;16:25;9;17:55;9;23:11;12;9:55;12;15:00;12;16:05
S2025;3427;19.0;119.95;7.0;0;0;0;-8;5:55;210.08;0.0;19.25;229.33;0.0;0.0;0.0;8.37;13.17;21.58;1;11:23;2;13:10;BERÇO AL 02;TRANSPETRO;GL;;BERÇO AL 01;1;19:15;1;20:50;2;4:27;2;17:40;2;18:25;2;20:15
S2025;3446;33.0;229.0;7.83;0;0;0;-7;2:36;245.67;0.0;94.25;339.92;0.92;0.5;1.42;5.2;120.17;126.83;8;8:58;13;17:52;BERÇO ARM 16/17;ELEVACOES;GSA - E;;BERÇO ARM 19;7;6:35;7;8:00;7;12:27;12;12:40;12;14:50;12;15:50
S2025;3450;33.0;189.93;6.8;0;0;0;-7;8:00;184.0;0.0;0.0;184.0;0.0;0.0;0.0;3.6;49.07;52.67;2;11:35;4;21:35;BERÇO TIPLAM 2;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 3;1;0:00;1;2:35;1;5:26;3;6:30;3;7:15;3;9:15
S2025;3461;37.0;209.99;10.71;0;0;0;-7;21:00;184.42;64.42;80.58;329.42;0.0;0.58;0.58;3.52;17.33;21.5;3;13:20;4;13:45;BERÇO ARM 39;ADM;GSA - E;;BERÇO ARM 39;7;14:25;7;15:30;7;18:16;8;11:40;8;13:00;8;13:40
S2025;3464;32.0;225.0;7.16;0;0;0;-6;0:30;246.0;84.92;118.42;449.33;4.33;1.67;6.0;3.23;47.0;56.25;13;21:01;16;9:40;BERÇO ARM 19;ELEVACOES;GSA - E;;BERÇO ARM 19;12;17:50;12;19:15;12;21:43;14;20:45;15;3:30;15;4:30
S2025;3466;32.0;228.99;7.2;0;0;0;-6;3:30;287.17;0.0;166.75;453.92;0.0;1.42;1.42;0.75;141.08;143.25;14;13:00;20;17:45;BERÇO OUT 3;TGRAO;GSA - E;;BERÇO OUT 2;13;1:25;13;2:45;13;2:45;18;23:50;19;2:00;19;2:55
S2025;3468;32.0;229.0;7.05;0;0;0;-6;5:45;249.42;125.67;99.42;474.5;1.08;1.25;2.33;4.58;75.45;82.42;15;9:10;19;6:50;BERÇO ARM 12A;COFCO;GSA - E;;BERÇO ARM 12A;14;0:15;14;1:45;14;5:34;17;9:05;17;12:10;17;13:15
S2025;3475;40.0;299.95;9.4;0;0;0;-6;13:00;174.25;128.17;69.67;372.08;0.0;0.0;0.0;3.73;27.08;30.83;11;1:45;12;9:35;BERÇO TECON 1.2;SANTOSBR;CGC;;BERÇO TECON 2;10;1:05;10;2:00;10;4:58;11;8:05;11;8:50;11;10:00
S2025;3490;32.0;183.1;6.8;0;0;0;-5;12:00;133.92;16.5;20.83;171.25;0.0;0.0;0.0;2.55;30.5;33.08;1;20:12;4;12:18;BERÇO AL 01;TRANSPETRO;GL;;BERÇO AL 02;2;15:15;2;17:10;2;18:58;4;1:30;4;2:15;4;3:45
S2025;3491;32.0;199.99;6.9;0;0;0;-5;15:00;144.0;61.5;108.0;313.5;0.0;0.0;0.0;0.75;52.12;52.92;8;19:18;11;9:33;BERÇO TEAG;TEAG;GSA - E;;BERÇO TEAG;8;16:30;8;17:40;8;17:40;10;21:50;10;22:35;10;23:20
S2025;3504;32.0;199.96;10.96;0;0;0;-4;11:48;122.67;87.0;80.58;290.25;0.0;1.25;1.25;2.15;14.93;18.33;2;12:50;3;9:55;BERÇO ARM 39;ADM;GSA - E;;BERÇO ARM 39;8;14:05;8;15:10;8;16:34;9;7:30;9;9:30;9;10:10
S2025;3509;27.4;183.98;7.4;0;0;0;-4;21:54;101.92;23.42;21.0;146.33;0.0;2.5;2.5;2.95;55.0;60.5;4;16:48;7;10:00;BERÇO AL 01;TRANSPETRO;GL;;BERÇO AL 01;3;0:15;3;2:10;3;4:22;5;11:25;5;14:40;5;16:10
S2025;3513;32.0;189.99;6.77;0;0;0;-3;9:54;117.33;166.42;146.75;430.5;1.0;0.25;1.25;3.25;45.67;50.17;16;15:50;18;20:47;BERÇO ARM 19;ELEVACOES;GSA - E;;BERÇO ARM 19;15;8:25;15;9:50;15;12:20;17;10:00;17;12:00;17;13:00
S2025;3523;28.0;179.9;10.5;0;0;0;-2;8:40;64.42;0.0;22.92;87.33;3.25;0.42;3.67;4.42;84.58;92.67;3;13:10;7;9:50;BERÇO ARM 23;HIDROVIAS;GSM - I;;BERÇO ARM 22/23;2;0:00;2;1:05;2;4:45;5;17:20;5;21:45;5;23:05
S2025;3525;0.0;229.0;7.93;0;0;0;-2;11:18;251.17;196.5;107.42;555.08;3.25;0.42;3.67;4.25;37.25;45.17;21;2:50;23;1:43;BERÇO ARM 19;ELEVACOES;GSA - E;;BERÇO ARM 16/17;21;14:25;21;15:55;21;19:25;23;8:40;23;13:05;23;14:10
S2025;3526;48.0;333.9;12.2;0;0;0;-2;13:00;59.0;0.0;12.92;71.92;33.58;0.0;33.58;2.9;31.18;67.67;1;13:34;3;14:36;BERÇO TECON 3;SANTOSBR;CGC;;BERÇO TECON 3;1;12:55;1;13:50;1;15:59;2;23:10;4;9:30;4;10:40
S2025;3527;32.2;182.9;7.8;0;0;0;-2;13:00;64.75;0.0;70.08;134.83;0.0;0.25;0.25;0.75;78.88;79.92;4;17:17;8;2:10;BERÇO AL 03;VOPAK;GL;;BERÇO AL 02;4;3:50;4;5:45;4;5:45;7;12:40;7;13:40;7;15:10
S2025;3528;29.0;189.98;8.4;0;0;0;-2;14:40;57.33;0.0;0.25;57.58;1.0;9.0;10.0;0.75;152.58;163.33;1;2:15;7;15:10;BERÇO CS 03;OUTROS_SABOO;CGNC;;BERÇO CS 02;1;0:15;1;1:40;1;1:40;7;10:15;7;21:00;7;22:40
S2025;3529;32.0;229.0;7.14;0;0;0;-2;15:48;88.42;121.0;63.08;272.5;1.75;0.0;1.75;4.57;53.05;59.42;11;2:18;13;15:40;BERÇO TIPLAM 3;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 3;10;0:20;10;2:55;10;6:44;12;11:50;12;14:20;12;16:20
S2025;3532;32.0;199.96;8.4;0;0;1;-2;17:30;54.5;0.0;8.58;63.08;0.0;1.33;1.33;2.32;12.0;15.67;1;11:26;2;5:40;BERÇO TEV;TEV;RORO;;BERÇO TEV;1;8:35;1;9:55;1;11:29;1;23:30;2;1:35;2;2:30
S2025;3534;32.0;229.0;7.61;0;0;0;-2;23:30;52.83;0.0;12.92;65.75;11.33;1.58;12.92;3.33;49.17;65.42;2;12:10;5;1:25;BERÇO ARM 20/21;COPESUCAR;GSA - E;;BERÇO ARM 20/21;1;17:15;1;18:40;1;21:14;3;22:25;4;12:05;4;13:05
S2025;3537;33.0;229.0;13.02;0;0;0;-1;6:00;72.5;320.92;132.67;526.08;0.0;5.33;5.33;7.98;169.37;182.75;22;19:24;30;7:38;BERÇO TERMAG;TERMAG;GSM - I;;BERÇO TERMAG;21;4:05;21;4:55;21;12:08;28;13:35;28;19:40;28;20:45
S2025;3540;32.0;224.9;6.8;0;0;0;-1;14:36;35.92;0.0;27.58;63.5;2.0;2.0;4.0;3.82;19.58;27.42;1;12:06;2;15:09;BERÇO TIPLAM 3;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 2;2;6:10;2;8:45;2;11:49;3;7:25;3;12:10;3;14:10
S2025;3542;30.0;169.37;5.6;0;0;0;-1;16:00;47.25;123.33;18.67;189.25;0.0;0.0;0.0;2.85;10.72;13.58;1;16:11;2;8:14;BERÇO ARM 20/21;COPESUCAR;GSA - E;;BERÇO ARM 20/21;7;13:15;7;14:40;7;16:46;8;3:30;8;4:15;8;5:15
S2025;3543;32.0;228.99;7.16;0;0;0;-1;16:45;77.25;226.33;71.58;375.17;9.08;0.17;9.25;2.68;61.67;73.67;15;4:24;17;23:10;BERÇO TIPLAM 2;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 3;15;7:55;15;10:30;15;12:25;18;2:10;18;12:10;18;14:10
S2025;3546;32.0;199.9;8.56;0;0;0;-1;23:30;212.08;396.17;136.5;744.75;44.33;0.0;44.33;3.53;35.58;83.5;32;1:28;33;20:00;BERÇO ARM 19;ELEVACOES;GSA - E;;BERÇO ARM 19;31;0:15;31;1:40;31;4:26;32;16:05;34;13:10;34;14:10
S2025;3548;34.0;228.37;9.2;0;0;0;0;3:12;115.58;152.08;125.33;393.0;0.0;0.67;0.67;3.1;31.9;35.67;17;14:15;19;1:29;BERÇO ARM 16/17;ELEVACOES;GSA - E;;BERÇO ARM 16/17;16;12:15;16;13:45;16;16:06;18;0:00;18;1:25;18;2:30
S2025;3549;32.0;189.99;6.24;0;0;0;0;6:00;103.42;106.42;118.0;327.83;0.0;0.42;0.42;3.42;55.58;59.42;5;6:35;7;22:25;BERÇO ARM 19;ELEVACOES;GSA - E;;BERÇO ARM 16/17;13;21:50;13;23:20;14;2:00;16;9:35;16;10:45;16;11:50
S2025;3551;32.0;228.99;7.1;0;0;0;0;7:04;16.92;0.0;1.0;17.92;4.25;4.58;8.83;3.38;96.42;108.67;1;12:25;5;20:55;BERÇO ARM 38;TES;GSA - E;;BERÇO ARM 38;1;1:00;1;2:05;1;4:42;5;5:10;5;14:45;5;15:25
S2025;3555;32.0;201.8;7.5;0;0;0;0;14:00;10.0;0.0;0.75;10.75;0.0;0.0;0.0;1.65;38.57;40.25;2;12:25;4;14:01;BERÇO DPW 3;DPW - CGNC;CGNC;;BERÇO DPW 4;1;0:45;1;2:20;1;3:14;2;17:50;2;18:35;2;19:45
S2025;3556;40.04;275.0;11.0;0;0;0;0;14:40;10.58;0.0;29.42;40.0;0.0;1.08;1.08;2.05;20.58;23.75;3;4:42;4;7:43;BERÇO TECON 1.2;SANTOSBR;CGC;;BERÇO TECON 1.2;2;6:40;2;7:55;2;9:13;3;5:50;3;7:40;3;8:30
S2025;3557;36.0;227.2;7.54;0;0;0;0;14:42;137.25;111.67;27.25;276.17;0.0;0.0;0.0;0.75;58.25;59.0;13;8:55;15;23:15;BERÇO ARM 37;XXXIX;GSA - E;;BERÇO ARM 37;12;2:55;12;4:00;12;4:00;14;14:15;14;15:00;14;15:40
S2025;3559;32.0;228.99;6.78;0;0;0;0;19:30;176.67;126.92;50.67;354.25;0.0;0.08;0.08;4.05;50.8;55.0;14;16:55;17;2:45;BERÇO ARM 39;ADM;GSA - E;;BERÇO ARM 39;15;13:45;15;14:50;15;18:08;17;21:00;17;21:50;17;22:30
S2025;3560;32.0;229.0;7.0;0;0;0;0;21:36;186.25;0.0;296.33;482.58;0.75;0.0;0.75;0.75;104.92;106.42;22;19:00;27;11:05;BERÇO OUT 3;TGRAO;GSA - E;;BERÇO OUT 2;21;0:15;21;1:35;21;1:35;25;10:30;25;12:00;25;12:55
S2025;3561;32.0;231.0;10.6;0;0;0;0;23:00;1.92;0.0;23.33;25.25;0.0;0.0;0.0;2.27;8.93;11.25;2;12:20;3;1:23;BERÇO TECON 1.2;SANTOSBR;CGC;;BERÇO TECON 2;2;0:15;2;1:10;2;2:41;2;11:40;2;12:25;2;13:35
S2025;3562;48.0;331.1;12.5;0;0;0;0;23:30;0.5;0.0;0.5;1.0;31.0;5.17;36.17;2.77;48.78;87.75;1;2:25;4;11:59;BERÇO DPW 2;DPW - CGC;CGC;;BERÇO DPW 2;1;0:30;1;2:10;1;4:11;3;5:00;4;17:55;4;19:10
S2025;3563;32.0;224.98;7.5;0;0;0;1;0:01;156.92;296.08;132.67;585.67;3.42;0.08;3.5;9.75;112.0;125.25;26;14:05;31;22:05;BERÇO ARM 19;ELEVACOES;GSA - E;;BERÇO ARM 19;25;9:45;25;11:10;25;20:10;30;12:10;30;16:25;30;17:25
S2025;3564;42.0;300.07;11.6;0;0;0;1;0:06;1.5;0.0;28.75;30.25;1.75;2.42;4.17;4.32;19.7;28.25;1;23:59;3;1:28;BERÇO BTP 2;BTP;CGC;;BERÇO BTP 1;2;6:25;2;7:55;2;11:29;3;7:15;3;12:10;3;13:55
S2025;3565;32.0;228.91;7.0;0;0;0;1;1:35;0.0;0.0;0.08;0.08;0.92;2.92;3.83;0.75;102.58;107.17;1;2:40;5;14:40;BERÇO OUT 3;TGRAO;GSA - E;;BERÇO OUT 2;1;1:40;1;3:00;1;3:00;5;9:35;5;14:10;5;15:05
S2025;3566;32.0;229.0;7.3;0;0;0;1;4:00;5.17;20.0;28.17;53.33;6.92;4.5;11.42;4.2;109.08;124.75;2;19:48;7;18:10;BERÇO TIPLAM 3;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 3;3;9:20;3;11:55;3;15:22;8;4:30;8;16:40;8;18:40
S2025;3567;21.0;138.48;6.1;0;0;0;1;6:00;0.0;0.0;0.0;0.0;0.0;0.5;0.5;5.37;3.85;9.75;1;16:08;2;12:42;BERÇO CS 04;ECOPORTO;CGNC;;BERÇO CORTE;1;6:00;1;7:45;1;12:22;1;16:15;1;17:30;1;18:50
S2025;3568;32.0;229.0;7.62;0;0;0;1;7:00;23.33;180.08;31.58;235.0;0.0;0.0;0.0;2.92;30.33;33.25;12;3:15;13;15:43;BERÇO TGG;TGG;GSA - E;;BERÇO TGG;11;2:00;11;3:10;11;5:20;12;11:40;12;12:25;12;13:10
S2025;3569;36.0;210.0;11.45;0;0;0;1;7:36;0.0;0.0;1.67;1.67;52.75;2.0;54.75;2.32;16.62;73.75;1;11:57;2;8:08;BERÇO DPW 4;DPW - CGNC;CGNC;;BERÇO DPW 3;1;9:20;1;10:55;1;12:29;2;5:10;4;12:40;4;13:50
S2025;3570;36.0;225.0;8.7;0;0;0;1;8:06;1.25;0.0;17.42;18.67;0.83;3.5;4.33;5.83;45.73;55.92;2;1:55;4;12:00;BERÇO ARM 35P2;BRACELL;CGNC;;BERÇO ARM 35P2;2;2:50;2;4:05;2;9:09;4;6:55;4;12:00;4;12:50
S2025;3571;32.0;199.99;8.3;0;0;1;1;9:00;1.33;14.42;1.83;17.58;0.0;0.0;0.0;2.33;10.5;12.83;2;11:25;3;6:20;BERÇO TEV;TEV;RORO;;BERÇO TEV;2;2:35;2;3:55;2;5:29;2;16:00;2;16:45;2;17:40
S2025;3572;37.0;227.97;11.5;0;0;0;1;9:15;0.0;0.0;11.08;11.08;0.0;0.17;0.17;2.93;28.57;31.67;1;19:20;3;4:43;BERÇO DPW 1;DPW - CGC;CGC;;BERÇO DPW 1;1;20:20;1;21:40;1;23:50;3;4:25;3;5:20;3;6:55
S2025;3573;32.0;214.0;8.5;0;0;0;1;10:00;0.0;0.0;10.08;10.08;0.42;0.5;0.92;2.48;11.2;14.67;1;12:04;2;4:44;BERÇO VAL;ECOPORTO;CGNC;;BERÇO CS 04;1;20:05;1;21:50;1;23:33;2;10:50;2;12:30;2;13:50
S2025;3574;26.0;173.0;6.8;0;0;0;1;10:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.85;37.02;37.92;1;14:47;3;10:33;BERÇO ARM 29;CITROSUCO;GL;;BERÇO ARM 29;1;10:30;1;11:50;1;11:56;3;1:00;3;1:45;3;2:40
S2025;3575;32.0;199.94;7.1;0;0;0;1;11:28;0.0;0.0;0.75;0.75;16.58;0.17;16.75;1.22;50.27;68.25;1;12:14;3;20:15;BERÇO TEG;TEG;GSA - E;;BERÇO TEG;1;12:15;1;13:25;1;13:53;3;16:10;4;9:40;4;10:25
S2025;3576;32.0;225.0;7.26;0;0;0;1;12:30;26.0;44.5;5.25;75.75;0.0;0.42;0.42;0.9;82.35;83.67;3;23:15;7;18:45;BERÇO TEG;TEG;GSA - E;;BERÇO TEG;4;16:15;4;17:25;4;17:34;8;3:55;8;5:05;8;5:50
S2025;3577;40.0;284.71;10.9;0;0;0;1;13:37;2.67;28.0;8.0;38.67;0.0;0.0;0.0;2.63;12.15;14.83;3;8:42;4;0:50;BERÇO DPW 1;DPW - CGC;CGC;;BERÇO DPW 1;3;4:20;3;5:40;3;7:32;3;19:45;3;20:30;3;22:05
S2025;3578;36.0;210.0;8.2;0;0;0;1;14:05;13.0;0.0;97.92;110.92;0.0;1.0;1.0;5.25;45.92;52.17;1;14:55;4;13:45;BERÇO ARM 34;ELDORADO;CGNC;;BERÇO ARM 31;6;5:00;6;6:15;6;10:45;8;8:40;8;10:25;8;11:15
S2025;3579;32.0;228.99;7.4;0;0;0;1;15:48;36.42;61.33;0.0;97.75;0.0;0.0;0.0;15.88;103.45;119.33;5;23:25;11;1:20;BERÇO ARM 38;TES;GSA - E;;BERÇO ARM 38;5;17:35;5;18:40;6;9:47;10;17:15;10;18:00;10;18:40
S2025;3580;45.0;299.9;12.0;0;0;0;1;16:55;0.92;4.08;14.08;19.08;0.0;0.0;0.0;4.67;20.5;25.17;2;1:40;3;5:42;BERÇO TECON 2;SANTOSBR;CGC;;BERÇO TECON 2;2;12:00;2;12:55;2;16:50;3;13:20;3;14:05;3;15:15
S2025;3581;48.0;299.95;10.3;0;0;0;2;3:18;5.0;0.0;33.0;38.0;0.0;1.5;1.5;3.03;22.75;27.33;4;11:21;5;15:26;BERÇO BTP 3;BTP;CGC;;BERÇO BTP 3;3;17:20;3;19:10;3;21:26;4;20:15;4;22:30;4;23:55
S2025;3582;32.0;183.1;9.05;0;0;0;2;3:45;0.0;0.0;0.0;0.0;0.0;0.58;0.58;1.08;32.08;33.75;2;4:45;4;1:00;BERÇO IB BC;AGEO_TERMINAIS;GL;;BERÇO Ageo I;2;3:45;2;5:10;2;5:29;3;13:35;3;14:55;3;16:35
S2025;3583;40.0;272.05;11.0;0;0;0;2;4:30;1.33;37.17;0.25;38.75;0.0;2.92;2.92;1.8;15.98;20.75;4;4:45;5;1:48;BERÇO DPW 1;DPW - CGC;CGC;;BERÇO DPW 1;3;19:15;3;20:35;3;21:38;4;13:40;4;17:20;4;18:55
S2025;3584;40.0;299.95;13.0;0;0;0;2;4:42;1.25;21.92;3.17;26.33;0.0;0.0;0.0;2.97;38.65;41.67;3;9:03;5;3:08;BERÇO TECON 2;SANTOSBR;CGC;;BERÇO TECON 1.2;3;7:05;3;8:20;3;10:33;5;1:15;5;2:00;5;2:50
S2025;3585;32.0;228.9;8.2;0;0;0;2;5:00;97.67;120.58;3.08;221.33;2.33;0.0;2.33;3.08;44.83;50.25;11;22:40;14;5:15;BERÇO ARM 20/21;COPESUCAR;GSA - E;;BERÇO ARM 20/21;11;10:20;11;11:45;11;14:04;13;10:55;13;14:00;13;15:00
S2025;3586;48.0;333.2;12.0;0;0;0;2;6:00;1.5;0.0;34.75;36.25;0.0;0.58;0.58;2.25;19.93;22.83;2;12:13;3;13:49;BERÇO BTP 1;BTP;CGC;;BERÇO BTP 1;3;18:15;3;19:45;3;21:15;4;17:15;4;18:35;4;20:20
S2025;3587;28.0;174.38;8.5;0;0;0;2;10:00;0.0;0.0;0.0;0.0;1.5;7.75;9.25;5.7;39.0;54.0;2;11:03;4;12:45;BERÇO AL 03;STOLTHAVEN;GL;;BERÇO AL 03;2;10:00;2;11:55;2;16:52;4;7:55;4;17:55;4;19:25
S2025;3588;51.0;336.0;14.3;0;0;0;2;10:24;177.75;26.33;2.92;207.0;0.0;0.5;0.5;4.23;20.98;25.75;11;6:58;12;10:10;BERÇO TECON 2;SANTOSBR;CGC;;BERÇO TECON 3;11;1:25;11;2:20;11;5:48;12;2:50;12;4:05;12;5:15
S2025;3589;40.0;182.9;9.2;0;0;0;2;10:24;7.0;66.17;5.5;78.67;0.0;0.67;0.67;2.0;20.7;23.42;4;4:15;5;8:00;BERÇO AL 02;TRANSPETRO;GL;;BERÇO AL 01;5;17:05;5;19:00;5;20:15;6;17:00;6;18:25;6;19:55
S2025;3590;32.0;199.98;6.64;0;0;0;2;13:00;5.17;25.25;4.58;35.0;0.0;4.08;4.08;2.7;67.08;73.92;5;6:48;8;5:27;BERÇO TIPLAM 2;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 2;4;0:00;4;2:35;4;4:32;6;23:40;7;4:30;7;6:30
S2025;3591;48.0;330.0;12.05;0;0;0;2;13:24;4.25;3.75;47.58;55.58;4.17;0.0;4.17;2.72;28.45;35.33;5;6:55;6;16:24;BERÇO BTP 1;BTP;CGC;;BERÇO BTP 3;4;21:00;4;22:50;5;0:48;6;5:15;6;10:10;6;11:35
S2025;3592;32.0;199.98;9.62;0;0;0;2;15:54;13.0;39.58;31.17;83.75;0.0;4.5;4.5;1.83;33.67;40.0;7;11:57;9;1:11;BERÇO DPW 4;DPW - CGNC;CGNC;;BERÇO DPW 3;6;3:40;6;5:15;6;6:19;7;16:00;7;21:15;7;22:25
S2025;3593;38.0;249.97;11.1;0;0;0;2;16:00;3.67;0.0;43.75;47.42;3.67;3.33;7.0;1.72;12.22;21.0;3;4:59;3;23:50;BERÇO BTP 2;BTP;CGC;;BERÇO BTP 2;4;15:25;4;17:15;4;18:13;5;6:30;5;14:15;5;15:40
S2025;3594;48.0;299.9;13.5;0;0;0;2;16:00;0.92;23.5;0.58;25.0;0.0;0.5;0.5;2.3;31.82;34.67;4;4:34;5;15:22;BERÇO TECON 3;SANTOSBR;CGC;;BERÇO TECON 2;3;17:00;3;17:55;3;19:28;5;3:20;5;4:35;5;5:45
