SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;NON_P_DOCKED_DURATION;P_DOCKED_DURATION;DOCKED_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;MARKET_CATEGORY;SIZE_CATEGORY;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H;CARGO;DIRECTION
ComDragagem2035;4796;23.0;265.0;12.75;0;0;0;2;20:53;1.25;1.92;3.67;6.83;0.25;4.42;4.67;3.14;15.61;23.42;;;;;;SANTOSBR;CGC;;BERÇO TECON 3;3;3:45;3;5:00;3;7:23;3;23:00;4.0;4:25;4.0;5:35;3000;3.0
ComDragagem2035;4797;23.0;225.0;0.0;0;0;0;2;19:51;15.25;41.83;3.0;60.08;0.0;0.17;0.17;2.39;78.07;80.67;;;;;;TEG;GSA - E;;BERÇO TEG;5;8:00;5;9:10;5;10:48;8;16:55;8.0;17:50;8.0;18:35;70000;1.0
ComDragagem2035;4798;23.0;225.0;0.0;0;0;0;2;14:40;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.12;111.09;118.25;;;;;;TES;GSA - E;;BERÇO ARM 38;2;14:40;2;15:45;2;22:07;7;13:15;7.0;14:00;7.0;14:40;70000;1.0
ComDragagem2035;4799;23.0;195.0;9.25;0;0;1;2;15:46;1.33;29.17;0.0;30.5;1.25;1.58;2.83;1.84;20.97;25.67;;;;;;TEV;RORO;;BERÇO TEV;3;22:20;3;23:40;4;0:45;4;21:45;5.0;1:20;5.0;2:35;1500;3.0
ComDragagem2035;4800;23.0;225.0;0.0;0;0;0;2;19:55;5.17;43.08;0.0;48.25;0.0;0.08;0.08;4.83;62.19;67.17;;;;;;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 3;4;20:10;4;22:45;5;2:49;7;17:05;7.0;17:55;7.0;19:55;70000;1.0
ComDragagem2035;4801;23.0;225.0;0.0;0;0;0;2;18:53;5.17;38.67;0.0;43.83;0.0;1.08;1.08;9.0;62.19;72.33;;;;;;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 2;4;14:45;4;17:20;5;1:35;7;15:50;7.0;17:40;7.0;19:40;70000;1.0
ComDragagem2035;4802;23.0;185.0;0.0;0;0;0;2;19:52;1.92;8.08;1.75;11.75;0.0;0.58;0.58;2.32;29.94;32.92;;;;;;TRANSPETRO;GL;;BERÇO AL 01;3;7:40;3;9:35;3;11:09;4;17:10;4.0;18:30;4.0;20:00;35000;1.0
ComDragagem2035;4803;23.0;225.0;0.0;0;0;0;2;18:53;0.33;0.0;2.83;3.17;0.0;1.25;1.25;1.15;55.1;57.5;;;;;;XXXIX;GSA - E;;BERÇO ARM 37;2;22:05;2;23:10;2;23:34;5;6:40;5.0;8:40;5.0;9:20;70000;1.0
ComDragagem2035;4804;36.0;225.0;0.0;0;0;0;3;21:49;2.17;0.0;0.0;2.17;1.75;2.92;4.67;17.63;99.0;121.33;;;;;;ARAUCO;CGNC;;BERÇO ARAUCO 2;4;0:00;4;2:10;4;19:02;8;22:05;9.0;3:30;9.0;5:15;55000;1.0
ComDragagem2035;4805;23.0;215.0;12.25;0;0;0;3;23:00;1.0;0.0;7.17;8.17;1.67;5.58;7.25;2.98;16.8;27.08;;;;;;TECON10;CGC;;BERÇO TECON10 2;4;7:10;4;8:55;4;11:08;5;4:00;5.0;12:00;5.0;13:40;1000;3.0
ComDragagem2035;4806;23.0;275.0;13.75;0;0;0;3;23:00;1.0;0.0;0.5;1.5;0.0;0.67;0.67;3.42;15.61;19.75;;;;;;TECON10;CGC;;BERÇO TECON10 4;4;0:30;4;2:15;4;4:55;4;20:35;4.0;22:00;4.0;23:40;3000;3.0
ComDragagem2035;4807;43.0;339.0;14.0;0;0;0;3;22:58;1.0;0.0;3.17;4.17;0.0;0.0;0.0;5.72;25.92;31.67;;;;;;TECON10;CGC;;BERÇO TECON10 1;4;3:10;4;4:55;4;9:53;5;11:50;5.0;12:35;5.0;14:15;6000;3.0
ComDragagem2035;4808;23.0;185.0;12.25;0;0;0;3;23:08;0.83;0.0;1.92;2.75;1.67;4.67;6.33;1.24;64.43;72.0;;;;;;AGEO_TERMINAIS;GL;;BERÇO IB BC;4;1:55;4;3:20;4;3:49;6;20:15;7.0;3:20;7.0;5:00;35000;2.0
ComDragagem2035;4809;23.0;135.0;7.75;0;0;0;3;20:55;0.0;0.0;0.0;0.0;0.92;1.58;2.5;3.63;20.71;26.83;;;;;;BTP;CGC;;BERÇO BTP 3;3;20:55;3;22:45;4;1:37;4;22:20;5.0;1:35;5.0;3:20;500;3.0
ComDragagem2035;4810;23.0;205.0;10.25;0;0;0;3;20:55;0.0;0.67;0.0;0.67;0.0;0.0;0.0;3.72;13.85;17.58;;;;;;BTP;CGC;;BERÇO BTP 1;3;21:35;3;23:25;4;2:23;4;16:15;4.0;17:00;4.0;18:45;1000;3.0
ComDragagem2035;4811;23.0;305.0;14.75;0;0;0;3;23:11;0.92;2.75;0.0;3.67;0.5;0.75;1.25;2.5;20.66;24.42;;;;;;BTP;CGC;;BERÇO BTP 2;4;2:55;4;4:45;4;6:30;5;3:10;5.0;5:10;5.0;6:55;4000;3.0
ComDragagem2035;4812;23.0;215.0;0.0;0;0;0;3;18:56;1.33;24.75;0.0;26.08;0.0;1.0;1.0;0.87;77.19;79.08;;;;;;CITROSUCO;GL;;BERÇO ARM 29;4;21:05;4;22:25;4;22:32;8;3:45;8.0;5:30;8.0;6:25;35000;1.0
ComDragagem2035;4813;23.0;225.0;0.0;0;0;0;3;21:15;23.33;44.33;2.25;69.92;0.08;0.0;0.08;6.23;68.98;75.33;;;;;;COFCO;GSA - E;;BERÇO ARM 12A;6;19:10;6;20:40;7;2:08;9;23:10;10.0;0:00;10.0;1:05;70000;1.0
ComDragagem2035;4814;23.0;215.0;11.25;0;0;0;3;20:55;0.0;0.0;1.17;1.17;0.0;0.33;0.33;2.51;13.38;16.25;;;;;;DPW - CGC;CGC;;BERÇO DPW 3;3;22:05;3;23:40;4;1:25;4;14:50;4.0;15:55;4.0;17:05;1000;3.0
ComDragagem2035;4815;23.0;185.0;11.75;0;0;0;3;22:59;1.0;20.83;0.0;21.83;0.0;0.25;0.25;2.02;13.38;15.67;;;;;;DPW - CGC;CGC;;BERÇO DPW 1;4;20:50;4;22:10;4;23:26;5;12:50;5.0;13:50;5.0;15:25;1000;3.0
ComDragagem2035;4816;23.0;265.0;12.75;0;0;0;3;20:55;0.0;0.0;0.25;0.25;0.0;2.33;2.33;3.07;17.86;23.33;;;;;;DPW - CGC;CGC;;BERÇO DPW 1;3;21:10;3;22:30;4;0:49;4;18:45;4.0;21:50;4.0;23:25;3000;3.0
ComDragagem2035;4817;23.0;295.0;14.25;0;0;0;3;20:55;0.0;0.0;0.92;0.92;0.0;0.5;0.5;3.55;21.93;26.0;;;;;;DPW - CGC;CGC;;BERÇO DPW 2;3;21:50;3;23:30;4;2:18;5;0:15;5.0;1:30;5.0;3:05;4000;3.0
ComDragagem2035;4818;23.0;195.0;13.25;0;0;0;3;23:03;2.0;31.58;1.33;34.92;1.67;3.33;5.0;1.11;75.33;81.5;;;;;;HIDROVIAS;GSM - I;;BERÇO ARM 22/23;5;10:00;5;11:05;5;11:26;8;14:50;8.0;20:35;8.0;21:55;45000;2.0
ComDragagem2035;4819;23.0;225.0;14.25;0;0;0;3;23:03;9.83;41.08;4.75;55.67;1.67;3.25;4.92;6.4;49.28;60.67;;;;;;HIDROVIAS;GSM - I;;BERÇO ARM 23;6;6:45;6;7:45;6;13:24;8;14:45;8.0;20:25;8.0;21:40;70000;2.0
ComDragagem2035;4820;23.0;215.0;11.25;0;0;0;3;21:55;1.25;0.0;1.58;2.83;0.0;1.25;1.25;1.87;16.8;19.92;;;;;;SANTOSBR;CGC;;BERÇO TECON 1.2;4;0:45;4;2:00;4;3:07;4;19:55;4.0;21:55;4.0;23:05;1000;3.0
ComDragagem2035;4821;23.0;275.0;12.75;0;0;0;3;21:56;1.25;4.83;0.0;6.08;0.25;1.08;1.33;2.81;15.61;19.75;;;;;;SANTOSBR;CGC;;BERÇO TECON 3;4;4:05;4;5:20;4;7:23;4;23:00;5.0;1:05;5.0;2:15;3000;3.0
ComDragagem2035;4822;23.0;275.0;12.75;0;0;0;3;21:55;1.25;8.83;0.83;10.92;0.0;0.67;0.67;2.33;15.61;18.67;;;;;;SANTOSBR;CGC;;BERÇO TECON 2;4;8:50;4;10:05;4;11:39;5;3:20;5.0;4:45;5.0;5:55;3000;3.0
ComDragagem2035;4823;23.0;225.0;0.0;0;0;0;3;20:57;0.83;0.0;0.75;1.58;0.0;0.25;0.25;1.21;88.35;89.83;;;;;;TEAG;GSA - E;;BERÇO TEAG;3;22:35;3;23:45;4;0:12;7;16:35;7.0;17:35;7.0;18:20;70000;1.0
ComDragagem2035;4824;23.0;255.0;0.0;0;0;0;3;21:47;34.83;55.92;0.0;90.75;0.0;0.0;0.0;5.44;150.34;155.83;;;;;;TES;GSA - E;;BERÇO ARM 38;7;16:35;7;17:40;7;22:21;14;4:45;14.0;5:30;14.0;6:10;85000;1.0
ComDragagem2035;4825;23.0;225.0;0.0;0;0;0;3;23:57;14.08;79.08;0.0;93.17;0.0;0.0;0.0;2.02;62.19;64.25;;;;;;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 3;7;21:10;7;23:45;8;1:01;10;15:15;10.0;16:00;10.0;18:00;70000;1.0
ComDragagem2035;4826;23.0;165.0;9.75;0;0;0;3;22:24;1.58;0.0;1.67;3.25;5.42;17.92;23.33;0.75;41.58;65.67;;;;;;VOPAK;GL;;BERÇO AL 04;4;1:40;4;3:15;4;3:15;5;20:50;6.0;20:55;6.0;22:45;18000;2.0
ComDragagem2035;4827;36.0;225.0;0.0;0;0;0;4;1:02;0.0;0.0;0.33;0.33;2.0;0.25;2.25;3.2;99.0;104.5;;;;;;ARAUCO;CGNC;;BERÇO ARAUCO 3;4;1:25;4;3:35;4;6:02;8;9:05;8.0;12:05;8.0;14:05;55000;1.0
ComDragagem2035;4828;23.0;155.0;0.0;0;0;0;4;6:05;0.0;14.5;0.0;14.5;1.5;1.0;2.5;4.45;42.57;49.58;;;;;;STS;GL;;BERÇO AL 01;4;20:35;4;22:30;5;2:12;6;20:50;7.0;0:05;7.0;1:35;18000;1.0
ComDragagem2035;4829;23.0;295.0;10.75;0;0;0;4;3:06;0.0;0.0;5.42;5.42;1.17;2.0;3.17;3.15;21.3;27.67;;;;;;TECON10;CGC;;BERÇO TECON10 3;4;8:35;4;10:20;4;12:44;5;10:05;5.0;14:00;5.0;15:40;4000;3.0
ComDragagem2035;4830;23.0;185.0;0.0;0;0;0;4;2:05;0.0;0.0;0.17;0.17;1.33;1.17;2.5;1.04;64.43;68.0;;;;;;AGEO_TERMINAIS;GL;;BERÇO Ageo I;4;2:15;4;4:00;4;4:17;6;20:45;7.0;0:00;7.0;1:20;35000;1.0
ComDragagem2035;4831;23.0;215.0;8.25;0;0;0;4;0:01;0.0;15.33;0.0;15.33;0.0;0.0;0.0;5.64;13.85;19.5;;;;;;BTP;CGC;;BERÇO BTP 1;4;15:25;4;17:15;4;22:08;5;12:00;5.0;12:45;5.0;14:30;1000;3.0
ComDragagem2035;4832;23.0;215.0;8.75;0;0;0;4;2:06;1.83;20.0;0.0;21.83;2.58;1.17;3.75;7.42;13.85;25.08;;;;;;BTP;CGC;;BERÇO BTP 3;5;0:00;5;1:50;5;8:30;5;22:25;6.0;2:55;6.0;4:40;1000;3.0
ComDragagem2035;4833;23.0;165.0;9.75;0;0;0;4;0:02;0.0;0.0;2.42;2.42;0.0;0.17;0.17;8.88;135.86;144.92;;;;;;BUNGE;GSA - I;;BERÇO ARM 30;4;2:30;4;3:25;4;11:32;10;3:25;10.0;4:20;10.0;5:30;35000;2.0
