Day;MARKET_CATEGORY;arrivals;attended;saldo_dia;queue;SCENARIO_ID
27;CGNC;3,0;2,0;1,0;7,0;ComDragagem2035
28;CGNC;2,0;2,0;0,0;7,0;ComDragagem2035
29;CGNC;1,0;3,0;-2,0;5,0;ComDragagem2035
30;CGNC;3,0;3,0;0,0;5,0;ComDragagem2035
31;CGNC;1,0;0,0;1,0;6,0;ComDragagem2035
32;CGNC;1,0;2,0;-1,0;5,0;ComDragagem2035
33;CGNC;1,0;0,0;1,0;6,0;ComDragagem2035
34;CGNC;4,0;5,0;-1,0;5,0;ComDragagem2035
35;CGNC;2,0;2,0;0,0;5,0;ComDragagem2035
36;CGNC;2,0;1,0;1,0;6,0;ComDragagem2035
37;CGNC;2,0;1,0;1,0;7,0;ComDragagem2035
38;CGNC;1,0;1,0;0,0;7,0;ComDragagem2035
39;CGNC;2,0;2,0;0,0;7,0;ComDragagem2035
40;CGNC;1,0;1,0;0,0;7,0;ComDragagem2035
41;CGNC;0,0;1,0;-1,0;6,0;ComDragagem2035
42;CGNC;2,0;2,0;0,0;6,0;ComDragagem2035
43;CGNC;0,0;1,0;-1,0;5,0;ComDragagem2035
44;CGNC;0,0;0,0;0,0;5,0;ComDragagem2035
45;CGNC;1,0;1,0;0,0;5,0;ComDragagem2035
46;CGNC;1,0;1,0;0,0;5,0;ComDragagem2035
47;CGNC;0,0;0,0;0,0;5,0;ComDragagem2035
48;CGNC;0,0;0,0;0,0;5,0;ComDragagem2035
49;CGNC;4,0;1,0;3,0;8,0;ComDragagem2035
50;CGNC;1,0;2,0;-1,0;7,0;ComDragagem2035
51;CGNC;4,0;2,0;2,0;9,0;ComDragagem2035
52;CGNC;0,0;1,0;-1,0;8,0;ComDragagem2035
53;CGNC;1,0;2,0;-1,0;7,0;ComDragagem2035
54;CGNC;0,0;1,0;-1,0;6,0;ComDragagem2035
55;CGNC;3,0;2,0;1,0;7,0;ComDragagem2035
56;CGNC;2,0;1,0;1,0;8,0;ComDragagem2035
57;CGNC;1,0;1,0;0,0;8,0;ComDragagem2035
58;CGNC;2,0;1,0;1,0;9,0;ComDragagem2035
59;CGNC;1,0;0,0;1,0;10,0;ComDragagem2035
60;CGNC;1,0;2,0;-1,0;9,0;ComDragagem2035
61;CGNC;1,0;1,0;0,0;9,0;ComDragagem2035
62;CGNC;0,0;0,0;0,0;9,0;ComDragagem2035
63;CGNC;0,0;1,0;-1,0;8,0;ComDragagem2035
64;CGNC;1,0;2,0;-1,0;7,0;ComDragagem2035
65;CGNC;3,0;0,0;3,0;10,0;ComDragagem2035
66;CGNC;2,0;5,0;-3,0;7,0;ComDragagem2035
67;CGNC;3,0;2,0;1,0;8,0;ComDragagem2035
68;CGNC;0,0;1,0;-1,0;7,0;ComDragagem2035
69;CGNC;1,0;1,0;0,0;7,0;ComDragagem2035
70;CGNC;1,0;0,0;1,0;8,0;ComDragagem2035
71;CGNC;0,0;0,0;0,0;8,0;ComDragagem2035
72;CGNC;0,0;1,0;-1,0;7,0;ComDragagem2035
73;CGNC;2,0;2,0;0,0;7,0;ComDragagem2035
74;CGNC;3,0;1,0;2,0;9,0;ComDragagem2035
75;CGNC;4,0;4,0;0,0;9,0;ComDragagem2035
76;CGNC;0,0;0,0;0,0;9,0;ComDragagem2035
77;CGNC;2,0;2,0;0,0;9,0;ComDragagem2035
78;CGNC;1,0;1,0;0,0;9,0;ComDragagem2035
79;CGNC;0,0;1,0;-1,0;8,0;ComDragagem2035
80;CGNC;2,0;1,0;1,0;9,0;ComDragagem2035
81;CGNC;1,0;2,0;-1,0;8,0;ComDragagem2035
82;CGNC;2,0;2,0;0,0;8,0;ComDragagem2035
83;CGNC;0,0;0,0;0,0;8,0;ComDragagem2035
84;CGNC;0,0;0,0;0,0;8,0;ComDragagem2035
85;CGNC;0,0;0,0;0,0;8,0;ComDragagem2035
86;CGNC;1,0;1,0;0,0;8,0;ComDragagem2035
87;CGNC;1,0;1,0;0,0;8,0;ComDragagem2035
88;CGNC;3,0;3,0;0,0;8,0;ComDragagem2035
89;CGNC;5,0;3,0;2,0;10,0;ComDragagem2035
90;CGNC;0,0;0,0;0,0;10,0;ComDragagem2035
91;CGNC;2,0;0,0;2,0;12,0;ComDragagem2035
92;CGNC;0,0;0,0;0,0;12,0;ComDragagem2035
1;GL;5,0;5,0;0,0;0,0;ComDragagem2035
2;GL;1,0;0,0;1,0;1,0;ComDragagem2035
3;GL;3,0;1,0;2,0;3,0;ComDragagem2035
4;GL;5,0;8,0;-3,0;0,0;ComDragagem2035
5;GL;3,0;3,0;0,0;0,0;ComDragagem2035
6;GL;3,0;1,0;2,0;2,0;ComDragagem2035
7;GL;2,0;2,0;0,0;2,0;ComDragagem2035
8;GL;7,0;6,0;1,0;3,0;ComDragagem2035
9;GL;2,0;2,0;0,0;3,0;ComDragagem2035
10;GL;2,0;2,0;0,0;3,0;ComDragagem2035
11;GL;5,0;5,0;0,0;3,0;ComDragagem2035
12;GL;2,0;1,0;1,0;4,0;ComDragagem2035
13;GL;4,0;3,0;1,0;5,0;ComDragagem2035
14;GL;5,0;6,0;-1,0;4,0;ComDragagem2035
15;GL;6,0;2,0;4,0;8,0;ComDragagem2035
16;GL;2,0;4,0;-2,0;6,0;ComDragagem2035
17;GL;2,0;5,0;-3,0;3,0;ComDragagem2035
18;GL;3,0;1,0;2,0;5,0;ComDragagem2035
19;GL;3,0;4,0;-1,0;4,0;ComDragagem2035
20;GL;2,0;2,0;0,0;4,0;ComDragagem2035
21;GL;4,0;4,0;0,0;4,0;ComDragagem2035
22;GL;3,0;3,0;0,0;4,0;ComDragagem2035
23;GL;4,0;1,0;3,0;7,0;ComDragagem2035
24;GL;2,0;2,0;0,0;7,0;ComDragagem2035
25;GL;7,0;7,0;0,0;7,0;ComDragagem2035
26;GL;1,0;1,0;0,0;7,0;ComDragagem2035
27;GL;5,0;4,0;1,0;8,0;ComDragagem2035
28;GL;5,0;4,0;1,0;9,0;ComDragagem2035
29;GL;6,0;1,0;5,0;14,0;ComDragagem2035
30;GL;3,0;3,0;0,0;14,0;ComDragagem2035
31;GL;2,0;2,0;0,0;14,0;ComDragagem2035
32;GL;4,0;5,0;-1,0;13,0;ComDragagem2035
33;GL;4,0;4,0;0,0;13,0;ComDragagem2035
34;GL;3,0;4,0;-1,0;12,0;ComDragagem2035
35;GL;1,0;1,0;0,0;12,0;ComDragagem2035
36;GL;2,0;2,0;0,0;12,0;ComDragagem2035
37;GL;2,0;4,0;-2,0;10,0;ComDragagem2035
38;GL;1,0;2,0;-1,0;9,0;ComDragagem2035
39;GL;4,0;3,0;1,0;10,0;ComDragagem2035
40;GL;2,0;1,0;1,0;11,0;ComDragagem2035
41;GL;2,0;4,0;-2,0;9,0;ComDragagem2035
42;GL;1,0;1,0;0,0;9,0;ComDragagem2035
43;GL;3,0;2,0;1,0;10,0;ComDragagem2035
44;GL;2,0;2,0;0,0;10,0;ComDragagem2035
45;GL;3,0;0,0;3,0;13,0;ComDragagem2035
46;GL;3,0;4,0;-1,0;12,0;ComDragagem2035
47;GL;2,0;2,0;0,0;12,0;ComDragagem2035
48;GL;3,0;0,0;3,0;15,0;ComDragagem2035
49;GL;2,0;1,0;1,0;16,0;ComDragagem2035
50;GL;4,0;4,0;0,0;16,0;ComDragagem2035
51;GL;3,0;1,0;2,0;18,0;ComDragagem2035
52;GL;2,0;3,0;-1,0;17,0;ComDragagem2035
53;GL;3,0;3,0;0,0;17,0;ComDragagem2035
54;GL;3,0;4,0;-1,0;16,0;ComDragagem2035
55;GL;3,0;2,0;1,0;17,0;ComDragagem2035
56;GL;3,0;3,0;0,0;17,0;ComDragagem2035
57;GL;7,0;3,0;4,0;21,0;ComDragagem2035
58;GL;4,0;5,0;-1,0;20,0;ComDragagem2035
59;GL;3,0;1,0;2,0;22,0;ComDragagem2035
60;GL;2,0;2,0;0,0;22,0;ComDragagem2035
61;GL;3,0;2,0;1,0;23,0;ComDragagem2035
62;GL;1,0;2,0;-1,0;22,0;ComDragagem2035
63;GL;4,0;2,0;2,0;24,0;ComDragagem2035
64;GL;1,0;4,0;-3,0;21,0;ComDragagem2035
65;GL;3,0;5,0;-2,0;19,0;ComDragagem2035
66;GL;1,0;1,0;0,0;19,0;ComDragagem2035
67;GL;4,0;3,0;1,0;20,0;ComDragagem2035
68;GL;2,0;5,0;-3,0;17,0;ComDragagem2035
69;GL;3,0;1,0;2,0;19,0;ComDragagem2035
70;GL;3,0;1,0;2,0;21,0;ComDragagem2035
71;GL;2,0;4,0;-2,0;19,0;ComDragagem2035
72;GL;4,0;2,0;2,0;21,0;ComDragagem2035
73;GL;4,0;3,0;1,0;22,0;ComDragagem2035
74;GL;4,0;5,0;-1,0;21,0;ComDragagem2035
75;GL;0,0;2,0;-2,0;19,0;ComDragagem2035
76;GL;2,0;2,0;0,0;19,0;ComDragagem2035
77;GL;2,0;4,0;-2,0;17,0;ComDragagem2035
78;GL;2,0;1,0;1,0;18,0;ComDragagem2035
79;GL;3,0;4,0;-1,0;17,0;ComDragagem2035
80;GL;2,0;1,0;1,0;18,0;ComDragagem2035
81;GL;6,0;5,0;1,0;19,0;ComDragagem2035
82;GL;2,0;3,0;-1,0;18,0;ComDragagem2035
83;GL;2,0;2,0;0,0;18,0;ComDragagem2035
84;GL;2,0;3,0;-1,0;17,0;ComDragagem2035
85;GL;1,0;1,0;0,0;17,0;ComDragagem2035
86;GL;6,0;4,0;2,0;19,0;ComDragagem2035
87;GL;3,0;4,0;-1,0;18,0;ComDragagem2035
88;GL;4,0;4,0;0,0;18,0;ComDragagem2035
89;GL;3,0;4,0;-1,0;17,0;ComDragagem2035
90;GL;3,0;1,0;2,0;19,0;ComDragagem2035
91;GL;4,0;0,0;4,0;23,0;ComDragagem2035
92;GL;2,0;0,0;2,0;25,0;ComDragagem2035
1;GSA - E;8,0;7,0;1,0;1,0;ComDragagem2035
2;GSA - E;9,0;3,0;6,0;7,0;ComDragagem2035
3;GSA - E;4,0;3,0;1,0;8,0;ComDragagem2035
4;GSA - E;12,0;4,0;8,0;16,0;ComDragagem2035
5;GSA - E;13,0;4,0;9,0;25,0;ComDragagem2035
6;GSA - E;12,0;7,0;5,0;30,0;ComDragagem2035
7;GSA - E;12,0;4,0;8,0;38,0;ComDragagem2035
8;GSA - E;9,0;7,0;2,0;40,0;ComDragagem2035
9;GSA - E;10,0;1,0;9,0;49,0;ComDragagem2035
10;GSA - E;6,0;10,0;-4,0;45,0;ComDragagem2035
11;GSA - E;12,0;2,0;10,0;55,0;ComDragagem2035
12;GSA - E;14,0;3,0;11,0;66,0;ComDragagem2035
13;GSA - E;11,0;7,0;4,0;70,0;ComDragagem2035
14;GSA - E;8,0;4,0;4,0;74,0;ComDragagem2035
15;GSA - E;7,0;5,0;2,0;76,0;ComDragagem2035
16;GSA - E;12,0;4,0;8,0;84,0;ComDragagem2035
17;GSA - E;6,0;3,0;3,0;87,0;ComDragagem2035
18;GSA - E;11,0;5,0;6,0;93,0;ComDragagem2035
19;GSA - E;13,0;5,0;8,0;101,0;ComDragagem2035
20;GSA - E;10,0;7,0;3,0;104,0;ComDragagem2035
21;GSA - E;9,0;2,0;7,0;111,0;ComDragagem2035
22;GSA - E;10,0;4,0;6,0;117,0;ComDragagem2035
23;GSA - E;10,0;6,0;4,0;121,0;ComDragagem2035
24;GSA - E;5,0;5,0;0,0;121,0;ComDragagem2035
25;GSA - E;12,0;2,0;10,0;131,0;ComDragagem2035
26;GSA - E;15,0;5,0;10,0;141,0;ComDragagem2035
27;GSA - E;11,0;7,0;4,0;145,0;ComDragagem2035
28;GSA - E;8,0;4,0;4,0;149,0;ComDragagem2035
29;GSA - E;10,0;5,0;5,0;154,0;ComDragagem2035
30;GSA - E;11,0;7,0;4,0;158,0;ComDragagem2035
31;GSA - E;6,0;4,0;2,0;160,0;ComDragagem2035
32;GSA - E;5,0;5,0;0,0;160,0;ComDragagem2035
33;GSA - E;3,0;6,0;-3,0;157,0;ComDragagem2035
34;GSA - E;5,0;2,0;3,0;160,0;ComDragagem2035
35;GSA - E;6,0;4,0;2,0;162,0;ComDragagem2035
36;GSA - E;8,0;6,0;2,0;164,0;ComDragagem2035
37;GSA - E;6,0;3,0;3,0;167,0;ComDragagem2035
38;GSA - E;8,0;6,0;2,0;169,0;ComDragagem2035
39;GSA - E;5,0;3,0;2,0;171,0;ComDragagem2035
40;GSA - E;6,0;7,0;-1,0;170,0;ComDragagem2035
41;GSA - E;5,0;5,0;0,0;170,0;ComDragagem2035
42;GSA - E;7,0;6,0;1,0;171,0;ComDragagem2035
43;GSA - E;5,0;3,0;2,0;173,0;ComDragagem2035
44;GSA - E;5,0;5,0;0,0;173,0;ComDragagem2035
45;GSA - E;4,0;4,0;0,0;173,0;ComDragagem2035
46;GSA - E;6,0;4,0;2,0;175,0;ComDragagem2035
47;GSA - E;6,0;3,0;3,0;178,0;ComDragagem2035
48;GSA - E;4,0;0,0;4,0;182,0;ComDragagem2035
49;GSA - E;3,0;10,0;-7,0;175,0;ComDragagem2035
50;GSA - E;8,0;3,0;5,0;180,0;ComDragagem2035
51;GSA - E;6,0;2,0;4,0;184,0;ComDragagem2035
52;GSA - E;5,0;4,0;1,0;185,0;ComDragagem2035
53;GSA - E;8,0;7,0;1,0;186,0;ComDragagem2035
54;GSA - E;6,0;7,0;-1,0;185,0;ComDragagem2035
55;GSA - E;5,0;2,0;3,0;188,0;ComDragagem2035
56;GSA - E;4,0;8,0;-4,0;184,0;ComDragagem2035
57;GSA - E;6,0;2,0;4,0;188,0;ComDragagem2035
58;GSA - E;7,0;7,0;0,0;188,0;ComDragagem2035
59;GSA - E;8,0;6,0;2,0;190,0;ComDragagem2035
60;GSA - E;7,0;4,0;3,0;193,0;ComDragagem2035
61;GSA - E;5,0;6,0;-1,0;192,0;ComDragagem2035
62;GSA - E;5,0;5,0;0,0;192,0;ComDragagem2035
63;GSA - E;4,0;5,0;-1,0;191,0;ComDragagem2035
64;GSA - E;9,0;3,0;6,0;197,0;ComDragagem2035
65;GSA - E;6,0;4,0;2,0;199,0;ComDragagem2035
66;GSA - E;4,0;9,0;-5,0;194,0;ComDragagem2035
67;GSA - E;5,0;3,0;2,0;196,0;ComDragagem2035
68;GSA - E;9,0;3,0;6,0;202,0;ComDragagem2035
69;GSA - E;2,0;6,0;-4,0;198,0;ComDragagem2035
70;GSA - E;5,0;4,0;1,0;199,0;ComDragagem2035
71;GSA - E;7,0;6,0;1,0;200,0;ComDragagem2035
72;GSA - E;6,0;4,0;2,0;202,0;ComDragagem2035
73;GSA - E;6,0;6,0;0,0;202,0;ComDragagem2035
74;GSA - E;5,0;3,0;2,0;204,0;ComDragagem2035
75;GSA - E;10,0;5,0;5,0;209,0;ComDragagem2035
76;GSA - E;5,0;4,0;1,0;210,0;ComDragagem2035
77;GSA - E;4,0;7,0;-3,0;207,0;ComDragagem2035
78;GSA - E;8,0;4,0;4,0;211,0;ComDragagem2035
79;GSA - E;4,0;4,0;0,0;211,0;ComDragagem2035
80;GSA - E;6,0;2,0;4,0;215,0;ComDragagem2035
81;GSA - E;6,0;6,0;0,0;215,0;ComDragagem2035
82;GSA - E;11,0;4,0;7,0;222,0;ComDragagem2035
83;GSA - E;3,0;4,0;-1,0;221,0;ComDragagem2035
84;GSA - E;5,0;4,0;1,0;222,0;ComDragagem2035
85;GSA - E;10,0;6,0;4,0;226,0;ComDragagem2035
86;GSA - E;1,0;3,0;-2,0;224,0;ComDragagem2035
87;GSA - E;6,0;7,0;-1,0;223,0;ComDragagem2035
88;GSA - E;9,0;5,0;4,0;227,0;ComDragagem2035
89;GSA - E;9,0;4,0;5,0;232,0;ComDragagem2035
90;GSA - E;4,0;2,0;2,0;234,0;ComDragagem2035
91;GSA - E;5,0;0,0;5,0;239,0;ComDragagem2035
92;GSA - E;9,0;0,0;9,0;248,0;ComDragagem2035
1;GSA - I;0,0;0,0;0,0;0,0;ComDragagem2035
2;GSA - I;0,0;0,0;0,0;0,0;ComDragagem2035
3;GSA - I;0,0;0,0;0,0;0,0;ComDragagem2035
4;GSA - I;2,0;1,0;1,0;1,0;ComDragagem2035
5;GSA - I;0,0;0,0;0,0;1,0;ComDragagem2035
6;GSA - I;0,0;0,0;0,0;1,0;ComDragagem2035
7;GSA - I;1,0;0,0;1,0;2,0;ComDragagem2035
8;GSA - I;0,0;0,0;0,0;2,0;ComDragagem2035
9;GSA - I;0,0;0,0;0,0;2,0;ComDragagem2035
10;GSA - I;0,0;1,0;-1,0;1,0;ComDragagem2035
11;GSA - I;2,0;1,0;1,0;2,0;ComDragagem2035
12;GSA - I;0,0;0,0;0,0;2,0;ComDragagem2035
13;GSA - I;0,0;0,0;0,0;2,0;ComDragagem2035
14;GSA - I;0,0;0,0;0,0;2,0;ComDragagem2035
15;GSA - I;1,0;0,0;1,0;3,0;ComDragagem2035
16;GSA - I;0,0;1,0;-1,0;2,0;ComDragagem2035
17;GSA - I;0,0;0,0;0,0;2,0;ComDragagem2035
18;GSA - I;0,0;0,0;0,0;2,0;ComDragagem2035
19;GSA - I;0,0;0,0;0,0;2,0;ComDragagem2035
20;GSA - I;0,0;0,0;0,0;2,0;ComDragagem2035
21;GSA - I;1,0;0,0;1,0;3,0;ComDragagem2035
22;GSA - I;1,0;1,0;0,0;3,0;ComDragagem2035
23;GSA - I;0,0;0,0;0,0;3,0;ComDragagem2035
24;GSA - I;1,0;1,0;0,0;3,0;ComDragagem2035
25;GSA - I;0,0;0,0;0,0;3,0;ComDragagem2035
26;GSA - I;1,0;0,0;1,0;4,0;ComDragagem2035
27;GSA - I;0,0;0,0;0,0;4,0;ComDragagem2035
28;GSA - I;1,0;1,0;0,0;4,0;ComDragagem2035
29;GSA - I;0,0;0,0;0,0;4,0;ComDragagem2035
30;GSA - I;1,0;0,0;1,0;5,0;ComDragagem2035
31;GSA - I;1,0;0,0;1,0;6,0;ComDragagem2035
32;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
33;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
34;GSA - I;0,0;1,0;-1,0;5,0;ComDragagem2035
35;GSA - I;1,0;0,0;1,0;6,0;ComDragagem2035
36;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
37;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
38;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
39;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
40;GSA - I;0,0;1,0;-1,0;5,0;ComDragagem2035
41;GSA - I;0,0;0,0;0,0;5,0;ComDragagem2035
42;GSA - I;2,0;0,0;2,0;7,0;ComDragagem2035
43;GSA - I;0,0;0,0;0,0;7,0;ComDragagem2035
44;GSA - I;0,0;0,0;0,0;7,0;ComDragagem2035
45;GSA - I;0,0;0,0;0,0;7,0;ComDragagem2035
46;GSA - I;0,0;1,0;-1,0;6,0;ComDragagem2035
47;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
48;GSA - I;1,0;0,0;1,0;7,0;ComDragagem2035
49;GSA - I;0,0;0,0;0,0;7,0;ComDragagem2035
50;GSA - I;0,0;0,0;0,0;7,0;ComDragagem2035
51;GSA - I;0,0;0,0;0,0;7,0;ComDragagem2035
52;GSA - I;0,0;1,0;-1,0;6,0;ComDragagem2035
53;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
54;GSA - I;1,0;0,0;1,0;7,0;ComDragagem2035
55;GSA - I;0,0;0,0;0,0;7,0;ComDragagem2035
56;GSA - I;0,0;0,0;0,0;7,0;ComDragagem2035
57;GSA - I;0,0;0,0;0,0;7,0;ComDragagem2035
58;GSA - I;0,0;1,0;-1,0;6,0;ComDragagem2035
59;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
60;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
61;GSA - I;1,0;0,0;1,0;7,0;ComDragagem2035
62;GSA - I;0,0;0,0;0,0;7,0;ComDragagem2035
63;GSA - I;0,0;0,0;0,0;7,0;ComDragagem2035
64;GSA - I;0,0;1,0;-1,0;6,0;ComDragagem2035
65;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
66;GSA - I;0,0;0,0;0,0;6,0;ComDragagem2035
67;GSA - I;1,0;0,0;1,0;7,0;ComDragagem2035
