VESSEL_BEAM;VESSEL_LOA;VESSEL_DRAFT;VESSEL_EXIT_DRAFT;DIRECTION;ARRIVAL_HOUR;ARRIVAL_MINUTE;ARRIVAL_WEEKDAY;ARRIVAL_WEEKDAY_NUM;ARRIVAL_DAY;DANGEROUS_FLAG;PASSENGER_FLAG;RORO_FLAG;TONNAGE;SERVICE_DURATION;WAIT_FOR_SERVICE;WAIT_FOR_UNDOCK;ARRIVAL_MONTH;ARRIVAL_MONTH_NUM;TERMINAL;TERMINAL_ID;VESSEL_SIZE_CATEGORY;VESSEL_MARKET_CATEGORY;ARRIVAL_ID;DEMAND_SCENARIO
23.0;215.0;9.25;9.25;3.0;9;26;THU;3;2;False;False;False;1000;13.85;3.38;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;15;D203517_newpanamax
49.0;366.0;15.0;15.0;3.0;8;24;THU;3;2;False;False;False;12500;30.72;2.97;0.75;JAN;1;BTP;13;NEWPANAMAX;CGC;16;D203517_newpanamax
23.0;295.0;12.75;12.75;3.0;10;30;THU;3;2;False;False;False;4000;20.66;1.51;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;17;D203517_newpanamax
23.0;185.0;10.25;10.25;3.0;12;34;THU;3;2;False;False;False;1000;13.38;1.71;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;18;D203517_newpanamax
23.0;255.0;11.25;11.25;3.0;12;34;THU;3;2;False;False;False;3000;17.86;2.29;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;19;D203517_newpanamax
23.0;295.0;12.75;12.75;3.0;12;34;THU;3;2;False;False;False;4000;21.93;2.15;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;20;D203517_newpanamax
23.0;185.0;10.25;10.25;3.0;13;36;THU;3;2;False;False;False;1000;16.8;3.45;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;21;D203517_newpanamax
23.0;215.0;9.75;9.75;3.0;13;36;THU;3;2;False;False;False;1000;16.8;1.46;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;22;D203517_newpanamax
49.0;366.0;15.0;15.0;3.0;13;36;THU;3;2;False;False;False;12500;38.88;1.45;0.75;JAN;1;SANTOSBR;31;NEWPANAMAX;CGC;23;D203517_newpanamax
23.0;265.0;11.25;11.25;3.0;12;32;THU;3;2;False;False;False;3000;15.61;3.19;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;24;D203517_newpanamax
23.0;255.0;11.25;11.25;3.0;11;31;THU;3;2;False;False;False;3000;15.61;4.7;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;25;D203517_newpanamax
43.0;339.0;14.0;14.0;3.0;13;36;THU;3;2;False;False;False;6000;25.92;1.12;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;26;D203517_newpanamax
23.0;225.0;0.0;13.25;1.0;12;33;THU;3;2;False;False;False;70000;61.75;2.13;0.75;JAN;1;TGRAO;39;PANAMAX;GSA - E;27;D203517_newpanamax
23.0;175.0;9.75;0.0;2.0;12;33;THU;3;2;False;False;False;35000;72.19;2.54;0.75;JAN;1;TIPLAM - GSM - I;42;HANDYSIZE;GSM - I;28;D203517_newpanamax
23.0;185.0;0.0;9.75;1.0;14;35;THU;3;2;False;False;False;35000;29.94;3.76;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;29;D203517_newpanamax
44.0;323.0;8.6;8.6;3.0;7;0;0;3;2;False;True;False;0;10.67;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;30;D203517_newpanamax
17.0;75.2;4.5;5.0;1.0;10;30;0;3;2;False;False;False;0;6.33;0.17;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;31;D203517_newpanamax
23.0;205.0;10.25;10.25;3.0;15;40;FRI;4;3;False;False;False;1000;16.8;2.93;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;32;D203517_newpanamax
23.0;185.0;10.25;10.25;3.0;14;37;FRI;4;3;False;False;False;1000;16.8;2.94;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;33;D203517_newpanamax
23.0;255.0;11.75;11.75;3.0;14;37;FRI;4;3;False;False;False;3000;15.61;0.91;0.75;JAN;1;TECON10;3;PANAMAX;CGC;34;D203517_newpanamax
23.0;295.0;12.75;12.75;3.0;16;43;FRI;4;3;False;False;False;4000;21.3;2.09;0.75;JAN;1;TECON10;3;POST-PANAMAXI;CGC;35;D203517_newpanamax
23.0;135.0;7.75;7.75;3.0;14;40;FRI;4;3;False;False;False;500;20.71;2.61;0.75;JAN;1;BTP;13;FEEDER/EARLY;CGC;36;D203517_newpanamax
23.0;185.0;9.75;9.75;3.0;14;40;FRI;4;3;False;False;False;1000;13.85;3.93;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;37;D203517_newpanamax
23.0;275.0;12.75;12.75;3.0;12;35;FRI;4;3;False;False;False;3000;14.7;1.75;0.75;JAN;1;BTP;13;PANAMAX;CGC;38;D203517_newpanamax
23.0;225.0;0.0;13.25;1.0;18;51;FRI;4;3;False;False;False;70000;54.03;4.33;0.75;JAN;1;CUTRALE - GSA - E;19;PANAMAX;GSA - E;39;D203517_newpanamax
23.0;205.0;10.75;10.75;3.0;16;45;FRI;4;3;False;False;False;1000;13.38;2.22;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;40;D203517_newpanamax
23.0;215.0;10.25;10.25;3.0;15;41;FRI;4;3;False;False;False;1000;13.38;0.85;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;41;D203517_newpanamax
23.0;255.0;11.75;11.75;3.0;15;41;FRI;4;3;False;False;False;3000;17.86;3.6;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;42;D203517_newpanamax
36.0;225.0;0.0;13.0;1.0;17;48;FRI;4;3;False;False;False;55000;64.0;3.89;0.75;JAN;1;DPW - CGNC;22;NAVIOCARGAGERAL;CGNC;43;D203517_newpanamax
23.0;205.0;10.25;10.25;3.0;15;40;FRI;4;3;False;False;False;1000;16.8;4.45;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;44;D203517_newpanamax
23.0;265.0;11.75;11.75;3.0;15;40;FRI;4;3;False;False;False;3000;15.61;1.7;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;45;D203517_newpanamax
23.0;195.0;9.25;9.25;3.0;13;39;FRI;4;3;False;False;True;1500;20.97;21.59;0.75;JAN;1;TEV;37;CARGARO-RO;RORO;46;D203517_newpanamax
23.0;185.0;0.0;9.75;1.0;16;44;FRI;4;3;False;False;False;35000;29.94;1.46;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;47;D203517_newpanamax
23.0;185.0;10.75;0.0;2.0;16;43;FRI;4;3;False;False;False;35000;57.11;13.84;0.75;JAN;1;ULTRACARGO;45;MRMEDIUMRANGE;GL;48;D203517_newpanamax
38.0;333.33;8.6;8.6;3.0;6;25;0;4;3;False;True;False;0;11.33;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;49;D203517_newpanamax
23.0;135.0;7.25;7.25;3.0;17;47;SAT;5;4;False;False;False;500;7.08;2.46;0.75;JAN;1;TECON10;3;FEEDER/EARLY;CGC;50;D203517_newpanamax
23.0;215.0;10.75;10.75;3.0;17;47;SAT;5;4;False;False;False;1000;16.8;0.89;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;51;D203517_newpanamax
49.0;366.0;15.0;15.0;3.0;17;47;SAT;5;4;False;False;False;12500;38.88;3.34;0.75;JAN;1;TECON10;3;NEWPANAMAX;CGC;52;D203517_newpanamax
49.0;366.0;15.0;15.0;3.0;19;52;SAT;5;4;False;False;False;12500;38.88;2.65;0.75;JAN;1;TECON10;3;NEWPANAMAX;CGC;53;D203517_newpanamax
23.0;265.0;12.75;12.75;3.0;19;52;SAT;5;4;False;False;False;3000;15.61;2.88;0.75;JAN;1;TECON10;3;PANAMAX;CGC;54;D203517_newpanamax
23.0;305.0;13.25;13.25;3.0;19;52;SAT;5;4;False;False;False;4000;21.3;1.67;0.75;JAN;1;TECON10;3;POST-PANAMAXI;CGC;55;D203517_newpanamax
43.0;339.0;14.0;14.0;3.0;17;47;SAT;5;4;False;False;False;6000;25.92;2.88;0.75;JAN;1;TECON10;3;POST-PANAMAXII;CGC;56;D203517_newpanamax
23.0;155.0;10.25;0.0;2.0;19;52;SAT;5;4;False;False;False;18000;45.88;0.4;0.75;JAN;1;AGEO_TERMINAIS;11;GPGENERALPURPOSE;GL;57;D203517_newpanamax
23.0;185.0;11.25;0.0;2.0;19;52;SAT;5;4;False;False;False;35000;64.43;0.29;0.75;JAN;1;AGEO_TERMINAIS;11;MRMEDIUMRANGE;GL;58;D203517_newpanamax
23.0;185.0;10.25;10.25;3.0;17;49;SAT;5;4;False;False;False;1000;13.85;1.17;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;59;D203517_newpanamax
23.0;215.0;10.75;10.75;3.0;17;48;SAT;5;4;False;False;False;1000;13.38;1.01;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;60;D203517_newpanamax
23.0;195.0;11.25;11.25;3.0;18;51;SAT;5;4;False;False;False;1000;13.38;2.17;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;61;D203517_newpanamax
23.0;275.0;12.25;12.25;3.0;18;51;SAT;5;4;False;False;False;3000;17.86;2.71;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;62;D203517_newpanamax
36.0;225.0;0.0;13.0;1.0;20;54;SAT;5;4;False;False;False;55000;50.0;4.11;0.75;JAN;1;SUZANO;25;NAVIOCARGAGERAL;CGNC;63;D203517_newpanamax
23.0;255.0;12.75;12.75;3.0;19;51;SAT;5;4;False;False;False;3000;15.61;4.54;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;64;D203517_newpanamax
23.0;175.0;10.75;0.0;2.0;15;43;SAT;5;4;False;False;False;35000;50.86;10.59;0.75;JAN;1;TERMAG;35;HANDYSIZE;GSM - I;65;D203517_newpanamax
23.0;225.0;0.0;13.75;1.0;16;49;SAT;5;4;False;False;False;70000;39.92;2.21;0.75;JAN;1;TGG;38;PANAMAX;GSA - E;66;D203517_newpanamax
23.0;175.0;10.25;0.0;2.0;17;50;SAT;5;4;False;False;False;35000;72.19;2.87;0.75;JAN;1;TIPLAM - GSM - I;42;HANDYSIZE;GSM - I;67;D203517_newpanamax
23.0;185.0;0.0;10.25;1.0;17;46;SAT;5;4;False;False;False;35000;29.94;0.84;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;68;D203517_newpanamax
23.0;185.0;0.0;10.75;1.0;20;55;SAT;5;4;False;False;False;35000;29.94;2.65;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;69;D203517_newpanamax
52.0;331.43;8.7;8.6;3.0;5;0;0;5;4;False;True;False;0;11.75;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;70;D203517_newpanamax
50.0;305.0;8.5;8.5;3.0;6;0;0;5;4;False;True;False;0;10.92;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;71;D203517_newpanamax
36.0;225.0;0.0;13.0;1.0;19;59;SUN;6;5;False;False;False;55000;99.0;3.83;0.75;JAN;1;ARAUCO;1;NAVIOCARGAGERAL;CGNC;72;D203517_newpanamax
23.0;205.0;11.75;11.75;3.0;22;58;SUN;6;5;False;False;False;1000;16.8;1.48;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;73;D203517_newpanamax
23.0;275.0;14.25;14.25;3.0;23;1;SUN;6;5;False;False;False;3000;15.61;1.91;0.75;JAN;1;TECON10;3;PANAMAX;CGC;74;D203517_newpanamax
23.0;195.0;12.75;0.0;2.0;19;56;SUN;6;5;False;False;False;45000;89.37;1.89;0.75;JAN;1;RUMO - GSM - I;5;HANDYMAX;GSM - I;75;D203517_newpanamax
23.0;175.0;10.75;0.0;2.0;19;56;SUN;6;5;False;False;False;35000;50.86;2.56;0.75;JAN;1;RUMO - GSM - I;5;HANDYSIZE;GSM - I;76;D203517_newpanamax
23.0;225.0;0.0;13.75;1.0;21;54;SUN;6;5;False;False;False;70000;51.12;5.74;0.75;JAN;1;ADM;9;PANAMAX;GSA - E;77;D203517_newpanamax
23.0;135.0;7.75;7.75;3.0;22;45;SUN;6;5;False;False;False;500;20.71;5.49;0.75;JAN;1;BTP;13;FEEDER/EARLY;CGC;78;D203517_newpanamax
23.0;215.0;10.75;10.75;3.0;22;59;SUN;6;5;False;False;False;1000;13.85;1.6;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;79;D203517_newpanamax
23.0;215.0;10.25;10.25;3.0;20;56;SUN;6;5;False;False;False;1000;13.85;1.55;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;80;D203517_newpanamax
23.0;215.0;10.75;10.75;3.0;23;2;SUN;6;5;False;False;False;1000;13.85;2.37;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;81;D203517_newpanamax
23.0;275.0;14.25;14.25;3.0;22;59;SUN;6;5;False;False;False;3000;14.7;1.36;0.75;JAN;1;BTP;13;PANAMAX;CGC;82;D203517_newpanamax
23.0;295.0;14.25;14.25;3.0;22;59;SUN;6;5;False;False;False;4000;20.66;1.87;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;83;D203517_newpanamax
23.0;185.0;11.75;11.75;3.0;22;59;SUN;6;5;False;False;False;1000;13.38;1.28;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;84;D203517_newpanamax
23.0;205.0;11.75;11.75;3.0;23;37;SUN;6;5;False;False;False;1000;13.38;2.29;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;85;D203517_newpanamax
23.0;205.0;11.75;11.75;3.0;23;39;SUN;6;5;False;False;False;1000;13.38;2.64;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;86;D203517_newpanamax
23.0;285.0;13.25;13.25;3.0;22;45;SUN;6;5;False;False;False;3000;17.86;1.62;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;87;D203517_newpanamax
23.0;305.0;14.25;14.25;3.0;22;59;SUN;6;5;False;False;False;4000;21.93;1.45;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;88;D203517_newpanamax
36.0;225.0;0.0;13.0;1.0;20;55;SUN;6;5;False;False;False;55000;64.0;2.54;0.75;JAN;1;DPW - CGNC;22;NAVIOCARGAGERAL;CGNC;89;D203517_newpanamax
23.0;275.0;12.75;12.75;3.0;21;56;SUN;6;5;False;False;False;3000;15.61;2.05;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;90;D203517_newpanamax
23.0;225.0;0.0;13.25;1.0;19;55;SUN;6;5;False;False;False;70000;88.35;1.92;0.75;JAN;1;TEAG;33;PANAMAX;GSA - E;91;D203517_newpanamax
23.0;185.0;12.75;0.0;2.0;19;53;SUN;6;5;False;False;False;45000;89.37;4.44;0.75;JAN;1;TERMAG;35;HANDYMAX;GSM - I;92;D203517_newpanamax
23.0;175.0;9.75;0.0;2.0;18;54;SUN;6;5;False;False;False;35000;90.66;2.7;0.75;JAN;1;USIMINAS;46;HANDYSIZE;CGNC;93;D203517_newpanamax
44.0;323.0;8.6;8.6;3.0;6;0;0;6;5;False;True;False;0;11.08;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;94;D203517_newpanamax
44.0;289.59;8.3;8.35;3.0;6;30;0;6;5;False;True;False;0;10.67;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;95;D203517_newpanamax
23.0;195.0;8.75;8.75;3.0;3;7;MON;0;6;False;False;False;1000;16.8;2.81;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;96;D203517_newpanamax
23.0;255.0;9.75;9.75;3.0;3;7;MON;0;6;False;False;False;3000;15.61;2.05;0.75;JAN;1;TECON10;3;PANAMAX;CGC;97;D203517_newpanamax
23.0;295.0;10.75;10.75;3.0;3;7;MON;0;6;False;False;False;4000;21.3;2.82;0.75;JAN;1;TECON10;3;POST-PANAMAXI;CGC;98;D203517_newpanamax
23.0;155.0;0.0;6.75;1.0;0;1;MON;0;6;False;False;False;18000;45.88;0.45;0.75;JAN;1;AGEO_TERMINAIS;11;GPGENERALPURPOSE;GL;99;D203517_newpanamax
23.0;215.0;8.25;8.25;3.0;1;2;MON;0;6;False;False;False;1000;13.85;6.3;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;100;D203517_newpanamax
23.0;215.0;8.75;8.75;3.0;2;5;MON;0;6;False;False;False;1000;13.85;4.8;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;101;D203517_newpanamax
23.0;165.0;7.75;0.0;2.0;4;7;MON;0;6;False;False;False;18000;12.03;2.45;0.75;JAN;1;DOW;20;GPGENERALPURPOSE;GL;102;D203517_newpanamax
23.0;195.0;7.25;7.25;3.0;1;3;MON;0;6;False;False;False;1000;13.38;1.58;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;103;D203517_newpanamax
23.0;185.0;7.75;7.75;3.0;0;0;MON;0;6;False;False;False;1000;16.8;2.37;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;104;D203517_newpanamax
23.0;185.0;8.75;8.75;3.0;2;4;MON;0;6;False;False;False;1000;16.8;1.7;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;105;D203517_newpanamax
23.0;255.0;8.75;8.75;3.0;0;0;MON;0;6;False;False;False;3000;15.61;1.05;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;106;D203517_newpanamax
23.0;265.0;8.75;8.75;3.0;0;1;MON;0;6;False;False;False;3000;15.61;1.72;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;107;D203517_newpanamax
23.0;185.0;10.25;0.0;2.0;0;4;MON;0;6;False;False;False;45000;89.37;5.76;0.75;JAN;1;TERMAG;35;HANDYMAX;GSM - I;108;D203517_newpanamax
23.0;225.0;0.0;12.75;1.0;0;3;MON;0;6;False;False;False;70000;39.92;6.65;0.75;JAN;1;TGG;38;PANAMAX;GSA - E;109;D203517_newpanamax
23.0;185.0;0.0;8.25;1.0;1;4;MON;0;6;False;False;False;35000;29.94;8.3;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;110;D203517_newpanamax
23.0;175.0;0.0;6.75;1.0;0;3;MON;0;6;False;False;False;35000;90.66;3.77;0.75;JAN;1;USIMINAS;46;HANDYSIZE;CGNC;111;D203517_newpanamax
17.0;75.2;4.15;5.0;1.0;8;10;0;0;6;False;False;False;0;5.0;0.17;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;112;D203517_newpanamax
23.0;195.0;9.25;9.25;3.0;6;17;TUE;1;7;False;False;False;1000;16.8;1.62;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;113;D203517_newpanamax
23.0;255.0;10.25;10.25;3.0;6;17;TUE;1;7;False;False;False;3000;15.61;2.42;0.75;JAN;1;TECON10;3;PANAMAX;CGC;114;D203517_newpanamax
23.0;225.0;0.0;12.75;1.0;5;9;TUE;1;7;False;False;False;70000;51.12;4.77;0.75;JAN;1;RUMO - GSA - E;4;PANAMAX;GSA - E;115;D203517_newpanamax
23.0;225.0;0.0;12.75;1.0;6;10;TUE;1;7;False;False;False;70000;51.12;3.4;0.75;JAN;1;ADM;9;PANAMAX;GSA - E;116;D203517_newpanamax
23.0;155.0;0.0;7.75;1.0;5;12;TUE;1;7;False;False;False;18000;45.88;0.68;0.75;JAN;1;AGEO_TERMINAIS;11;GPGENERALPURPOSE;GL;117;D203517_newpanamax
23.0;185.0;0.0;8.75;1.0;5;12;TUE;1;7;False;False;False;35000;64.43;0.39;0.75;JAN;1;AGEO_TERMINAIS;11;MRMEDIUMRANGE;GL;118;D203517_newpanamax
23.0;215.0;8.75;8.75;3.0;4;13;TUE;1;7;False;False;False;1000;13.85;3.53;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;119;D203517_newpanamax
23.0;215.0;8.75;8.75;3.0;4;12;TUE;1;7;False;False;False;1000;13.85;1.51;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;120;D203517_newpanamax
23.0;225.0;0.0;12.75;1.0;8;15;TUE;1;7;False;False;False;60000;162.93;22.79;0.75;JAN;1;CUTRALE - GL;18;LR1LONGRANGE1;GL;121;D203517_newpanamax
23.0;195.0;8.25;8.25;3.0;4;8;TUE;1;7;False;False;False;1000;13.38;1.53;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;122;D203517_newpanamax
23.0;185.0;9.25;9.25;3.0;6;14;TUE;1;7;False;False;False;1000;13.38;1.36;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;123;D203517_newpanamax
23.0;185.0;8.75;8.75;3.0;4;9;TUE;1;7;False;False;False;1000;13.38;1.35;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;124;D203517_newpanamax
23.0;255.0;9.75;9.75;3.0;4;8;TUE;1;7;False;False;False;3000;17.86;1.19;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;125;D203517_newpanamax
23.0;275.0;9.75;9.75;3.0;4;9;TUE;1;7;False;False;False;3000;17.86;2.21;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;126;D203517_newpanamax
36.0;225.0;0.0;13.0;1.0;6;14;TUE;1;7;False;False;False;55000;64.0;2.94;0.75;JAN;1;DPW - CGNC;22;NAVIOCARGAGERAL;CGNC;127;D203517_newpanamax
23.0;185.0;9.25;9.25;3.0;5;14;TUE;1;7;False;False;False;1000;16.8;1.7;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;128;D203517_newpanamax
23.0;185.0;9.25;9.25;3.0;4;10;TUE;1;7;False;False;False;1000;16.8;2.13;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;129;D203517_newpanamax
23.0;255.0;10.25;10.25;3.0;5;12;TUE;1;7;False;False;False;3000;15.61;3.14;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;130;D203517_newpanamax
23.0;275.0;9.75;9.75;3.0;4;10;TUE;1;7;False;False;False;3000;15.61;2.88;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;131;D203517_newpanamax
43.0;339.0;14.0;14.0;3.0;5;14;TUE;1;7;False;False;False;6000;25.92;0.92;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;132;D203517_newpanamax
23.0;225.0;0.0;13.25;1.0;6;13;TUE;1;7;False;False;False;70000;39.92;1.22;0.75;JAN;1;TGG;38;PANAMAX;GSA - E;133;D203517_newpanamax
23.0;245.0;0.0;9.75;1.0;5;11;TUE;1;7;False;False;False;60000;48.22;0.43;0.75;JAN;1;TRANSPETRO;43;LR1LONGRANGE1;GL;134;D203517_newpanamax
23.0;185.0;9.75;9.75;3.0;7;21;WED;2;8;False;False;False;1000;16.8;1.97;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;135;D203517_newpanamax
23.0;275.0;10.75;10.75;3.0;9;25;WED;2;8;False;False;False;3000;15.61;2.0;0.75;JAN;1;TECON10;3;PANAMAX;CGC;136;D203517_newpanamax
23.0;155.0;0.0;8.25;1.0;8;21;WED;2;8;False;False;False;18000;45.88;0.57;0.75;JAN;1;AGEO_TERMINAIS;11;GPGENERALPURPOSE;GL;137;D203517_newpanamax
23.0;215.0;8.75;8.75;3.0;6;18;WED;2;8;False;False;False;1000;13.85;2.04;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;138;D203517_newpanamax
23.0;295.0;11.75;11.75;3.0;6;18;WED;2;8;False;False;False;4000;20.66;7.76;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;139;D203517_newpanamax
23.0;215.0;9.75;9.75;3.0;9;23;WED;2;8;False;False;False;1000;13.38;2.55;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;140;D203517_newpanamax
36.0;225.0;0.0;13.0;1.0;7;17;WED;2;8;False;False;False;55000;64.0;1.41;0.75;JAN;1;DPW - CGNC;22;NAVIOCARGAGERAL;CGNC;141;D203517_newpanamax
23.0;185.0;9.75;9.75;3.0;10;25;WED;2;8;False;False;False;1000;16.8;7.0;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;142;D203517_newpanamax
