SCENARIO_ID;ARRIVAL_ID;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME
2SemDragagem2030;3586;0.0;0.0;0.0;0.0
2SemDragagem2030;3587;0.0;0.5;0.0;0.5
2SemDragagem2030;3588;0.0;0.5;0.0;0.5
2SemDragagem2030;3589;0.0;0.0;0.0;0.0
2SemDragagem2030;3590;0.0;0.0;0.0;0.0
2SemDragagem2030;3591;24.58;9.58;1.92;36.08
2SemDragagem2030;3592;63.17;128.17;0.0;191.33
2SemDragagem2030;3593;81.33;200.0;0.0;281.33
2SemDragagem2030;3594;0.0;0.0;0.0;0.0
2SemDragagem2030;3595;33.0;73.08;0.0;106.08
2SemDragagem2030;3596;1.0;2.25;1.5;4.75
2SemDragagem2030;3597;1.0;0.0;0.5;1.5
2SemDragagem2030;3598;17.33;6.33;0.0;23.67
2SemDragagem2030;3599;49.75;12.17;0.0;61.92
2SemDragagem2030;3600;0.5;0.58;0.0;1.08
2SemDragagem2030;3601;0.0;0.08;0.0;0.08
2SemDragagem2030;3602;0.25;18.33;0.0;18.58
2SemDragagem2030;3603;2.0;19.17;0.0;21.17
2SemDragagem2030;3604;29.0;16.17;0.0;45.17
2SemDragagem2030;3605;13.25;0.92;1.83;16.0
2SemDragagem2030;3606;0.0;0.33;0.0;0.33
2SemDragagem2030;3607;0.0;0.58;0.0;0.58
2SemDragagem2030;3608;1.83;27.5;2.67;32.0
2SemDragagem2030;3609;10.08;35.83;2.75;48.67
2SemDragagem2030;3610;0.0;0.0;0.0;0.0
2SemDragagem2030;3611;0.0;1.83;0.0;1.83
2SemDragagem2030;3612;28.92;69.5;0.0;98.42
2SemDragagem2030;3613;92.0;278.58;0.0;370.58
2SemDragagem2030;3614;237.08;1850.92;0.0;2088.0
2SemDragagem2030;3615;0.0;8.17;0.08;8.25
2SemDragagem2030;3616;17.75;41.0;0.08;58.83
2SemDragagem2030;3617;38.33;84.42;0.08;122.83
2SemDragagem2030;3618;0.0;0.0;0.17;0.17
2SemDragagem2030;3619;0.0;0.17;0.0;0.17
2SemDragagem2030;3620;6.92;18.75;0.0;25.67
2SemDragagem2030;3621;0.0;0.42;0.0;0.42
2SemDragagem2030;3622;19.83;161.83;0.0;181.67
2SemDragagem2030;3623;6.33;35.08;0.0;41.42
2SemDragagem2030;3624;0.0;1.33;0.42;1.75
2SemDragagem2030;3625;1.25;24.67;0.08;26.0
2SemDragagem2030;3626;9.25;38.58;0.08;47.92
2SemDragagem2030;3627;44.33;45.33;0.08;89.75
2SemDragagem2030;3628;77.0;17.5;0.0;94.5
2SemDragagem2030;3629;24.33;61.83;0.0;86.17
2SemDragagem2030;3630;79.83;127.75;0.0;207.58
2SemDragagem2030;3631;0.0;1.0;0.0;1.0
2SemDragagem2030;3632;9.17;41.58;0.0;50.75
2SemDragagem2030;3633;13.92;77.17;0.0;91.08
2SemDragagem2030;3634;12.42;80.25;0.0;92.67
2SemDragagem2030;3635;0.0;13.42;0.0;13.42
2SemDragagem2030;3636;8.75;25.08;0.0;33.83
2SemDragagem2030;3637;0.0;0.0;0.0;0.0
2SemDragagem2030;3638;0.0;2.67;0.0;2.67
2SemDragagem2030;3639;0.0;0.33;0.0;0.33
2SemDragagem2030;3640;0.0;0.17;0.0;0.17
2SemDragagem2030;3641;8.25;29.08;0.17;37.5
2SemDragagem2030;3642;8.25;23.33;0.17;31.75
2SemDragagem2030;3643;53.17;4.0;0.0;57.17
2SemDragagem2030;3644;108.5;309.58;0.0;418.08
2SemDragagem2030;3645;21.33;144.42;0.0;165.75
2SemDragagem2030;3646;8.0;20.0;0.0;28.0
2SemDragagem2030;3647;14.08;82.0;0.0;96.08
2SemDragagem2030;3648;0.0;0.0;0.75;0.75
2SemDragagem2030;3649;0.0;3.5;1.58;5.08
2SemDragagem2030;3650;8.25;15.33;0.0;23.58
2SemDragagem2030;3651;9.92;38.67;0.0;48.58
2SemDragagem2030;3652;8.08;17.58;1.67;27.33
2SemDragagem2030;3653;0.0;0.0;0.0;0.0
2SemDragagem2030;3654;18.92;43.83;0.0;62.75
2SemDragagem2030;3655;8.0;16.17;1.25;25.42
2SemDragagem2030;3656;8.0;31.58;0.0;39.58
2SemDragagem2030;3657;14.42;80.42;0.0;94.83
2SemDragagem2030;3658;12.17;22.08;0.0;34.25
2SemDragagem2030;3659;7.83;34.25;0.0;42.08
2SemDragagem2030;3660;0.0;4.42;0.0;4.42
2SemDragagem2030;3661;8.08;26.92;0.0;35.0
2SemDragagem2030;3662;10.33;60.42;0.0;70.75
2SemDragagem2030;3663;17.33;74.42;0.0;91.75
2SemDragagem2030;3664;0.0;2.42;0.0;2.42
2SemDragagem2030;3665;0.0;0.5;0.0;0.5
2SemDragagem2030;3666;0.0;0.0;0.0;0.0
2SemDragagem2030;3667;24.33;40.17;0.0;64.5
2SemDragagem2030;3668;0.0;0.0;0.0;0.0
2SemDragagem2030;3669;12.33;17.75;0.0;30.08
2SemDragagem2030;3670;0.0;0.08;0.0;0.08
2SemDragagem2030;3671;8.08;87.75;0.0;95.83
2SemDragagem2030;3672;112.5;315.33;0.0;427.83
2SemDragagem2030;3673;16.0;171.33;0.0;187.33
2SemDragagem2030;3674;61.08;173.08;0.0;234.17
2SemDragagem2030;3675;2.67;45.0;0.0;47.67
2SemDragagem2030;3676;3.17;43.25;0.0;46.42
2SemDragagem2030;3677;1.58;22.42;0.0;24.0
2SemDragagem2030;3678;1.33;27.92;0.0;29.25
2SemDragagem2030;3679;6.58;63.58;0.0;70.17
2SemDragagem2030;3680;9.17;84.92;0.0;94.08
2SemDragagem2030;3681;34.58;9.17;0.0;43.75
2SemDragagem2030;3682;13.5;149.75;0.0;163.25
2SemDragagem2030;3683;31.0;70.25;0.0;101.25
2SemDragagem2030;3684;10.58;94.5;0.0;105.08
2SemDragagem2030;3685;0.0;0.17;0.0;0.17
2SemDragagem2030;3686;11.33;119.08;0.0;130.42
2SemDragagem2030;3687;2.5;4.0;34.75;41.25
2SemDragagem2030;3688;11.0;100.83;0.08;111.92
2SemDragagem2030;3689;8.92;84.83;0.0;93.75
2SemDragagem2030;3690;98.75;21.25;0.0;120.0
2SemDragagem2030;3691;34.25;81.17;0.0;115.42
2SemDragagem2030;3692;149.33;122.33;0.0;271.67
2SemDragagem2030;3693;1.33;36.5;0.0;37.83
2SemDragagem2030;3694;6.58;61.58;0.0;68.17
2SemDragagem2030;3695;13.58;94.33;0.0;107.92
2SemDragagem2030;3696;7.83;62.08;0.0;69.92
2SemDragagem2030;3697;1.92;33.08;0.0;35.0
2SemDragagem2030;3698;3.83;43.58;0.0;47.42
2SemDragagem2030;3699;54.67;38.75;0.0;93.42
2SemDragagem2030;3700;0.0;0.0;0.0;0.0
2SemDragagem2030;3701;0.0;1.42;0.0;1.42
2SemDragagem2030;3702;0.0;0.0;0.0;0.0
2SemDragagem2030;3703;1.42;10.0;0.0;11.42
2SemDragagem2030;3704;0.0;0.0;0.0;0.0
2SemDragagem2030;3705;3.25;6.83;0.0;10.08
2SemDragagem2030;3706;10.17;8.17;0.0;18.33
2SemDragagem2030;3707;12.25;193.92;0.0;206.17
2SemDragagem2030;3708;19.67;323.67;0.0;343.33
2SemDragagem2030;3709;21.67;269.75;0.0;291.42
2SemDragagem2030;3710;81.67;252.75;0.08;334.5
2SemDragagem2030;3711;5.58;38.67;0.0;44.25
2SemDragagem2030;3712;8.42;54.08;0.0;62.5
2SemDragagem2030;3713;14.75;170.17;0.0;184.92
2SemDragagem2030;3714;12.08;119.58;0.0;131.67
2SemDragagem2030;3715;45.33;96.08;0.0;141.42
2SemDragagem2030;3716;4.58;10.75;21.33;36.67
2SemDragagem2030;3717;13.5;147.5;0.17;161.17
2SemDragagem2030;3718;90.58;33.25;0.0;123.83
2SemDragagem2030;3719;23.92;49.08;0.0;73.0
2SemDragagem2030;3720;4.5;48.42;0.0;52.92
2SemDragagem2030;3721;7.5;57.25;0.0;64.75
2SemDragagem2030;3722;0.17;1.17;0.0;1.33
2SemDragagem2030;3723;16.08;95.17;0.0;111.25
2SemDragagem2030;3724;10.25;61.17;0.0;71.42
2SemDragagem2030;3725;13.75;113.92;0.0;127.67
2SemDragagem2030;3726;77.92;50.0;0.0;127.92
2SemDragagem2030;3727;5.25;25.42;0.0;30.67
2SemDragagem2030;3728;0.0;1.42;0.0;1.42
2SemDragagem2030;3729;32.33;429.33;0.0;461.67
2SemDragagem2030;3730;118.67;299.0;0.08;417.75
2SemDragagem2030;3731;127.67;321.75;0.08;449.5
2SemDragagem2030;3732;99.42;276.25;0.08;375.75
2SemDragagem2030;3733;7.67;46.67;0.0;54.33
2SemDragagem2030;3734;9.42;49.0;0.0;58.42
2SemDragagem2030;3735;47.5;128.33;0.0;175.83
2SemDragagem2030;3736;53.67;159.83;0.08;213.58
2SemDragagem2030;3737;44.08;96.58;0.0;140.67
2SemDragagem2030;3738;65.83;209.17;0.08;275.08
2SemDragagem2030;3739;3.92;16.75;0.0;20.67
2SemDragagem2030;3740;6.42;10.75;17.58;34.75
2SemDragagem2030;3741;8.5;71.58;0.17;80.25
2SemDragagem2030;3742;123.0;214.17;0.0;337.17
2SemDragagem2030;3743;6.5;41.08;0.0;47.58
2SemDragagem2030;3744;8.67;66.67;0.0;75.33
2SemDragagem2030;3745;23.58;171.33;0.0;194.92
2SemDragagem2030;3746;21.08;135.92;0.0;157.0
2SemDragagem2030;3747;28.58;210.83;0.0;239.42
2SemDragagem2030;3748;17.58;20.25;0.0;37.83
2SemDragagem2030;3749;0.0;1.17;0.0;1.17
2SemDragagem2030;3750;0.0;0.33;0.0;0.33
2SemDragagem2030;3751;0.0;0.0;1.08;1.08
2SemDragagem2030;3752;0.33;0.0;0.08;0.42
2SemDragagem2030;3753;15.92;8.67;0.08;24.67
2SemDragagem2030;3754;30.83;1.0;0.0;31.83
2SemDragagem2030;3755;12.75;182.08;0.0;194.83
2SemDragagem2030;3756;113.67;305.17;0.08;418.92
2SemDragagem2030;3757;4.17;35.92;0.0;40.08
2SemDragagem2030;3758;0.67;0.08;0.0;0.75
2SemDragagem2030;3759;10.83;169.92;0.0;180.75
2SemDragagem2030;3760;72.33;236.67;0.08;309.08
2SemDragagem2030;3761;6.42;78.75;0.0;85.17
2SemDragagem2030;3762;71.25;35.25;0.0;106.5
2SemDragagem2030;3763;33.08;89.75;0.0;122.83
2SemDragagem2030;3764;24.08;37.67;0.0;61.75
2SemDragagem2030;3765;188.08;354.33;0.0;542.42
2SemDragagem2030;3766;161.75;267.5;0.0;429.25
2SemDragagem2030;3767;12.08;86.42;0.0;98.5
2SemDragagem2030;3768;8.5;71.83;0.0;80.33
2SemDragagem2030;3769;1.08;0.42;0.0;1.5
2SemDragagem2030;3770;53.67;82.42;0.0;136.08
2SemDragagem2030;3771;0.25;0.0;0.0;0.25
2SemDragagem2030;3772;0.0;3.75;0.0;3.75
2SemDragagem2030;3773;0.0;0.25;0.0;0.25
2SemDragagem2030;3774;2.0;1.92;0.0;3.92
2SemDragagem2030;3775;2.33;5.17;0.0;7.5
2SemDragagem2030;3776;115.0;324.33;0.08;439.42
2SemDragagem2030;3777;135.58;434.08;0.08;569.75
2SemDragagem2030;3778;11.25;204.92;0.0;216.17
2SemDragagem2030;3779;16.58;237.08;0.0;253.67
2SemDragagem2030;3780;2.25;0.0;23.0;25.25
2SemDragagem2030;3781;3.5;52.67;0.08;56.25
2SemDragagem2030;3782;49.5;57.25;0.0;106.75
2SemDragagem2030;3783;22.25;65.42;0.0;87.67
2SemDragagem2030;3784;205.83;430.17;0.0;636.0
2SemDragagem2030;3785;2.67;46.75;0.0;49.42
2SemDragagem2030;3786;1.25;27.17;0.0;28.42
2SemDragagem2030;3787;4.0;44.5;0.0;48.5
2SemDragagem2030;3788;5.17;77.33;0.0;82.5
2SemDragagem2030;3789;56.25;111.33;0.0;167.58
2SemDragagem2030;3790;0.0;0.08;0.0;0.08
2SemDragagem2030;3791;0.0;0.08;0.0;0.08
2SemDragagem2030;3792;0.0;0.83;0.0;0.83
2SemDragagem2030;3793;1.83;29.33;0.0;31.17
2SemDragagem2030;3794;1.83;22.08;0.0;23.92
2SemDragagem2030;3795;21.08;17.0;0.0;38.08
2SemDragagem2030;3796;30.17;511.33;0.0;541.5
2SemDragagem2030;3797;176.5;520.08;0.08;696.67
2SemDragagem2030;3798;156.75;482.5;0.08;639.33
2SemDragagem2030;3799;36.92;419.92;0.08;456.92
2SemDragagem2030;3800;49.08;595.25;0.08;644.42
2SemDragagem2030;3801;122.42;378.5;0.0;500.92
2SemDragagem2030;3802;136.25;438.75;0.0;575.0
2SemDragagem2030;3803;0.0;0.58;0.0;0.58
2SemDragagem2030;3804;34.08;146.33;0.08;180.5
2SemDragagem2030;3805;50.58;185.67;0.08;236.33
2SemDragagem2030;3806;5.42;118.58;0.0;124.0
2SemDragagem2030;3807;32.17;439.75;0.0;471.92
2SemDragagem2030;3808;31.33;350.17;0.0;381.5
2SemDragagem2030;3809;2.5;10.75;34.17;47.42
2SemDragagem2030;3810;5.0;89.83;0.08;94.92
2SemDragagem2030;3811;5.0;107.67;0.08;112.75
2SemDragagem2030;3812;60.75;66.58;0.08;127.42
2SemDragagem2030;3813;32.92;149.83;0.08;182.83
2SemDragagem2030;3814;33.33;152.17;0.0;185.5
2SemDragagem2030;3815;385.08;364.33;0.0;749.42
2SemDragagem2030;3816;3.5;72.0;0.0;75.5
2SemDragagem2030;3817;8.0;84.0;0.0;92.0
2SemDragagem2030;3818;24.42;206.0;0.0;230.42
2SemDragagem2030;3819;0.0;13.33;0.0;13.33
2SemDragagem2030;3820;0.0;0.92;0.0;0.92
2SemDragagem2030;3821;79.08;151.58;0.0;230.67
2SemDragagem2030;3822;4.33;44.08;0.0;48.42
2SemDragagem2030;3823;0.0;2.25;0.0;2.25
2SemDragagem2030;3824;1.83;36.25;0.0;38.08
2SemDragagem2030;3825;1.83;20.0;0.0;21.83
2SemDragagem2030;3826;12.83;15.5;0.0;28.33
2SemDragagem2030;3827;174.5;522.83;0.08;697.42
2SemDragagem2030;3828;184.5;564.08;0.08;748.67
2SemDragagem2030;3829;164.08;500.0;0.0;664.08
2SemDragagem2030;3830;1.08;22.17;0.0;23.25
2SemDragagem2030;3831;0.0;4.75;0.0;4.75
2SemDragagem2030;3832;0.0;0.83;0.0;0.83
2SemDragagem2030;3833;0.0;4.58;0.0;4.58
2SemDragagem2030;3834;1.58;22.67;0.0;24.25
2SemDragagem2030;3835;1.33;17.67;0.0;19.0
2SemDragagem2030;3836;12.83;12.67;0.0;25.5
2SemDragagem2030;3837;17.5;254.0;0.17;271.67
2SemDragagem2030;3838;28.42;277.17;0.17;305.75
2SemDragagem2030;3839;6.25;125.0;0.17;131.42
2SemDragagem2030;3840;5.0;107.0;0.17;112.17
2SemDragagem2030;3841;0.0;16.17;0.0;16.17
2SemDragagem2030;3842;4.17;119.75;0.0;123.92
2SemDragagem2030;3843;2.67;44.17;0.0;46.83
2SemDragagem2030;3844;4.0;72.25;0.0;76.25
2SemDragagem2030;3845;4.67;93.0;0.0;97.67
2SemDragagem2030;3846;29.42;245.0;0.08;274.5
2SemDragagem2030;3847;26.92;217.0;0.0;243.92
2SemDragagem2030;3848;3.83;56.83;0.0;60.67
2SemDragagem2030;3849;39.83;42.92;0.0;82.75
2SemDragagem2030;3850;0.0;0.67;0.0;0.67
2SemDragagem2030;3851;0.0;0.5;0.0;0.5
2SemDragagem2030;3852;0.0;2.67;0.0;2.67
2SemDragagem2030;3853;4.33;44.33;0.0;48.67
2SemDragagem2030;3854;0.0;0.0;0.0;0.0
2SemDragagem2030;3855;1.83;22.08;0.0;23.92
2SemDragagem2030;3856;41.33;515.58;0.08;557.0
2SemDragagem2030;3857;55.67;645.5;0.08;701.25
2SemDragagem2030;3858;179.0;570.67;0.08;749.75
2SemDragagem2030;3859;3.17;43.58;0.0;46.75
2SemDragagem2030;3860;1.58;25.42;0.0;27.0
2SemDragagem2030;3861;2.67;41.17;0.0;43.83
2SemDragagem2030;3862;4.0;63.0;0.0;67.0
2SemDragagem2030;3863;1.33;19.75;0.0;21.08
2SemDragagem2030;3864;1.67;28.58;0.0;30.25
2SemDragagem2030;3865;26.83;30.33;0.0;57.17
2SemDragagem2030;3866;0.0;1.33;0.0;1.33
2SemDragagem2030;3867;31.0;316.25;0.17;347.42
2SemDragagem2030;3868;75.67;213.67;0.08;289.42
2SemDragagem2030;3869;28.42;297.0;0.17;325.58
2SemDragagem2030;3870;6.5;154.25;0.0;160.75
2SemDragagem2030;3871;3.75;1.5;56.5;61.75
2SemDragagem2030;3872;6.25;123.92;0.17;130.33
2SemDragagem2030;3873;7.5;144.0;0.17;151.67
2SemDragagem2030;3874;6.25;115.92;0.17;122.33
2SemDragagem2030;3875;95.75;52.92;0.08;148.75
2SemDragagem2030;3876;497.75;445.17;0.0;942.92
2SemDragagem2030;3877;423.67;399.33;0.0;823.0
2SemDragagem2030;3878;4.0;69.83;0.0;73.83
2SemDragagem2030;3879;5.83;106.25;0.0;112.08
2SemDragagem2030;3880;40.0;249.67;0.08;289.75
2SemDragagem2030;3881;5.75;61.42;0.0;67.17
2SemDragagem2030;3882;7.67;97.33;0.0;105.0
2SemDragagem2030;3883;3.17;58.08;0.0;61.25
2SemDragagem2030;3884;125.42;114.25;0.0;239.67
2SemDragagem2030;3885;0.33;0.08;0.0;0.42
2SemDragagem2030;3886;0.0;0.0;1.83;1.83
2SemDragagem2030;3887;0.0;2.67;0.0;2.67
2SemDragagem2030;3888;1.83;17.58;0.08;19.5
2SemDragagem2030;3889;1.17;4.5;0.08;5.75
2SemDragagem2030;3890;33.75;573.83;0.0;607.58
2SemDragagem2030;3891;175.67;549.58;0.08;725.33
2SemDragagem2030;3892;118.0;746.58;0.17;864.75
2SemDragagem2030;3893;211.75;588.25;0.08;800.08
2SemDragagem2030;3894;3.17;37.08;0.0;40.25
2SemDragagem2030;3895;4.75;55.92;0.0;60.67
2SemDragagem2030;3896;10.67;161.08;0.0;171.75
2SemDragagem2030;3897;29.83;315.08;0.17;345.08
2SemDragagem2030;3898;95.42;271.42;0.08;366.92
2SemDragagem2030;3899;10.58;184.42;0.0;195.0
2SemDragagem2030;3900;9.42;138.42;0.17;148.0
2SemDragagem2030;3901;10.67;146.33;0.17;157.17
2SemDragagem2030;3902;6.33;100.67;0.0;107.0
2SemDragagem2030;3903;8.58;175.58;0.0;184.17
2SemDragagem2030;3904;7.0;128.58;0.0;135.58
2SemDragagem2030;3905;40.0;253.0;0.08;293.08
2SemDragagem2030;3906;45.0;288.25;0.08;333.33
2SemDragagem2030;3907;4.0;40.42;0.0;44.42
2SemDragagem2030;3908;1.58;15.33;0.0;16.92
2SemDragagem2030;3909;149.58;121.0;0.0;270.58
2SemDragagem2030;3910;0.0;2.0;0.0;2.0
2SemDragagem2030;3911;0.0;0.42;0.0;0.42
2SemDragagem2030;3912;0.0;1.58;0.0;1.58
2SemDragagem2030;3913;2.83;44.58;0.0;47.42
2SemDragagem2030;3914;190.5;553.75;0.08;744.33
2SemDragagem2030;3915;240.08;571.5;0.08;811.67
2SemDragagem2030;3916;2.67;31.75;0.0;34.42
2SemDragagem2030;3917;2.67;52.25;0.0;54.92
2SemDragagem2030;3918;4.0;73.67;0.0;77.67
2SemDragagem2030;3919;28.92;16.58;0.0;45.5
2SemDragagem2030;3920;31.25;333.17;0.17;364.58
2SemDragagem2030;3921;113.83;354.17;0.0;468.0
2SemDragagem2030;3922;153.58;247.33;0.08;401.0
2SemDragagem2030;3923;21.92;234.75;0.0;256.67
2SemDragagem2030;3924;9.42;130.33;0.17;139.92
2SemDragagem2030;3925;10.67;140.33;0.17;151.17
2SemDragagem2030;3926;379.0;626.33;0.0;1005.33
2SemDragagem2030;3927;402.25;721.08;0.0;1123.33
2SemDragagem2030;3928;10.08;146.33;0.0;156.42
2SemDragagem2030;3929;60.0;419.0;0.08;479.08
2SemDragagem2030;3930;45.0;292.25;0.08;337.33
2SemDragagem2030;3931;60.0;420.08;0.08;480.17
2SemDragagem2030;3932;3.17;51.42;0.0;54.58
2SemDragagem2030;3933;0.0;0.0;0.0;0.0
2SemDragagem2030;3934;4.33;43.25;0.0;47.58
2SemDragagem2030;3935;0.0;0.08;0.0;0.08
2SemDragagem2030;3936;0.0;0.17;0.0;0.17
2SemDragagem2030;3937;15.67;0.67;1.83;18.17
2SemDragagem2030;3938;15.67;0.67;2.75;19.08
2SemDragagem2030;3939;42.83;520.0;0.08;562.92
2SemDragagem2030;3940;32.67;359.75;0.0;392.42
2SemDragagem2030;3941;252.5;606.92;0.17;859.58
2SemDragagem2030;3942;3.17;28.25;0.0;31.42
2SemDragagem2030;3943;54.67;11.75;0.08;66.5
2SemDragagem2030;3944;127.42;372.92;0.0;500.33
2SemDragagem2030;3945;148.83;411.5;0.0;560.33
2SemDragagem2030;3946;23.0;263.75;0.0;286.75
2SemDragagem2030;3947;9.42;122.0;0.0;131.42
2SemDragagem2030;3948;30.83;111.83;0.08;142.75
2SemDragagem2030;3949;30.08;109.0;0.0;139.08
2SemDragagem2030;3950;428.17;786.92;0.0;1215.08
2SemDragagem2030;3951;1.33;22.25;0.0;23.58
2SemDragagem2030;3952;10.08;164.25;0.0;174.33
2SemDragagem2030;3953;65.83;462.58;0.08;528.5
2SemDragagem2030;3954;0.0;0.0;0.17;0.17
2SemDragagem2030;3955;102.5;174.17;0.0;276.67
2SemDragagem2030;3956;3.83;7.33;0.0;11.17
2SemDragagem2030;3957;12.83;0.0;1.17;14.0
2SemDragagem2030;3958;13.83;1.5;0.0;15.33
2SemDragagem2030;3959;287.5;631.83;0.08;919.42
2SemDragagem2030;3960;258.17;586.25;0.08;844.5
2SemDragagem2030;3961;0.75;2.5;0.0;3.25
2SemDragagem2030;3962;24.0;287.75;0.0;311.75
2SemDragagem2030;3963;3.75;5.5;47.58;56.83
2SemDragagem2030;3964;8.17;110.67;0.08;118.92
2SemDragagem2030;3965;93.58;32.58;0.0;126.17
2SemDragagem2030;3966;64.58;147.75;0.08;212.42
2SemDragagem2030;3967;466.0;841.58;0.0;1307.58
2SemDragagem2030;3968;489.92;941.42;0.08;1431.42
2SemDragagem2030;3969;18.42;170.92;0.0;189.33
2SemDragagem2030;3970;0.42;0.0;0.0;0.42
2SemDragagem2030;3971;2.58;31.25;0.0;33.83
2SemDragagem2030;3972;110.08;199.67;0.0;309.75
2SemDragagem2030;3973;0.0;0.0;0.0;0.0
2SemDragagem2030;3974;0.0;3.0;0.0;3.0
2SemDragagem2030;3975;2.17;39.42;0.0;41.58
2SemDragagem2030;3976;0.0;4.0;2.0;6.0
2SemDragagem2030;3977;1.83;40.67;2.0;44.5
2SemDragagem2030;3978;1.83;38.0;0.92;40.75
2SemDragagem2030;3979;30.67;6.17;0.0;36.83
2SemDragagem2030;3980;233.42;536.67;0.08;770.17
2SemDragagem2030;3981;406.92;512.33;0.08;919.33
2SemDragagem2030;3982;259.83;584.67;0.08;844.58
2SemDragagem2030;3983;129.0;839.92;0.25;969.17
2SemDragagem2030;3984;131.83;882.83;0.33;1015.0
2SemDragagem2030;3985;272.25;604.67;0.17;877.08
2SemDragagem2030;3986;127.58;813.92;0.25;941.75
2SemDragagem2030;3987;0.0;18.67;0.0;18.67
2SemDragagem2030;3988;106.33;318.75;0.08;425.17
2SemDragagem2030;3989;123.92;357.75;0.08;481.75
2SemDragagem2030;3990;27.33;364.75;0.0;392.08
2SemDragagem2030;3991;47.92;558.25;0.08;606.25
2SemDragagem2030;3992;8.17;9.17;101.75;119.08
2SemDragagem2030;3993;8.17;9.17;101.08;118.42
2SemDragagem2030;3994;8.17;126.17;0.08;134.42
2SemDragagem2030;3995;15.67;139.08;0.17;154.92
2SemDragagem2030;3996;122.33;38.5;0.08;160.92
2SemDragagem2030;3997;82.08;223.25;0.08;305.42
2SemDragagem2030;3998;16.67;178.58;0.0;195.25
2SemDragagem2030;3999;0.0;17.42;0.0;17.42
2SemDragagem2030;4000;20.5;213.17;0.0;233.67
2SemDragagem2030;4001;72.08;497.67;0.08;569.83
2SemDragagem2030;4002;60.83;438.58;0.08;499.5
2SemDragagem2030;4003;5.75;63.08;0.0;68.83
2SemDragagem2030;4004;27.33;371.33;0.0;398.67
2SemDragagem2030;4005;0.0;0.0;0.0;0.0
2SemDragagem2030;4006;0.0;7.92;0.0;7.92
2SemDragagem2030;4007;3.75;37.17;0.0;40.92
2SemDragagem2030;4008;5.58;54.08;1.92;61.58
2SemDragagem2030;4009;5.58;44.5;0.0;50.08
2SemDragagem2030;4010;47.25;12.42;1.25;60.92
2SemDragagem2030;4011;299.83;670.83;0.08;970.75
2SemDragagem2030;4012;307.75;708.75;0.08;1016.58
2SemDragagem2030;4013;308.42;725.25;0.25;1033.92
2SemDragagem2030;4014;3.0;31.67;0.0;34.67
2SemDragagem2030;4015;0.0;16.5;0.08;16.58
2SemDragagem2030;4016;3.5;32.83;0.17;36.5
2SemDragagem2030;4017;4.58;44.83;0.17;49.58
2SemDragagem2030;4018;1.33;23.17;0.17;24.67
2SemDragagem2030;4019;5.25;38.67;0.17;44.08
