Day;MARKET_CATEGORY;arrivals;attended;saldo_dia;queue;SCENARIO_ID
33;CGC;4,0;4,0;0,0;26,0;2SemDragagem20302
34;CGC;6,0;5,0;1,0;27,0;2SemDragagem20302
35;CGC;12,0;8,0;4,0;31,0;2SemDragagem20302
36;CGC;9,0;8,0;1,0;32,0;2SemDragagem20302
37;CGC;7,0;7,0;0,0;32,0;2SemDragagem20302
38;CGC;5,0;7,0;-2,0;30,0;2SemDragagem20302
39;CGC;7,0;6,0;1,0;31,0;2SemDragagem20302
40;CGC;5,0;10,0;-5,0;26,0;2SemDragagem20302
41;CGC;10,0;9,0;1,0;27,0;2SemDragagem20302
42;CGC;12,0;8,0;4,0;31,0;2SemDragagem20302
43;CGC;7,0;9,0;-2,0;29,0;2SemDragagem20302
44;CGC;7,0;8,0;-1,0;28,0;2SemDragagem20302
45;CGC;6,0;7,0;-1,0;27,0;2SemDragagem20302
46;CGC;8,0;5,0;3,0;30,0;2SemDragagem20302
47;CGC;5,0;2,0;3,0;33,0;2SemDragagem20302
48;CGC;9,0;1,0;8,0;41,0;2SemDragagem20302
49;CGC;11,0;7,0;4,0;45,0;2SemDragagem20302
50;CGC;8,0;6,0;2,0;47,0;2SemDragagem20302
51;CGC;7,0;8,0;-1,0;46,0;2SemDragagem20302
52;CGC;6,0;7,0;-1,0;45,0;2SemDragagem20302
53;CGC;6,0;9,0;-3,0;42,0;2SemDragagem20302
54;CGC;2,0;9,0;-7,0;35,0;2SemDragagem20302
55;CGC;8,0;9,0;-1,0;34,0;2SemDragagem20302
56;CGC;14,0;7,0;7,0;41,0;2SemDragagem20302
57;CGC;8,0;10,0;-2,0;39,0;2SemDragagem20302
58;CGC;7,0;8,0;-1,0;38,0;2SemDragagem20302
59;CGC;4,0;3,0;1,0;39,0;2SemDragagem20302
60;CGC;6,0;7,0;-1,0;38,0;2SemDragagem20302
61;CGC;4,0;9,0;-5,0;33,0;2SemDragagem20302
62;CGC;6,0;6,0;0,0;33,0;2SemDragagem20302
63;CGC;5,0;7,0;-2,0;31,0;2SemDragagem20302
64;CGC;7,0;9,0;-2,0;29,0;2SemDragagem20302
65;CGC;8,0;8,0;0,0;29,0;2SemDragagem20302
66;CGC;10,0;8,0;2,0;31,0;2SemDragagem20302
67;CGC;10,0;6,0;4,0;35,0;2SemDragagem20302
68;CGC;6,0;8,0;-2,0;33,0;2SemDragagem20302
69;CGC;5,0;9,0;-4,0;29,0;2SemDragagem20302
70;CGC;5,0;9,0;-4,0;25,0;2SemDragagem20302
71;CGC;9,0;7,0;2,0;27,0;2SemDragagem20302
72;CGC;10,0;7,0;3,0;30,0;2SemDragagem20302
73;CGC;12,0;8,0;4,0;34,0;2SemDragagem20302
74;CGC;11,0;11,0;0,0;34,0;2SemDragagem20302
75;CGC;3,0;9,0;-6,0;28,0;2SemDragagem20302
76;CGC;5,0;7,0;-2,0;26,0;2SemDragagem20302
77;CGC;5,0;7,0;-2,0;24,0;2SemDragagem20302
78;CGC;7,0;9,0;-2,0;22,0;2SemDragagem20302
79;CGC;12,0;10,0;2,0;24,0;2SemDragagem20302
80;CGC;9,0;7,0;2,0;26,0;2SemDragagem20302
81;CGC;11,0;9,0;2,0;28,0;2SemDragagem20302
82;CGC;5,0;8,0;-3,0;25,0;2SemDragagem20302
83;CGC;6,0;6,0;0,0;25,0;2SemDragagem20302
84;CGC;4,0;9,0;-5,0;20,0;2SemDragagem20302
85;CGC;9,0;8,0;1,0;21,0;2SemDragagem20302
86;CGC;10,0;7,0;3,0;24,0;2SemDragagem20302
87;CGC;10,0;7,0;3,0;27,0;2SemDragagem20302
88;CGC;11,0;9,0;2,0;29,0;2SemDragagem20302
89;CGC;4,0;9,0;-5,0;24,0;2SemDragagem20302
90;CGC;5,0;8,0;-3,0;21,0;2SemDragagem20302
91;CGC;5,0;0,0;5,0;26,0;2SemDragagem20302
92;CGC;7,0;0,0;7,0;33,0;2SemDragagem20302
1;CGNC;1,0;1,0;0,0;0,0;2SemDragagem20302
2;CGNC;3,0;2,0;1,0;1,0;2SemDragagem20302
3;CGNC;1,0;0,0;1,0;2,0;2SemDragagem20302
4;CGNC;3,0;5,0;-2,0;0,0;2SemDragagem20302
5;CGNC;3,0;1,0;2,0;2,0;2SemDragagem20302
6;CGNC;5,0;5,0;0,0;2,0;2SemDragagem20302
7;CGNC;1,0;1,0;0,0;2,0;2SemDragagem20302
8;CGNC;0,0;2,0;-2,0;0,0;2SemDragagem20302
9;CGNC;4,0;4,0;0,0;0,0;2SemDragagem20302
10;CGNC;1,0;1,0;0,0;0,0;2SemDragagem20302
11;CGNC;2,0;2,0;0,0;0,0;2SemDragagem20302
12;CGNC;5,0;4,0;1,0;1,0;2SemDragagem20302
13;CGNC;3,0;2,0;1,0;2,0;2SemDragagem20302
14;CGNC;2,0;2,0;0,0;2,0;2SemDragagem20302
15;CGNC;1,0;2,0;-1,0;1,0;2SemDragagem20302
16;CGNC;0,0;1,0;-1,0;0,0;2SemDragagem20302
17;CGNC;4,0;3,0;1,0;1,0;2SemDragagem20302
18;CGNC;4,0;4,0;0,0;1,0;2SemDragagem20302
19;CGNC;1,0;1,0;0,0;1,0;2SemDragagem20302
20;CGNC;5,0;3,0;2,0;3,0;2SemDragagem20302
21;CGNC;5,0;4,0;1,0;4,0;2SemDragagem20302
22;CGNC;0,0;1,0;-1,0;3,0;2SemDragagem20302
23;CGNC;2,0;3,0;-1,0;2,0;2SemDragagem20302
24;CGNC;2,0;1,0;1,0;3,0;2SemDragagem20302
25;CGNC;4,0;2,0;2,0;5,0;2SemDragagem20302
26;CGNC;4,0;3,0;1,0;6,0;2SemDragagem20302
27;CGNC;3,0;2,0;1,0;7,0;2SemDragagem20302
28;CGNC;0,0;2,0;-2,0;5,0;2SemDragagem20302
29;CGNC;1,0;1,0;0,0;5,0;2SemDragagem20302
30;CGNC;3,0;4,0;-1,0;4,0;2SemDragagem20302
31;CGNC;1,0;1,0;0,0;4,0;2SemDragagem20302
32;CGNC;1,0;0,0;1,0;5,0;2SemDragagem20302
33;CGNC;2,0;1,0;1,0;6,0;2SemDragagem20302
34;CGNC;3,0;3,0;0,0;6,0;2SemDragagem20302
35;CGNC;2,0;3,0;-1,0;5,0;2SemDragagem20302
36;CGNC;1,0;1,0;0,0;5,0;2SemDragagem20302
37;CGNC;1,0;1,0;0,0;5,0;2SemDragagem20302
38;CGNC;1,0;0,0;1,0;6,0;2SemDragagem20302
39;CGNC;1,0;2,0;-1,0;5,0;2SemDragagem20302
40;CGNC;0,0;0,0;0,0;5,0;2SemDragagem20302
41;CGNC;0,0;0,0;0,0;5,0;2SemDragagem20302
42;CGNC;3,0;3,0;0,0;5,0;2SemDragagem20302
43;CGNC;2,0;0,0;2,0;7,0;2SemDragagem20302
44;CGNC;2,0;1,0;1,0;8,0;2SemDragagem20302
45;CGNC;1,0;2,0;-1,0;7,0;2SemDragagem20302
46;CGNC;0,0;0,0;0,0;7,0;2SemDragagem20302
47;CGNC;0,0;0,0;0,0;7,0;2SemDragagem20302
48;CGNC;1,0;0,0;1,0;8,0;2SemDragagem20302
49;CGNC;3,0;5,0;-2,0;6,0;2SemDragagem20302
50;CGNC;0,0;1,0;-1,0;5,0;2SemDragagem20302
51;CGNC;3,0;2,0;1,0;6,0;2SemDragagem20302
52;CGNC;0,0;0,0;0,0;6,0;2SemDragagem20302
53;CGNC;2,0;2,0;0,0;6,0;2SemDragagem20302
54;CGNC;0,0;0,0;0,0;6,0;2SemDragagem20302
55;CGNC;3,0;2,0;1,0;7,0;2SemDragagem20302
56;CGNC;2,0;1,0;1,0;8,0;2SemDragagem20302
57;CGNC;1,0;0,0;1,0;9,0;2SemDragagem20302
58;CGNC;2,0;2,0;0,0;9,0;2SemDragagem20302
59;CGNC;1,0;0,0;1,0;10,0;2SemDragagem20302
60;CGNC;2,0;2,0;0,0;10,0;2SemDragagem20302
61;CGNC;1,0;2,0;-1,0;9,0;2SemDragagem20302
62;CGNC;0,0;0,0;0,0;9,0;2SemDragagem20302
63;CGNC;2,0;1,0;1,0;10,0;2SemDragagem20302
64;CGNC;1,0;2,0;-1,0;9,0;2SemDragagem20302
65;CGNC;2,0;1,0;1,0;10,0;2SemDragagem20302
66;CGNC;2,0;2,0;0,0;10,0;2SemDragagem20302
67;CGNC;3,0;3,0;0,0;10,0;2SemDragagem20302
68;CGNC;1,0;0,0;1,0;11,0;2SemDragagem20302
69;CGNC;1,0;0,0;1,0;12,0;2SemDragagem20302
70;CGNC;0,0;1,0;-1,0;11,0;2SemDragagem20302
71;CGNC;1,0;1,0;0,0;11,0;2SemDragagem20302
72;CGNC;0,0;1,0;-1,0;10,0;2SemDragagem20302
73;CGNC;1,0;2,0;-1,0;9,0;2SemDragagem20302
74;CGNC;3,0;3,0;0,0;9,0;2SemDragagem20302
75;CGNC;5,0;2,0;3,0;12,0;2SemDragagem20302
76;CGNC;0,0;2,0;-2,0;10,0;2SemDragagem20302
77;CGNC;1,0;0,0;1,0;11,0;2SemDragagem20302
78;CGNC;0,0;1,0;-1,0;10,0;2SemDragagem20302
79;CGNC;1,0;1,0;0,0;10,0;2SemDragagem20302
80;CGNC;2,0;1,0;1,0;11,0;2SemDragagem20302
81;CGNC;3,0;2,0;1,0;12,0;2SemDragagem20302
82;CGNC;0,0;1,0;-1,0;11,0;2SemDragagem20302
83;CGNC;0,0;1,0;-1,0;10,0;2SemDragagem20302
84;CGNC;1,0;0,0;1,0;11,0;2SemDragagem20302
85;CGNC;0,0;1,0;-1,0;10,0;2SemDragagem20302
86;CGNC;1,0;1,0;0,0;10,0;2SemDragagem20302
87;CGNC;2,0;1,0;1,0;11,0;2SemDragagem20302
88;CGNC;1,0;2,0;-1,0;10,0;2SemDragagem20302
89;CGNC;5,0;3,0;2,0;12,0;2SemDragagem20302
90;CGNC;0,0;0,0;0,0;12,0;2SemDragagem20302
91;CGNC;1,0;0,0;1,0;13,0;2SemDragagem20302
92;CGNC;0,0;0,0;0,0;13,0;2SemDragagem20302
1;GL;7,0;5,0;2,0;2,0;2SemDragagem20302
2;GL;1,0;0,0;1,0;3,0;2SemDragagem20302
3;GL;3,0;1,0;2,0;5,0;2SemDragagem20302
4;GL;5,0;6,0;-1,0;4,0;2SemDragagem20302
5;GL;1,0;1,0;0,0;4,0;2SemDragagem20302
6;GL;3,0;3,0;0,0;4,0;2SemDragagem20302
7;GL;2,0;4,0;-2,0;2,0;2SemDragagem20302
8;GL;6,0;3,0;3,0;5,0;2SemDragagem20302
9;GL;1,0;0,0;1,0;6,0;2SemDragagem20302
10;GL;3,0;4,0;-1,0;5,0;2SemDragagem20302
11;GL;6,0;4,0;2,0;7,0;2SemDragagem20302
12;GL;2,0;5,0;-3,0;4,0;2SemDragagem20302
13;GL;3,0;2,0;1,0;5,0;2SemDragagem20302
14;GL;5,0;4,0;1,0;6,0;2SemDragagem20302
15;GL;4,0;4,0;0,0;6,0;2SemDragagem20302
16;GL;2,0;2,0;0,0;6,0;2SemDragagem20302
17;GL;0,0;1,0;-1,0;5,0;2SemDragagem20302
18;GL;3,0;5,0;-2,0;3,0;2SemDragagem20302
19;GL;3,0;3,0;0,0;3,0;2SemDragagem20302
20;GL;4,0;5,0;-1,0;2,0;2SemDragagem20302
21;GL;4,0;1,0;3,0;5,0;2SemDragagem20302
22;GL;5,0;4,0;1,0;6,0;2SemDragagem20302
23;GL;5,0;4,0;1,0;7,0;2SemDragagem20302
24;GL;2,0;2,0;0,0;7,0;2SemDragagem20302
25;GL;6,0;5,0;1,0;8,0;2SemDragagem20302
26;GL;3,0;3,0;0,0;8,0;2SemDragagem20302
27;GL;4,0;4,0;0,0;8,0;2SemDragagem20302
28;GL;5,0;1,0;4,0;12,0;2SemDragagem20302
29;GL;5,0;5,0;0,0;12,0;2SemDragagem20302
30;GL;3,0;1,0;2,0;14,0;2SemDragagem20302
31;GL;3,0;3,0;0,0;14,0;2SemDragagem20302
32;GL;3,0;4,0;-1,0;13,0;2SemDragagem20302
33;GL;2,0;3,0;-1,0;12,0;2SemDragagem20302
34;GL;4,0;3,0;1,0;13,0;2SemDragagem20302
35;GL;1,0;2,0;-1,0;12,0;2SemDragagem20302
36;GL;3,0;4,0;-1,0;11,0;2SemDragagem20302
37;GL;2,0;0,0;2,0;13,0;2SemDragagem20302
38;GL;1,0;2,0;-1,0;12,0;2SemDragagem20302
39;GL;4,0;2,0;2,0;14,0;2SemDragagem20302
40;GL;3,0;3,0;0,0;14,0;2SemDragagem20302
41;GL;1,0;3,0;-2,0;12,0;2SemDragagem20302
42;GL;0,0;2,0;-2,0;10,0;2SemDragagem20302
43;GL;4,0;3,0;1,0;11,0;2SemDragagem20302
44;GL;3,0;2,0;1,0;12,0;2SemDragagem20302
45;GL;3,0;0,0;3,0;15,0;2SemDragagem20302
46;GL;2,0;3,0;-1,0;14,0;2SemDragagem20302
47;GL;3,0;4,0;-1,0;13,0;2SemDragagem20302
48;GL;4,0;1,0;3,0;16,0;2SemDragagem20302
49;GL;4,0;5,0;-1,0;15,0;2SemDragagem20302
50;GL;4,0;3,0;1,0;16,0;2SemDragagem20302
51;GL;2,0;1,0;1,0;17,0;2SemDragagem20302
52;GL;2,0;3,0;-1,0;16,0;2SemDragagem20302
53;GL;5,0;2,0;3,0;19,0;2SemDragagem20302
54;GL;2,0;1,0;1,0;20,0;2SemDragagem20302
55;GL;2,0;5,0;-3,0;17,0;2SemDragagem20302
56;GL;2,0;1,0;1,0;18,0;2SemDragagem20302
57;GL;5,0;3,0;2,0;20,0;2SemDragagem20302
58;GL;4,0;3,0;1,0;21,0;2SemDragagem20302
59;GL;3,0;3,0;0,0;21,0;2SemDragagem20302
60;GL;2,0;3,0;-1,0;20,0;2SemDragagem20302
61;GL;4,0;6,0;-2,0;18,0;2SemDragagem20302
62;GL;1,0;3,0;-2,0;16,0;2SemDragagem20302
63;GL;3,0;2,0;1,0;17,0;2SemDragagem20302
64;GL;3,0;3,0;0,0;17,0;2SemDragagem20302
65;GL;5,0;2,0;3,0;20,0;2SemDragagem20302
66;GL;3,0;2,0;1,0;21,0;2SemDragagem20302
67;GL;5,0;3,0;2,0;23,0;2SemDragagem20302
68;GL;2,0;3,0;-1,0;22,0;2SemDragagem20302
69;GL;2,0;1,0;1,0;23,0;2SemDragagem20302
70;GL;4,0;4,0;0,0;23,0;2SemDragagem20302
71;GL;0,0;2,0;-2,0;21,0;2SemDragagem20302
72;GL;2,0;2,0;0,0;21,0;2SemDragagem20302
73;GL;2,0;2,0;0,0;21,0;2SemDragagem20302
74;GL;4,0;6,0;-2,0;19,0;2SemDragagem20302
75;GL;1,0;2,0;-1,0;18,0;2SemDragagem20302
76;GL;3,0;3,0;0,0;18,0;2SemDragagem20302
77;GL;2,0;1,0;1,0;19,0;2SemDragagem20302
78;GL;1,0;3,0;-2,0;17,0;2SemDragagem20302
79;GL;4,0;2,0;2,0;19,0;2SemDragagem20302
80;GL;3,0;3,0;0,0;19,0;2SemDragagem20302
81;GL;4,0;5,0;-1,0;18,0;2SemDragagem20302
82;GL;1,0;3,0;-2,0;16,0;2SemDragagem20302
83;GL;3,0;2,0;1,0;17,0;2SemDragagem20302
84;GL;3,0;3,0;0,0;17,0;2SemDragagem20302
85;GL;2,0;3,0;-1,0;16,0;2SemDragagem20302
86;GL;5,0;1,0;4,0;20,0;2SemDragagem20302
87;GL;2,0;5,0;-3,0;17,0;2SemDragagem20302
88;GL;5,0;5,0;0,0;17,0;2SemDragagem20302
89;GL;3,0;3,0;0,0;17,0;2SemDragagem20302
90;GL;2,0;2,0;0,0;17,0;2SemDragagem20302
91;GL;3,0;0,0;3,0;20,0;2SemDragagem20302
92;GL;2,0;0,0;2,0;22,0;2SemDragagem20302
1;GSA - E;8,0;7,0;1,0;1,0;2SemDragagem20302
2;GSA - E;9,0;3,0;6,0;7,0;2SemDragagem20302
3;GSA - E;6,0;2,0;4,0;11,0;2SemDragagem20302
4;GSA - E;11,0;3,0;8,0;19,0;2SemDragagem20302
5;GSA - E;14,0;6,0;8,0;27,0;2SemDragagem20302
6;GSA - E;12,0;7,0;5,0;32,0;2SemDragagem20302
7;GSA - E;14,0;2,0;12,0;44,0;2SemDragagem20302
8;GSA - E;9,0;4,0;5,0;49,0;2SemDragagem20302
9;GSA - E;11,0;9,0;2,0;51,0;2SemDragagem20302
10;GSA - E;9,0;4,0;5,0;56,0;2SemDragagem20302
11;GSA - E;11,0;3,0;8,0;64,0;2SemDragagem20302
12;GSA - E;13,0;8,0;5,0;69,0;2SemDragagem20302
13;GSA - E;11,0;3,0;8,0;77,0;2SemDragagem20302
14;GSA - E;8,0;7,0;1,0;78,0;2SemDragagem20302
15;GSA - E;11,0;4,0;7,0;85,0;2SemDragagem20302
16;GSA - E;12,0;4,0;8,0;93,0;2SemDragagem20302
17;GSA - E;5,0;5,0;0,0;93,0;2SemDragagem20302
18;GSA - E;13,0;5,0;8,0;101,0;2SemDragagem20302
19;GSA - E;14,0;4,0;10,0;111,0;2SemDragagem20302
20;GSA - E;8,0;4,0;4,0;115,0;2SemDragagem20302
21;GSA - E;8,0;4,0;4,0;119,0;2SemDragagem20302
22;GSA - E;11,0;7,0;4,0;123,0;2SemDragagem20302
23;GSA - E;10,0;1,0;9,0;132,0;2SemDragagem20302
24;GSA - E;5,0;8,0;-3,0;129,0;2SemDragagem20302
25;GSA - E;11,0;2,0;9,0;138,0;2SemDragagem20302
26;GSA - E;13,0;4,0;9,0;147,0;2SemDragagem20302
27;GSA - E;11,0;8,0;3,0;150,0;2SemDragagem20302
28;GSA - E;8,0;4,0;4,0;154,0;2SemDragagem20302
29;GSA - E;9,0;7,0;2,0;156,0;2SemDragagem20302
30;GSA - E;8,0;6,0;2,0;158,0;2SemDragagem20302
31;GSA - E;5,0;3,0;2,0;160,0;2SemDragagem20302
32;GSA - E;8,0;3,0;5,0;165,0;2SemDragagem20302
33;GSA - E;5,0;2,0;3,0;168,0;2SemDragagem20302
34;GSA - E;5,0;4,0;1,0;169,0;2SemDragagem20302
35;GSA - E;5,0;5,0;0,0;169,0;2SemDragagem20302
36;GSA - E;6,0;4,0;2,0;171,0;2SemDragagem20302
37;GSA - E;7,0;3,0;4,0;175,0;2SemDragagem20302
38;GSA - E;8,0;6,0;2,0;177,0;2SemDragagem20302
39;GSA - E;6,0;5,0;1,0;178,0;2SemDragagem20302
40;GSA - E;5,0;3,0;2,0;180,0;2SemDragagem20302
41;GSA - E;6,0;4,0;2,0;182,0;2SemDragagem20302
42;GSA - E;4,0;7,0;-3,0;179,0;2SemDragagem20302
43;GSA - E;6,0;3,0;3,0;182,0;2SemDragagem20302
44;GSA - E;3,0;5,0;-2,0;180,0;2SemDragagem20302
45;GSA - E;4,0;6,0;-2,0;178,0;2SemDragagem20302
46;GSA - E;7,0;3,0;4,0;182,0;2SemDragagem20302
47;GSA - E;5,0;3,0;2,0;184,0;2SemDragagem20302
48;GSA - E;3,0;0,0;3,0;187,0;2SemDragagem20302
49;GSA - E;4,0;11,0;-7,0;180,0;2SemDragagem20302
50;GSA - E;8,0;0,0;8,0;188,0;2SemDragagem20302
51;GSA - E;7,0;5,0;2,0;190,0;2SemDragagem20302
52;GSA - E;7,0;7,0;0,0;190,0;2SemDragagem20302
53;GSA - E;6,0;2,0;4,0;194,0;2SemDragagem20302
54;GSA - E;7,0;8,0;-1,0;193,0;2SemDragagem20302
55;GSA - E;5,0;4,0;1,0;194,0;2SemDragagem20302
56;GSA - E;4,0;6,0;-2,0;192,0;2SemDragagem20302
57;GSA - E;7,0;7,0;0,0;192,0;2SemDragagem20302
58;GSA - E;8,0;2,0;6,0;198,0;2SemDragagem20302
59;GSA - E;8,0;5,0;3,0;201,0;2SemDragagem20302
60;GSA - E;7,0;1,0;6,0;207,0;2SemDragagem20302
61;GSA - E;4,0;9,0;-5,0;202,0;2SemDragagem20302
62;GSA - E;5,0;1,0;4,0;206,0;2SemDragagem20302
63;GSA - E;2,0;0,0;2,0;208,0;2SemDragagem20302
64;GSA - E;7,0;9,0;-2,0;206,0;2SemDragagem20302
65;GSA - E;4,0;4,0;0,0;206,0;2SemDragagem20302
66;GSA - E;5,0;4,0;1,0;207,0;2SemDragagem20302
67;GSA - E;8,0;5,0;3,0;210,0;2SemDragagem20302
68;GSA - E;8,0;4,0;4,0;214,0;2SemDragagem20302
69;GSA - E;4,0;8,0;-4,0;210,0;2SemDragagem20302
70;GSA - E;4,0;3,0;1,0;211,0;2SemDragagem20302
71;GSA - E;7,0;3,0;4,0;215,0;2SemDragagem20302
72;GSA - E;6,0;4,0;2,0;217,0;2SemDragagem20302
73;GSA - E;6,0;5,0;1,0;218,0;2SemDragagem20302
74;GSA - E;5,0;5,0;0,0;218,0;2SemDragagem20302
75;GSA - E;9,0;3,0;6,0;224,0;2SemDragagem20302
76;GSA - E;3,0;5,0;-2,0;222,0;2SemDragagem20302
77;GSA - E;5,0;5,0;0,0;222,0;2SemDragagem20302
78;GSA - E;10,0;5,0;5,0;227,0;2SemDragagem20302
79;GSA - E;3,0;3,0;0,0;227,0;2SemDragagem20302
80;GSA - E;7,0;4,0;3,0;230,0;2SemDragagem20302
81;GSA - E;6,0;5,0;1,0;231,0;2SemDragagem20302
82;GSA - E;12,0;5,0;7,0;238,0;2SemDragagem20302
83;GSA - E;2,0;4,0;-2,0;236,0;2SemDragagem20302
84;GSA - E;6,0;6,0;0,0;236,0;2SemDragagem20302
85;GSA - E;8,0;4,0;4,0;240,0;2SemDragagem20302
86;GSA - E;4,0;3,0;1,0;241,0;2SemDragagem20302
87;GSA - E;6,0;5,0;1,0;242,0;2SemDragagem20302
88;GSA - E;7,0;7,0;0,0;242,0;2SemDragagem20302
89;GSA - E;7,0;6,0;1,0;243,0;2SemDragagem20302
90;GSA - E;6,0;5,0;1,0;244,0;2SemDragagem20302
91;GSA - E;5,0;0,0;5,0;249,0;2SemDragagem20302
92;GSA - E;11,0;0,0;11,0;260,0;2SemDragagem20302
1;GSA - I;1,0;1,0;0,0;0,0;2SemDragagem20302
2;GSA - I;0,0;0,0;0,0;0,0;2SemDragagem20302
3;GSA - I;0,0;0,0;0,0;0,0;2SemDragagem20302
4;GSA - I;1,0;0,0;1,0;1,0;2SemDragagem20302
5;GSA - I;0,0;0,0;0,0;1,0;2SemDragagem20302
6;GSA - I;0,0;0,0;0,0;1,0;2SemDragagem20302
7;GSA - I;0,0;0,0;0,0;1,0;2SemDragagem20302
8;GSA - I;0,0;0,0;0,0;1,0;2SemDragagem20302
9;GSA - I;0,0;0,0;0,0;1,0;2SemDragagem20302
10;GSA - I;0,0;0,0;0,0;1,0;2SemDragagem20302
11;GSA - I;2,0;1,0;1,0;2,0;2SemDragagem20302
12;GSA - I;1,0;0,0;1,0;3,0;2SemDragagem20302
13;GSA - I;0,0;0,0;0,0;3,0;2SemDragagem20302
14;GSA - I;1,0;0,0;1,0;4,0;2SemDragagem20302
15;GSA - I;0,0;0,0;0,0;4,0;2SemDragagem20302
16;GSA - I;0,0;1,0;-1,0;3,0;2SemDragagem20302
17;GSA - I;0,0;0,0;0,0;3,0;2SemDragagem20302
18;GSA - I;1,0;0,0;1,0;4,0;2SemDragagem20302
19;GSA - I;0,0;0,0;0,0;4,0;2SemDragagem20302
20;GSA - I;0,0;0,0;0,0;4,0;2SemDragagem20302
21;GSA - I;1,0;0,0;1,0;5,0;2SemDragagem20302
22;GSA - I;0,0;1,0;-1,0;4,0;2SemDragagem20302
23;GSA - I;0,0;0,0;0,0;4,0;2SemDragagem20302
24;GSA - I;0,0;0,0;0,0;4,0;2SemDragagem20302
25;GSA - I;0,0;0,0;0,0;4,0;2SemDragagem20302
26;GSA - I;0,0;0,0;0,0;4,0;2SemDragagem20302
27;GSA - I;0,0;0,0;0,0;4,0;2SemDragagem20302
28;GSA - I;1,0;1,0;0,0;4,0;2SemDragagem20302
29;GSA - I;1,0;0,0;1,0;5,0;2SemDragagem20302
30;GSA - I;1,0;0,0;1,0;6,0;2SemDragagem20302
31;GSA - I;2,0;0,0;2,0;8,0;2SemDragagem20302
32;GSA - I;0,0;0,0;0,0;8,0;2SemDragagem20302
33;GSA - I;1,0;0,0;1,0;9,0;2SemDragagem20302
34;GSA - I;0,0;1,0;-1,0;8,0;2SemDragagem20302
35;GSA - I;1,0;1,0;0,0;8,0;2SemDragagem20302
36;GSA - I;0,0;0,0;0,0;8,0;2SemDragagem20302
37;GSA - I;0,0;0,0;0,0;8,0;2SemDragagem20302
38;GSA - I;0,0;0,0;0,0;8,0;2SemDragagem20302
39;GSA - I;0,0;0,0;0,0;8,0;2SemDragagem20302
40;GSA - I;0,0;0,0;0,0;8,0;2SemDragagem20302
41;GSA - I;0,0;1,0;-1,0;7,0;2SemDragagem20302
42;GSA - I;2,0;0,0;2,0;9,0;2SemDragagem20302
43;GSA - I;0,0;0,0;0,0;9,0;2SemDragagem20302
44;GSA - I;0,0;0,0;0,0;9,0;2SemDragagem20302
45;GSA - I;0,0;0,0;0,0;9,0;2SemDragagem20302
46;GSA - I;0,0;1,0;-1,0;8,0;2SemDragagem20302
47;GSA - I;0,0;0,0;0,0;8,0;2SemDragagem20302
48;GSA - I;0,0;0,0;0,0;8,0;2SemDragagem20302
49;GSA - I;0,0;0,0;0,0;8,0;2SemDragagem20302
50;GSA - I;0,0;0,0;0,0;8,0;2SemDragagem20302
51;GSA - I;0,0;0,0;0,0;8,0;2SemDragagem20302
52;GSA - I;0,0;1,0;-1,0;7,0;2SemDragagem20302
53;GSA - I;0,0;0,0;0,0;7,0;2SemDragagem20302
54;GSA - I;1,0;0,0;1,0;8,0;2SemDragagem20302
