SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;NON_P_DOCKED_DURATION;P_DOCKED_DURATION;DOCKED_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;MARKET_CATEGORY;SIZE_CATEGORY;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H;CARGO;DIRECTION
2SemDragagem20302;3805;36.0;225.0;0.0;0;0;0;1;14:38;0.0;0.0;3.67;3.67;0.0;1.75;1.75;28.31;36.9;67.0;;;;;;ELDORADO;CGNC;;BERÇO ARM 31;1;18:20;1;19:35;2;23:08;4;12:05;4.0;14:35;4.0;15:25;55000;1.0
2SemDragagem20302;3806;23.0;225.0;0.0;0;0;0;1;15:44;0.0;0.0;4.42;4.42;4.08;1.75;5.83;3.56;53.25;62.67;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 16/17;1;20:10;1;21:40;2;0:28;4;5:45;4.0;12:20;4.0;13:25;70000;1.0
2SemDragagem20302;3807;23.0;195.0;11.25;0;0;0;1;13:39;0.0;0.0;3.17;3.17;0.25;1.17;1.42;2.5;75.33;79.25;;;;;;HIDROVIAS;GSM - I;;BERÇO ARM 22/23;1;16:50;1;17:55;1;19:40;4;23:00;5.0;1:10;5.0;2:30;45000;2.0
2SemDragagem20302;3808;23.0;185.0;10.75;0;0;0;1;16:44;0.0;0.0;3.67;3.67;0.0;0.0;0.0;3.15;16.8;20.0;;;;;;SANTOSBR;CGC;;BERÇO TECON 1.1;1;20:25;1;21:40;2;0:04;2;16:55;2.0;17:40;2.0;18:50;1000;3.0
2SemDragagem20302;3809;23.0;265.0;11.75;0;0;0;1;15:39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.75;15.61;17.42;;;;;;SANTOSBR;CGC;;BERÇO TECON 2;1;15:40;1;16:55;1;17:55;2;9:35;2.0;10:20;2.0;11:30;3000;3.0
2SemDragagem20302;3810;43.0;339.0;14.0;0;0;0;1;16:44;64.75;0.0;1.0;65.75;21.08;0.08;21.17;1.87;25.92;49.0;;;;;;SANTOSBR;CGC;;BERÇO TECON 2;4;10:30;4;11:45;4;12:52;5;14:50;6.0;12:45;6.0;13:55;6000;3.0
2SemDragagem20302;3811;23.0;175.0;10.75;0;0;0;1;12:36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.52;59.07;65.58;;;;;;STOLTHAVEN;GL;;BERÇO AL 02;1;12:40;1;14:15;1;20:01;4;7:05;4.0;7:50;4.0;9:40;35000;2.0
2SemDragagem20302;3812;23.0;195.0;12.25;0;0;0;1;15:42;0.0;0.0;0.17;0.17;3.0;0.83;3.83;6.22;89.37;99.42;;;;;;TERMAG;GSM - I;;BERÇO TERMAG;1;15:55;1;16:45;1;22:13;5;15:35;5.0;20:10;5.0;21:15;45000;2.0
2SemDragagem20302;3813;23.0;195.0;9.25;0;0;1;1;13:41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.65;20.97;22.67;;;;;;TEV;RORO;;BERÇO TEV;1;13:45;1;15:05;1;15:59;2;13:00;2.0;13:45;2.0;15:00;1500;3.0
2SemDragagem20302;3814;23.0;245.0;0.0;0;0;0;1;14:45;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.69;97.87;101.58;;;;;;TGG;GSA - E;;BERÇO TGG;1;14:45;1;15:55;1;17:51;5;19:45;5.0;21:30;5.0;22:15;85000;1.0
2SemDragagem20302;3815;23.0;225.0;0.0;0;0;0;1;13:36;0.0;0.0;1.75;1.75;8.17;1.25;9.42;7.6;62.19;79.25;;;;;;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 2;1;15:25;1;18:00;2;0:51;4;15:05;5.0;1:15;5.0;3:15;70000;1.0
2SemDragagem20302;3816;23.0;245.0;0.0;0;0;0;1;15:39;0.0;0.0;0.67;0.67;1.5;0.33;1.83;4.02;48.22;54.08;;;;;;TRANSPETRO;GL;;BERÇO AL 01;1;16:20;1;18:15;1;21:31;3;21:45;4.0;0:20;4.0;1:50;60000;1.0
2SemDragagem20302;3817;23.0;185.0;0.0;0;0;0;1;16:42;5.75;52.25;7.0;65.0;3.83;3.33;7.17;3.58;29.94;40.75;;;;;;TRANSPETRO;GL;;BERÇO AL 02;4;9:45;4;11:40;4;14:29;5;20:30;6.0;4:25;6.0;5:55;35000;1.0
2SemDragagem20302;3818;23.0;185.0;0.0;0;0;0;1;16:42;5.75;48.42;3.25;57.42;0.5;0.0;0.5;1.43;29.94;31.92;;;;;;TRANSPETRO;GL;;BERÇO AL 01;4;2:10;4;4:05;4;4:45;5;10:45;5.0;12:00;5.0;13:30;35000;1.0
2SemDragagem20302;3819;23.0;185.0;10.75;0;0;0;1;17:48;0.0;0.0;0.0;0.0;0.92;2.92;3.83;0.75;62.88;67.5;;;;;;VOPAK;GL;;BERÇO AL 03;1;17:50;1;19:25;1;19:25;4;10:20;4.0;14:55;4.0;16:45;35000;2.0
2SemDragagem20302;3820;23.0;225.0;0.0;0;0;0;1;16:45;0.25;0.0;2.5;2.75;0.0;0.0;0.0;1.62;55.1;56.75;;;;;;XXXIX;GSA - E;;BERÇO ARM 37;1;19:30;1;20:35;1;21:27;4;4:35;4.0;5:20;4.0;6:00;70000;1.0
2SemDragagem20302;3821;36.0;225.0;0.0;0;0;0;2;14:43;0.0;0.0;0.33;0.33;1.67;0.08;1.75;2.09;99.0;102.83;;;;;;ARAUCO;CGNC;;BERÇO ARAUCO 1;2;15:05;2;17:15;2;18:35;6;21:35;7.0;0:05;7.0;1:50;55000;1.0
2SemDragagem20302;3822;36.0;225.0;0.0;0;0;0;2;17:50;0.0;0.0;2.17;2.17;0.83;0.92;1.75;9.29;99.66;110.75;;;;;;BRACELL;CGNC;;BERÇO ARM 35P2;2;20:00;2;21:15;3;5:47;7;9:30;7.0;12:00;7.0;12:50;55000;1.0
2SemDragagem20302;3823;23.0;295.0;14.25;0;0;0;2;19:53;37.75;0.0;3.83;41.58;0.08;0.0;0.08;3.58;20.66;24.33;;;;;;BTP;CGC;;BERÇO BTP 3;4;13:30;4;15:20;4;18:09;5;14:50;5.0;15:40;5.0;17:25;4000;3.0
2SemDragagem20302;3824;23.0;325.0;13.75;0;0;0;2;17:48;39.67;0.0;0.5;40.17;23.0;0.0;23.0;5.12;20.66;48.83;;;;;;BTP;CGC;;BERÇO BTP 1;4;10:00;4;11:50;4;16:12;5;12:55;6.0;12:40;6.0;14:25;4000;3.0
2SemDragagem20302;3825;23.0;225.0;0.0;0;0;0;2;19:53;49.83;112.25;0.0;162.08;0.0;0.17;0.17;4.44;68.98;73.58;;;;;;COFCO;GSA - E;;BERÇO ARM 12A;9;14:00;9;15:30;9;19:11;12;16:10;12.0;17:05;12.0;18:10;70000;1.0
2SemDragagem20302;3826;23.0;225.0;0.0;0;0;0;2;18:52;18.67;51.92;0.0;70.58;0.17;0.0;0.17;19.8;68.98;89.0;;;;;;COFCO;GSA - E;;BERÇO ARM 12A;5;17:30;5;19:00;6;14:03;9;11:05;9.0;12:00;9.0;13:05;70000;1.0
2SemDragagem20302;3827;23.0;195.0;0.0;0;0;0;2;18:57;27.25;53.08;4.25;84.58;0.0;0.33;0.33;2.63;39.48;42.5;;;;;;COPESUCAR;GSA - E;;BERÇO ARM 20/21;6;7:35;6;9:00;6;10:52;8;2:25;8.0;3:30;8.0;4:30;45000;1.0
2SemDragagem20302;3828;23.0;215.0;10.75;0;0;0;2;17:48;0.0;0.0;1.33;1.33;0.0;0.0;0.0;3.0;13.38;16.42;;;;;;DPW - CGC;CGC;;BERÇO DPW 1;2;19:10;2;20:30;2;22:45;3;12:10;3.0;12:55;3.0;14:30;1000;3.0
2SemDragagem20302;3829;23.0;265.0;12.25;0;0;0;2;17:48;0.0;1.92;0.0;1.92;0.0;0.17;0.17;2.27;17.86;20.33;;;;;;DPW - CGC;CGC;;BERÇO DPW 2;2;19:45;2;21:25;2;22:56;3;16:50;3.0;17:45;3.0;19:20;3000;3.0
2SemDragagem20302;3830;23.0;305.0;13.75;0;0;0;2;17:48;47.83;6.5;0.0;54.33;0.0;1.33;1.33;2.26;21.93;25.58;;;;;;DPW - CGC;CGC;;BERÇO DPW 2;5;0:10;5;1:50;5;3:20;6;1:20;6.0;3:25;6.0;5:00;4000;3.0
2SemDragagem20302;3831;36.0;225.0;0.0;0;0;0;2;17:46;2.5;45.0;0.0;47.5;0.42;3.75;4.17;4.03;36.9;45.17;;;;;;ELDORADO;CGNC;;BERÇO ARM 31;4;17:20;4;18:35;4;21:51;6;10:50;6.0;15:45;6.0;16:35;55000;1.0
2SemDragagem20302;3832;23.0;225.0;0.0;0;0;0;2;18:53;11.83;31.0;0.0;42.83;1.0;0.0;1.0;2.44;53.25;56.75;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 16/17;4;13:45;4;15:15;4;16:56;6;22:15;7.0;0:00;7.0;1:05;70000;1.0
2SemDragagem20302;3833;23.0;185.0;12.25;0;0;0;2;20:54;3.25;49.08;2.58;54.92;0.0;1.42;1.42;8.19;75.33;85.0;;;;;;HIDROVIAS;GSM - I;;BERÇO ARM 22/23;5;3:50;5;4:55;5;12:21;8;15:45;8.0;17:55;8.0;19:15;45000;2.0
2SemDragagem20302;3834;23.0;225.0;13.25;0;0;0;2;20:54;15.42;126.58;3.67;145.67;0.83;0.0;0.83;6.46;49.28;56.58;;;;;;HIDROVIAS;GSM - I;;BERÇO ARM 22/23;8;22:35;8;23:40;9;5:22;11;6:40;11.0;8:15;11.0;9:35;70000;2.0
2SemDragagem20302;3835;23.0;215.0;11.25;0;0;0;2;20:53;0.0;0.0;0.0;0.0;0.0;0.42;0.42;3.92;16.8;21.17;;;;;;SANTOSBR;CGC;;BERÇO TECON 1.1;2;20:55;2;22:10;3;1:20;3;18:10;3.0;19:20;3.0;20:30;1000;3.0
2SemDragagem20302;3836;23.0;295.0;13.75;0;0;0;2;20:53;43.42;4.08;2.25;49.75;1.58;1.58;3.17;2.88;21.3;27.42;;;;;;SANTOSBR;CGC;;BERÇO TECON 1/2;4;22:40;4;23:55;5;2:02;5;23:25;6.0;3:20;6.0;4:30;4000;3.0
2SemDragagem20302;3837;23.0;225.0;0.0;0;0;0;2;19:51;0.08;0.0;0.25;0.33;3.75;0.33;4.08;2.88;78.07;85.08;;;;;;TEG;GSA - E;;BERÇO TEG;2;20:15;2;21:25;2;23:32;6;5:40;6.0;10:30;6.0;11:15;70000;1.0
2SemDragagem20302;3838;23.0;225.0;0.0;0;0;0;2;14:40;0.0;0.0;1.42;1.42;0.0;0.0;0.0;5.51;111.09;116.67;;;;;;TES;GSA - E;;BERÇO ARM 38;2;16:05;2;17:10;2;21:55;7;13:05;7.0;13:50;7.0;14:30;70000;1.0
2SemDragagem20302;3839;23.0;195.0;9.25;0;0;1;2;15:46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.64;20.97;24.67;;;;;;TEV;RORO;;BERÇO TEV;2;15:50;2;17:10;2;20:03;3;17:05;3.0;17:50;3.0;19:05;1500;3.0
2SemDragagem20302;3840;23.0;225.0;0.0;0;0;0;2;19:55;7.75;44.17;3.5;55.42;0.0;0.25;0.25;6.37;62.19;68.83;;;;;;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 2;5;3:20;5;5:55;5;11:32;8;1:45;8.0;2:45;8.0;4:45;70000;1.0
2SemDragagem20302;3841;23.0;225.0;0.0;0;0;0;2;18:53;0.0;0.0;0.58;0.58;0.17;0.0;0.17;4.58;62.19;67.0;;;;;;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 3;2;19:30;2;22:05;3;1:54;5;16:10;5.0;17:05;5.0;19:05;70000;1.0
2SemDragagem20302;3842;23.0;185.0;0.0;0;0;0;2;19:50;5.75;52.58;7.42;65.75;0.42;0.08;0.5;2.1;29.94;32.58;;;;;;TRANSPETRO;GL;;BERÇO AL 01;5;13:35;5;15:30;5;16:51;6;22:50;7.0;0:05;7.0;1:35;35000;1.0
2SemDragagem20302;3843;23.0;225.0;0.0;0;0;0;2;18:53;12.08;22.75;0.33;35.17;0.0;0.0;0.0;1.36;55.1;56.5;;;;;;XXXIX;GSA - E;;BERÇO ARM 37;4;6:05;4;7:10;4;7:46;6;14:55;6.0;15:40;6.0;16:20;70000;1.0
2SemDragagem20302;3844;36.0;225.0;0.0;0;0;0;3;21:49;2.17;0.0;1.92;4.08;0.0;0.0;0.0;7.84;99.0;106.83;;;;;;ARAUCO;CGNC;;BERÇO ARAUCO 2;4;1:55;4;4:05;4;11:10;8;14:10;8.0;14:55;8.0;16:40;55000;1.0
2SemDragagem20302;3845;23.0;225.0;0.0;0;0;0;3;21:54;0.0;0.0;0.33;0.33;2.42;0.17;2.58;5.29;51.12;59.0;;;;;;ADM;GSA - E;;BERÇO ARM 39;3;22:15;3;23:20;4;3:52;6;7:00;6.0;10:20;6.0;11:00;70000;1.0
2SemDragagem20302;3846;23.0;185.0;12.2;0;0;0;3;23:51;9.58;0.0;0.75;10.33;1.67;5.08;6.75;1.12;64.43;72.33;;;;;;AGEO_TERMINAIS;GL;;BERÇO Ageo I;4;10:15;4;11:40;4;12:02;7;4:30;7.0;12:00;7.0;13:40;35000;2.0
2SemDragagem20302;3847;23.0;245.0;14.25;0;0;0;3;20:55;26.75;7.5;6.75;41.0;1.0;0.0;1.0;2.71;14.7;18.42;;;;;;BTP;CGC;;BERÇO BTP 3;5;13:55;5;15:45;5;17:42;6;8:25;6.0;10:10;6.0;11:55;3000;3.0
2SemDragagem20302;3848;23.0;295.0;14.25;0;0;0;3;20:55;37.33;9.5;6.25;53.08;6.67;0.17;6.83;4.84;20.66;32.33;;;;;;BTP;CGC;;BERÇO BTP 2;6;2:00;6;3:50;6;7:55;7;4:35;7.0;12:10;7.0;13:55;4000;3.0
2SemDragagem20302;3849;23.0;215.0;0.0;0;0;0;3;18:56;0.0;0.0;2.58;2.58;0.0;0.75;0.75;0.95;77.19;78.92;;;;;;CITROSUCO;GL;;BERÇO ARM 29;3;21:35;3;22:55;3;23:07;7;4:20;7.0;5:50;7.0;6:45;35000;1.0
2SemDragagem20302;3850;23.0;225.0;0.0;0;0;0;3;20:58;68.75;145.0;0.0;213.75;3.75;0.75;4.5;4.96;68.98;78.5;;;;;;COFCO;GSA - E;;BERÇO ARM 12A;12;18:45;12;20:15;13;0:27;15;21:30;16.0;2:45;16.0;3:50;70000;1.0
2SemDragagem20302;3851;23.0;215.0;11.25;0;0;0;3;20:55;0.0;0.0;0.25;0.25;0.0;0.0;0.0;2.48;13.38;15.92;;;;;;DPW - CGC;CGC;;BERÇO DPW 3;3;21:10;3;22:45;4;0:28;4;13:55;4.0;14:40;4.0;15:50;1000;3.0
2SemDragagem20302;3852;23.0;275.0;12.75;0;0;0;3;20:55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.22;17.86;20.08;;;;;;DPW - CGC;CGC;;BERÇO DPW 1;3;20:55;3;22:15;3;23:43;4;17:35;4.0;18:20;4.0;19:55;3000;3.0
2SemDragagem20302;3853;23.0;295.0;14.25;0;0;0;3;20:55;32.25;17.08;0.33;49.67;0.0;3.75;3.75;2.64;21.93;28.33;;;;;;DPW - CGC;CGC;;BERÇO DPW 1;5;22:35;5;23:55;6;1:48;6;23:45;7.0;4:15;7.0;5:50;4000;3.0
2SemDragagem20302;3854;23.0;225.0;0.0;0;0;0;3;23:36;23.08;49.33;2.58;75.0;0.0;1.92;1.92;3.54;53.25;58.75;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 16/17;7;2:40;7;4:10;7;6:57;9;12:15;9.0;14:55;9.0;16:00;70000;1.0
2SemDragagem20302;3855;23.0;195.0;13.25;0;0;0;3;23:03;20.33;153.25;5.0;178.58;0.0;0.0;0.0;2.65;75.33;78.0;;;;;;HIDROVIAS;GSM - I;;BERÇO ARM 22/23;11;9:40;11;10:45;11;12:39;14;16:00;14.0;16:45;14.0;18:05;45000;2.0
2SemDragagem20302;3856;23.0;225.0;14.25;0;0;0;3;23:03;133.92;123.25;2.25;259.42;0.0;0.0;0.0;7.04;49.28;56.33;;;;;;HIDROVIAS;GSM - I;;BERÇO ARM 22/23;14;18:30;14;19:35;15;1:52;17;3:10;17.0;3:55;17.0;5:15;70000;2.0
2SemDragagem20302;3857;23.0;215.0;11.25;0;0;0;3;21:56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.88;16.8;20.75;;;;;;SANTOSBR;CGC;;BERÇO TECON 1.1;3;22:00;3;23:15;4;2:22;4;19:15;4.0;20:00;4.0;21:10;1000;3.0
2SemDragagem20302;3858;23.0;275.0;12.75;0;0;0;3;21:56;1.25;0.0;4.17;5.42;0.67;1.0;1.67;3.05;15.61;20.33;;;;;;SANTOSBR;CGC;;BERÇO TECON 3;4;3:25;4;4:40;4;6:58;4;22:35;5.0;1:00;5.0;2:10;3000;3.0
2SemDragagem20302;3859;23.0;295.0;13.75;0;0;0;3;21:56;19.58;0.42;6.42;26.42;5.67;3.08;8.75;2.6;21.3;32.67;;;;;;SANTOSBR;CGC;;BERÇO TECON 3;5;0:25;5;1:40;5;3:31;6;0:50;6.0;10:20;6.0;11:30;4000;3.0
2SemDragagem20302;3860;23.0;295.0;13.75;0;0;0;3;22:58;51.92;18.08;19.92;89.92;5.17;1.58;6.75;4.11;21.3;32.17;;;;;;SANTOSBR;CGC;;BERÇO TECON 2;7;16:55;7;18:10;7;21:31;8;18:50;9.0;2:20;9.0;3:30;4000;3.0
2SemDragagem20302;3861;23.0;225.0;0.0;0;0;0;3;21:47;28.67;61.75;0.0;90.42;0.0;0.25;0.25;8.0;111.09;119.33;;;;;;TES;GSA - E;;BERÇO ARM 38;7;16:15;7;17:20;8;0:35;12;15:40;12.0;16:40;12.0;17:20;70000;1.0
2SemDragagem20302;3862;23.0;235.0;0.0;0;0;0;3;22:40;18.0;77.58;6.67;102.25;0.33;2.33;2.67;1.97;62.19;66.83;;;;;;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 2;8;4:55;8;7:30;8;8:43;10;22:55;11.0;2:20;11.0;4:20;70000;1.0
2SemDragagem20302;3863;23.0;185.0;11.25;0;0;0;3;21:56;11.42;35.67;10.0;57.08;0.0;0.0;0.0;3.49;29.94;33.5;;;;;;TRANSPETRO;GL;;BERÇO AL 02;6;7:05;6;8:40;6;11:24;7;17:25;7.0;18:10;7.0;20:00;35000;2.0
2SemDragagem20302;3864;23.0;225.0;0.0;0;0;0;3;19:56;18.67;48.67;1.42;68.75;0.0;0.0;0.0;9.65;55.1;64.75;;;;;;XXXIX;GSA - E;;BERÇO ARM 37;6;16:45;6;17:50;7;2:44;9;9:50;9.0;10:35;9.0;11:15;70000;1.0
2SemDragagem20302;3865;36.0;225.0;0.0;0;0;0;4;1:02;0.0;0.0;3.25;3.25;0.0;0.17;0.17;6.91;99.0;106.08;;;;;;ARAUCO;CGNC;;BERÇO ARAUCO 3;4;4:20;4;6:30;4;12:39;8;15:40;8.0;16:35;8.0;18:35;55000;1.0
2SemDragagem20302;3866;23.0;155.0;0.0;0;0;0;4;6:05;12.17;61.75;12.08;86.0;1.5;1.17;2.67;16.76;42.57;62.0;;;;;;STS;GL;;BERÇO AL 02;7;20:05;7;22:00;8;14:00;10;8:35;10.0;12:00;10.0;13:30;18000;1.0
2SemDragagem20302;3867;23.0;155.0;0.0;0;0;0;4;2:05;0.0;0.0;0.58;0.58;2.67;17.67;20.33;1.35;45.88;67.58;;;;;;AGEO_TERMINAIS;GL;;BERÇO IB BC;4;2:40;4;4:25;4;5:01;6;2:55;7.0;0:00;7.0;1:20;18000;1.0
2SemDragagem20302;3868;23.0;305.0;9.75;0;0;0;4;1:03;0.0;0.0;1.33;1.33;0.0;7.33;7.33;1.9;20.66;29.92;;;;;;BTP;CGC;;BERÇO BTP 2;4;2:25;4;4:15;4;5:24;5;2:05;5.0;10:10;5.0;11:55;4000;3.0
2SemDragagem20302;3869;23.0;225.0;0.0;0;0;0;4;0:00;7.33;19.08;1.17;27.58;0.0;0.0;0.0;4.26;68.98;73.25;;;;;;COFCO;GSA - E;;BERÇO ARM 13/14;5;3:35;5;5:05;5;8:35;8;5:35;8.0;6:20;8.0;7:25;70000;1.0
2SemDragagem20302;3870;23.0;225.0;0.0;0;0;0;4;0:03;30.92;69.75;2.75;103.42;0.0;0.0;0.0;8.69;68.98;77.67;;;;;;COFCO;GSA - E;;BERÇO ARM 13/14;8;7:30;8;9:00;8;16:56;11;13:55;11.0;14:40;11.0;15:45;70000;1.0
2SemDragagem20302;3871;23.0;185.0;0.0;0;0;0;4;2:03;12.42;79.92;6.75;99.08;0.0;2.0;2.0;3.39;39.48;44.92;;;;;;COPESUCAR;GSA - E;;BERÇO ARM 20/21;8;5:10;8;6:35;8;9:13;10;0:45;10.0;3:30;10.0;4:30;45000;1.0
2SemDragagem20302;3872;23.0;225.0;0.0;0;0;0;4;3:05;64.75;75.58;5.67;146.0;0.0;0.0;0.0;2.61;58.85;61.5;;;;;;COPESUCAR;GSA - E;;BERÇO ARM 20/21;10;5:05;10;6:30;10;8:21;12;19:15;12.0;20:00;12.0;21:00;70000;1.0
2SemDragagem20302;3873;23.0;205.0;0.0;0;0;0;4;5:10;22.75;174.75;11.08;208.58;0.25;0.0;0.25;3.16;21.4;24.83;;;;;;COPESUCAR;GSA - E;;BERÇO ARM 20/21;12;21:45;12;23:10;13;1:34;13;23:00;14.0;0:00;14.0;1:00;55000;1.0
2SemDragagem20302;3874;23.0;245.0;8.75;0;0;0;4;0:00;0.0;0.08;2.83;2.92;0.0;0.42;0.42;2.55;17.86;20.83;;;;;;DPW - CGC;CGC;;BERÇO DPW 2;4;2:55;4;4:35;4;6:23;5;0:15;5.0;1:25;5.0;3:00;3000;3.0
2SemDragagem20302;3875;23.0;295.0;8.75;0;0;0;4;0:00;0.0;12.58;4.5;17.08;0.42;0.0;0.42;3.37;21.93;25.75;;;;;;DPW - CGC;CGC;;BERÇO DPW 1;4;17:05;4;18:25;4;21:02;5;19:00;5.0;20:10;5.0;21:45;4000;3.0
2SemDragagem20302;3876;23.0;185.0;0.0;0;0;0;4;0:03;0.0;0.0;0.17;0.17;3.0;0.17;3.17;3.42;37.2;43.83;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 19;4;0:15;4;1:40;4;4:20;5;17:35;5.0;21:30;5.0;22:30;45000;1.0
2SemDragagem20302;3877;23.0;225.0;0.0;0;0;0;4;0:02;19.08;31.17;6.92;57.17;3.25;0.58;3.83;4.25;53.25;61.33;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 19;6;9:15;6;10:40;6;14:10;8;19:25;9.0;0:00;9.0;1:00;70000;1.0
2SemDragagem20302;3878;32.2;205.0;0.0;0;0;0;4;0:03;16.42;89.58;15.25;121.25;0.0;0.0;0.0;4.38;39.16;43.58;;;;;;ELEVACOES;GSA - E;;BERÇO ARM 19;9;1:20;9;2:45;9;6:22;10;21:35;10.0;22:20;10.0;23:20;55000;1.0
