VESSEL_BEAM;VESSEL_LOA;VESSEL_DRAFT;VESSEL_EXIT_DRAFT;DIRECTION;ARRIVAL_HOUR;ARRIVAL_MINUTE;ARRIVAL_WEEKDAY;ARRIVAL_WEEKDAY_NUM;ARRIVAL_DAY;DANGEROUS_FLAG;PASSENGER_FLAG;RORO_FLAG;TONNAGE;SERVICE_DURATION;WAIT_FOR_SERVICE;WAIT_FOR_UNDOCK;ARRIVAL_MONTH;ARRIVAL_MONTH_NUM;TERMINAL;TERMINAL_ID;VESSEL_SIZE_CATEGORY;VESSEL_MARKET_CATEGORY;ARRIVAL_ID;DEMAND_SCENARIO
23.0;255.0;11.25;11.25;3.0;12;34;THU;3;2;False;False;False;3000;17.86;2.48;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;14;D203515_newpanamax
23.0;295.0;12.75;12.75;3.0;12;34;THU;3;2;False;False;False;4000;21.93;1.93;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;15;D203515_newpanamax
23.0;185.0;10.25;10.25;3.0;13;36;THU;3;2;False;False;False;1000;16.8;2.68;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;16;D203515_newpanamax
23.0;215.0;9.75;9.75;3.0;13;36;THU;3;2;False;False;False;1000;16.8;1.85;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;17;D203515_newpanamax
23.0;265.0;11.25;11.25;3.0;12;32;THU;3;2;False;False;False;3000;15.61;2.39;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;18;D203515_newpanamax
23.0;295.0;12.75;12.75;3.0;13;36;THU;3;2;False;False;False;4000;21.3;2.3;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;19;D203515_newpanamax
23.0;295.0;12.75;12.75;3.0;13;36;THU;3;2;False;False;False;4000;21.3;4.31;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;20;D203515_newpanamax
23.0;225.0;0.0;13.25;1.0;11;33;THU;3;2;False;False;False;70000;88.35;1.35;0.75;JAN;1;TEAG;33;PANAMAX;GSA - E;21;D203515_newpanamax
23.0;225.0;0.0;13.25;1.0;12;33;THU;3;2;False;False;False;70000;61.75;3.23;0.75;JAN;1;TGRAO;39;PANAMAX;GSA - E;22;D203515_newpanamax
23.0;225.0;10.25;0.0;2.0;12;33;THU;3;2;False;False;False;70000;104.45;1.18;0.75;JAN;1;TIPLAM - GSM - I;42;PANAMAX;GSM - I;23;D203515_newpanamax
23.0;185.0;0.0;9.75;1.0;14;36;THU;3;2;False;False;False;35000;29.94;3.6;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;24;D203515_newpanamax
44.0;323.0;8.6;8.6;3.0;7;0;0;3;2;False;True;False;0;10.67;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;25;D203515_newpanamax
17.0;75.2;4.5;5.0;1.0;10;30;0;3;2;False;False;False;0;6.33;0.17;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;26;D203515_newpanamax
23.0;205.0;10.25;10.25;3.0;15;40;FRI;4;3;False;False;False;1000;16.8;0.82;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;27;D203515_newpanamax
23.0;185.0;10.25;10.25;3.0;14;37;FRI;4;3;False;False;False;1000;16.8;1.83;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;28;D203515_newpanamax
23.0;295.0;12.75;12.75;3.0;16;43;FRI;4;3;False;False;False;4000;21.3;0.88;0.75;JAN;1;TECON10;3;POST-PANAMAXI;CGC;29;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;15;40;FRI;4;3;False;False;False;6000;25.92;1.44;0.75;JAN;1;TECON10;3;POST-PANAMAXII;CGC;30;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;14;37;FRI;4;3;False;False;False;6000;25.92;1.22;0.75;JAN;1;TECON10;3;POST-PANAMAXII;CGC;31;D203515_newpanamax
23.0;295.0;13.75;13.75;3.0;14;40;FRI;4;3;False;False;False;4000;20.66;1.07;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;32;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;12;35;FRI;4;3;False;False;False;6000;23.63;2.49;0.75;JAN;1;BTP;13;POST-PANAMAXII;CGC;33;D203515_newpanamax
23.0;225.0;0.0;13.25;1.0;18;51;FRI;4;3;False;False;False;70000;54.03;0.53;0.75;JAN;1;CUTRALE - GSA - E;19;PANAMAX;GSA - E;34;D203515_newpanamax
23.0;215.0;10.25;10.25;3.0;15;41;FRI;4;3;False;False;False;1000;13.38;3.05;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;35;D203515_newpanamax
23.0;265.0;11.75;11.75;3.0;17;45;FRI;4;3;False;False;False;3000;17.86;2.1;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;36;D203515_newpanamax
23.0;295.0;13.75;13.75;3.0;17;45;FRI;4;3;False;False;False;4000;21.93;2.35;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;37;D203515_newpanamax
23.0;305.0;13.25;13.25;3.0;16;45;FRI;4;3;False;False;False;4000;21.93;1.93;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;38;D203515_newpanamax
23.0;265.0;11.75;11.75;3.0;15;40;FRI;4;3;False;False;False;3000;15.61;1.2;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;39;D203515_newpanamax
23.0;245.0;0.0;11.25;1.0;15;40;FRI;4;3;False;False;False;60000;48.22;7.85;0.75;JAN;1;TRANSPETRO;43;LR1LONGRANGE1;GL;40;D203515_newpanamax
23.0;185.0;0.0;9.75;1.0;15;37;FRI;4;3;False;False;False;35000;29.94;3.01;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;41;D203515_newpanamax
23.0;175.0;9.25;0.0;2.0;15;43;FRI;4;3;False;False;False;35000;90.66;11.99;0.75;JAN;1;USIMINAS;46;HANDYSIZE;CGNC;42;D203515_newpanamax
38.0;333.33;8.6;8.6;3.0;6;25;0;4;3;False;True;False;0;11.33;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;43;D203515_newpanamax
23.0;135.0;7.25;7.25;3.0;17;47;SAT;5;4;False;False;False;500;7.08;3.13;0.75;JAN;1;TECON10;3;FEEDER/EARLY;CGC;44;D203515_newpanamax
23.0;205.0;11.25;11.25;3.0;19;52;SAT;5;4;False;False;False;1000;16.8;2.62;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;45;D203515_newpanamax
23.0;265.0;12.75;12.75;3.0;19;52;SAT;5;4;False;False;False;3000;15.61;2.54;0.75;JAN;1;TECON10;3;PANAMAX;CGC;46;D203515_newpanamax
23.0;255.0;12.75;12.75;3.0;19;51;SAT;5;4;False;False;False;3000;15.61;4.39;0.75;JAN;1;TECON10;3;PANAMAX;CGC;47;D203515_newpanamax
23.0;305.0;13.25;13.25;3.0;19;52;SAT;5;4;False;False;False;4000;21.3;1.75;0.75;JAN;1;TECON10;3;POST-PANAMAXI;CGC;48;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;19;52;SAT;5;4;False;False;False;6000;25.92;1.55;0.75;JAN;1;TECON10;3;POST-PANAMAXII;CGC;49;D203515_newpanamax
23.0;155.0;10.25;0.0;2.0;19;52;SAT;5;4;False;False;False;18000;45.88;0.34;0.75;JAN;1;AGEO_TERMINAIS;11;GPGENERALPURPOSE;GL;50;D203515_newpanamax
23.0;185.0;11.25;0.0;2.0;19;52;SAT;5;4;False;False;False;35000;64.43;0.61;0.75;JAN;1;AGEO_TERMINAIS;11;MRMEDIUMRANGE;GL;51;D203515_newpanamax
23.0;215.0;10.75;10.75;3.0;17;48;SAT;5;4;False;False;False;1000;13.38;1.72;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;52;D203515_newpanamax
23.0;275.0;12.25;12.25;3.0;18;51;SAT;5;4;False;False;False;3000;17.86;1.98;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;53;D203515_newpanamax
23.0;265.0;12.25;12.25;3.0;17;47;SAT;5;4;False;False;False;3000;17.86;2.17;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;54;D203515_newpanamax
36.0;225.0;0.0;11.7;1.0;20;54;SAT;5;4;False;False;False;55000;50.0;5.01;0.75;JAN;1;SUZANO;25;NAVIOCARGAGERAL;CGNC;55;D203515_newpanamax
23.0;255.0;12.75;12.75;3.0;19;51;SAT;5;4;False;False;False;3000;15.61;1.42;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;56;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;19;51;SAT;5;4;False;False;False;6000;25.92;3.65;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;57;D203515_newpanamax
23.0;185.0;12.75;0.0;2.0;15;43;SAT;5;4;False;False;False;45000;89.37;8.42;0.75;JAN;1;TERMAG;35;HANDYMAX;GSM - I;58;D203515_newpanamax
23.0;225.0;0.0;13.75;1.0;16;49;SAT;5;4;False;False;False;70000;39.92;2.54;0.75;JAN;1;TGG;38;PANAMAX;GSA - E;59;D203515_newpanamax
23.0;195.0;10.25;0.0;2.0;16;47;SAT;5;4;False;False;False;45000;85.0;3.63;0.75;JAN;1;TIPLAM - GSM - I;42;HANDYMAX;GSM - I;60;D203515_newpanamax
23.0;225.0;13.25;0.0;2.0;16;47;SAT;5;4;False;False;False;70000;104.45;4.64;0.75;JAN;1;TIPLAM - GSM - I;42;PANAMAX;GSM - I;61;D203515_newpanamax
23.0;225.0;12.25;0.0;2.0;17;50;SAT;5;4;False;False;False;60000;81.86;3.89;0.75;JAN;1;ULTRACARGO;45;LR1LONGRANGE1;GL;62;D203515_newpanamax
52.0;331.43;8.7;8.6;3.0;5;0;0;5;4;False;True;False;0;11.75;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;63;D203515_newpanamax
50.0;305.0;8.5;8.5;3.0;6;0;0;5;4;False;True;False;0;10.92;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;64;D203515_newpanamax
36.0;225.0;0.0;13.0;1.0;19;59;SUN;6;5;False;False;False;55000;99.0;1.24;0.75;JAN;1;ARAUCO;1;NAVIOCARGAGERAL;CGNC;65;D203515_newpanamax
23.0;295.0;14.75;14.75;3.0;23;3;SUN;6;5;False;False;False;4000;21.3;3.67;0.75;JAN;1;TECON10;3;POST-PANAMAXI;CGC;66;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;23;3;SUN;6;5;False;False;False;6000;25.92;2.44;0.75;JAN;1;TECON10;3;POST-PANAMAXII;CGC;67;D203515_newpanamax
23.0;195.0;12.75;0.0;2.0;19;56;SUN;6;5;False;False;False;45000;89.37;7.99;0.75;JAN;1;RUMO - GSM - I;5;HANDYMAX;GSM - I;68;D203515_newpanamax
23.0;225.0;0.0;13.75;1.0;21;54;SUN;6;5;False;False;False;70000;51.12;2.49;0.75;JAN;1;ADM;9;PANAMAX;GSA - E;69;D203515_newpanamax
23.0;275.0;14.25;14.25;3.0;22;59;SUN;6;5;False;False;False;3000;14.7;2.83;0.75;JAN;1;BTP;13;PANAMAX;CGC;70;D203515_newpanamax
23.0;295.0;14.25;14.25;3.0;22;59;SUN;6;5;False;False;False;4000;20.66;1.35;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;71;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;23;42;SUN;6;5;False;False;False;6000;23.63;3.17;0.75;JAN;1;BTP;13;POST-PANAMAXII;CGC;72;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;22;59;SUN;6;5;False;False;False;6000;23.63;2.65;0.75;JAN;1;BTP;13;POST-PANAMAXII;CGC;73;D203515_newpanamax
23.0;205.0;11.75;11.75;3.0;23;21;SUN;6;5;False;False;False;1000;13.38;2.41;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;74;D203515_newpanamax
23.0;275.0;14.25;14.25;3.0;23;21;SUN;6;5;False;False;False;3000;17.86;1.05;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;75;D203515_newpanamax
23.0;275.0;14.25;14.25;3.0;23;39;SUN;6;5;False;False;False;3000;17.86;2.35;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;76;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;22;59;SUN;6;5;False;False;False;6000;27.82;1.75;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXII;CGC;77;D203515_newpanamax
36.0;225.0;0.0;13.0;1.0;20;55;SUN;6;5;False;False;False;55000;64.0;9.19;0.75;JAN;1;DPW - CGNC;22;NAVIOCARGAGERAL;CGNC;78;D203515_newpanamax
23.0;275.0;14.25;14.25;3.0;23;32;SUN;6;5;False;False;False;3000;15.61;2.42;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;79;D203515_newpanamax
23.0;225.0;0.0;13.25;1.0;20;59;SUN;6;5;False;False;False;70000;88.35;0.33;0.75;JAN;1;TEAG;33;PANAMAX;GSA - E;80;D203515_newpanamax
23.0;155.0;10.25;0.0;2.0;19;54;SUN;6;5;False;False;False;18000;42.57;0.66;0.75;JAN;1;ULTRACARGO;45;GPGENERALPURPOSE;GL;81;D203515_newpanamax
23.0;175.0;9.75;0.0;2.0;18;54;SUN;6;5;False;False;False;35000;90.66;1.76;0.75;JAN;1;USIMINAS;46;HANDYSIZE;CGNC;82;D203515_newpanamax
44.0;323.0;8.6;8.6;3.0;6;0;0;6;5;False;True;False;0;11.08;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;83;D203515_newpanamax
44.0;289.59;8.3;8.35;3.0;6;30;0;6;5;False;True;False;0;10.67;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;84;D203515_newpanamax
23.0;185.0;8.75;8.75;3.0;1;4;MON;0;6;False;False;False;1000;16.8;2.59;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;85;D203515_newpanamax
23.0;255.0;8.75;8.75;3.0;0;0;MON;0;6;False;False;False;3000;15.61;3.74;0.75;JAN;1;TECON10;3;PANAMAX;CGC;86;D203515_newpanamax
23.0;295.0;9.25;9.25;3.0;0;0;MON;0;6;False;False;False;4000;21.3;3.54;0.75;JAN;1;TECON10;3;POST-PANAMAXI;CGC;87;D203515_newpanamax
23.0;225.0;0.0;12.75;1.0;5;7;MON;0;6;False;False;False;70000;51.12;2.26;0.75;JAN;1;ADM;9;PANAMAX;GSA - E;88;D203515_newpanamax
23.0;215.0;8.25;8.25;3.0;1;2;MON;0;6;False;False;False;1000;13.85;5.47;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;89;D203515_newpanamax
23.0;165.0;7.75;0.0;2.0;4;7;MON;0;6;False;False;False;18000;12.03;2.22;0.75;JAN;1;DOW;20;GPGENERALPURPOSE;GL;90;D203515_newpanamax
23.0;245.0;8.25;8.25;3.0;0;0;MON;0;6;False;False;False;3000;17.86;1.46;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;91;D203515_newpanamax
23.0;185.0;7.75;7.75;3.0;0;0;MON;0;6;False;False;False;1000;16.8;2.2;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;92;D203515_newpanamax
23.0;255.0;8.75;8.75;3.0;0;0;MON;0;6;False;False;False;3000;15.61;0.82;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;93;D203515_newpanamax
23.0;265.0;9.25;9.25;3.0;2;4;MON;0;6;False;False;False;3000;15.61;2.89;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;94;D203515_newpanamax
23.0;295.0;9.25;9.25;3.0;0;1;MON;0;6;False;False;False;4000;21.3;3.06;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;95;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;0;1;MON;0;6;False;False;False;6000;25.92;1.31;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;96;D203515_newpanamax
23.0;195.0;8.25;8.25;3.0;3;9;MON;0;6;False;False;True;1500;20.97;1.99;0.75;JAN;1;TEV;37;CARGARO-RO;RORO;97;D203515_newpanamax
23.0;225.0;0.0;13.25;1.0;1;6;MON;0;6;False;False;False;70000;61.75;0.82;0.75;JAN;1;TGRAO;39;PANAMAX;GSA - E;98;D203515_newpanamax
23.0;285.0;0.0;10.25;1.0;8;6;MON;0;6;True;False;False;76500;53.08;0.0;0.75;JAN;1;TRSP;44;LNGCARRIER;GL;99;D203515_newpanamax
17.0;75.2;4.15;5.0;1.0;8;10;0;0;6;False;False;False;0;5.0;0.17;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;100;D203515_newpanamax
23.0;225.0;0.0;8.25;1.0;7;9;TUE;1;7;False;False;False;60000;81.86;1.09;0.75;JAN;1;STS;2;LR1LONGRANGE1;GL;101;D203515_newpanamax
23.0;255.0;10.25;10.25;3.0;6;17;TUE;1;7;False;False;False;3000;15.61;3.98;0.75;JAN;1;TECON10;3;PANAMAX;CGC;102;D203515_newpanamax
23.0;225.0;0.0;12.75;1.0;5;9;TUE;1;7;False;False;False;70000;51.12;1.49;0.75;JAN;1;RUMO - GSA - E;4;PANAMAX;GSA - E;103;D203515_newpanamax
23.0;225.0;0.0;12.75;1.0;6;10;TUE;1;7;False;False;False;70000;51.12;3.64;0.75;JAN;1;ADM;9;PANAMAX;GSA - E;104;D203515_newpanamax
23.0;155.0;0.0;7.75;1.0;5;12;TUE;1;7;False;False;False;18000;45.88;0.79;0.75;JAN;1;AGEO_TERMINAIS;11;GPGENERALPURPOSE;GL;105;D203515_newpanamax
23.0;185.0;0.0;8.75;1.0;5;12;TUE;1;7;False;False;False;35000;64.43;0.43;0.75;JAN;1;AGEO_TERMINAIS;11;MRMEDIUMRANGE;GL;106;D203515_newpanamax
23.0;305.0;10.75;10.75;3.0;3;9;TUE;1;7;False;False;False;4000;20.66;2.38;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;107;D203515_newpanamax
23.0;195.0;8.25;8.25;3.0;4;8;TUE;1;7;False;False;False;1000;13.38;1.66;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;108;D203515_newpanamax
23.0;195.0;9.25;9.25;3.0;6;15;TUE;1;7;False;False;False;1000;13.38;2.72;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;109;D203515_newpanamax
23.0;275.0;10.25;10.25;3.0;6;15;TUE;1;7;False;False;False;3000;17.86;0.72;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;110;D203515_newpanamax
23.0;275.0;9.75;9.75;3.0;4;10;TUE;1;7;False;False;False;3000;17.86;2.57;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;111;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;4;8;TUE;1;7;False;False;False;6000;27.82;1.93;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXII;CGC;112;D203515_newpanamax
36.0;225.0;0.0;11.7;1.0;5;14;TUE;1;7;False;False;False;55000;50.0;5.08;0.75;JAN;1;SUZANO;25;NAVIOCARGAGERAL;CGNC;113;D203515_newpanamax
23.0;185.0;9.25;9.25;3.0;5;12;TUE;1;7;False;False;False;1000;16.8;1.28;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;114;D203515_newpanamax
23.0;255.0;10.25;10.25;3.0;5;12;TUE;1;7;False;False;False;3000;15.61;0.93;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;115;D203515_newpanamax
23.0;305.0;11.25;11.25;3.0;5;14;TUE;1;7;False;False;False;4000;21.3;3.6;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;116;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;5;12;TUE;1;7;False;False;False;6000;25.92;2.92;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;117;D203515_newpanamax
23.0;235.0;8.25;8.25;3.0;5;14;TUE;1;7;False;False;True;5000;19.52;1.94;0.75;JAN;1;TEV;37;LARGEPCTC;RORO;118;D203515_newpanamax
23.0;225.0;7.75;0.0;2.0;4;10;TUE;1;7;False;False;False;70000;104.45;2.03;0.75;JAN;1;TIPLAM - GSM - I;42;PANAMAX;GSM - I;119;D203515_newpanamax
23.0;185.0;0.0;8.75;1.0;5;11;TUE;1;7;False;False;False;35000;29.94;2.95;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;120;D203515_newpanamax
23.0;195.0;9.25;9.25;3.0;6;18;WED;2;8;False;False;False;1000;16.8;1.4;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;121;D203515_newpanamax
23.0;295.0;12.25;12.25;3.0;9;25;WED;2;8;False;False;False;4000;21.3;2.1;0.75;JAN;1;TECON10;3;POST-PANAMAXI;CGC;122;D203515_newpanamax
23.0;295.0;11.75;11.75;3.0;6;18;WED;2;8;False;False;False;4000;20.66;1.13;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;123;D203515_newpanamax
23.0;215.0;9.75;9.75;3.0;9;25;WED;2;8;False;False;False;1000;13.38;2.09;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;124;D203515_newpanamax
23.0;305.0;11.75;11.75;3.0;9;25;WED;2;8;False;False;False;4000;21.93;1.24;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;125;D203515_newpanamax
23.0;215.0;9.25;9.25;3.0;7;20;WED;2;8;False;False;False;1000;16.8;1.95;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;126;D203515_newpanamax
23.0;275.0;10.75;10.75;3.0;10;25;WED;2;8;False;False;False;3000;15.61;1.4;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;127;D203515_newpanamax
23.0;225.0;0.0;13.25;1.0;7;17;WED;2;8;False;False;False;70000;78.07;2.55;0.75;JAN;1;TEG;34;PANAMAX;GSA - E;128;D203515_newpanamax
23.0;165.0;9.75;0.0;2.0;8;9;WED;2;8;False;False;False;18000;18.55;3.94;0.75;JAN;1;TIPLAM - GL;40;GPGENERALPURPOSE;GL;129;D203515_newpanamax
33.0;177.9;8.2;8.2;1.0;13;20;0;2;8;False;False;False;0;144.0;0.17;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;130;D203515_newpanamax
23.0;195.0;9.75;9.75;3.0;11;31;THU;3;9;False;False;False;1000;16.8;1.7;0.75;JAN;1;TECON10;3;FULLYCELLULAR;CGC;131;D203515_newpanamax
23.0;175.0;9.75;0.0;2.0;10;26;THU;3;9;False;False;False;35000;64.43;0.48;0.75;JAN;1;AGEO_TERMINAIS;11;MRMEDIUMRANGE;GL;132;D203515_newpanamax
23.0;275.0;12.25;12.25;3.0;8;24;THU;3;9;False;False;False;3000;14.7;7.61;0.75;JAN;1;BTP;13;PANAMAX;CGC;133;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;8;24;THU;3;9;False;False;False;6000;23.63;2.71;0.75;JAN;1;BTP;13;POST-PANAMAXII;CGC;134;D203515_newpanamax
23.0;185.0;10.25;10.25;3.0;12;35;THU;3;9;False;False;False;1000;13.38;1.49;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;135;D203515_newpanamax
23.0;295.0;12.25;12.25;3.0;11;29;THU;3;9;False;False;False;4000;21.93;1.19;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;136;D203515_newpanamax
36.0;225.0;0.0;11.7;1.0;10;29;THU;3;9;False;False;False;55000;50.0;3.54;0.75;JAN;1;SUZANO;25;NAVIOCARGAGERAL;CGNC;137;D203515_newpanamax
23.0;215.0;9.75;9.75;3.0;12;32;THU;3;9;False;False;False;1000;16.8;3.89;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;138;D203515_newpanamax
23.0;255.0;11.25;11.25;3.0;11;29;THU;3;9;False;False;False;3000;15.61;1.63;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;139;D203515_newpanamax
23.0;255.0;11.25;11.25;3.0;11;31;THU;3;9;False;False;False;3000;15.61;2.08;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;140;D203515_newpanamax
23.0;295.0;12.25;12.25;3.0;12;32;THU;3;9;False;False;False;4000;21.3;2.05;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;141;D203515_newpanamax
43.0;339.0;14.0;14.0;3.0;12;32;THU;3;9;False;False;False;6000;25.92;2.65;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;142;D203515_newpanamax
