VESSEL_BEAM;VESSEL_LOA;VESSEL_DRAFT;VESSEL_EXIT_DRAFT;DIRECTION;ARRIVAL_HOUR;ARRIVAL_MINUTE;ARRIVAL_WEEKDAY;ARRIVAL_WEEKDAY_NUM;ARRIVAL_DAY;DANGEROUS_FLAG;PASSENGER_FLAG;RORO_FLAG;TONNAGE;SERVICE_DURATION;WAIT_FOR_SERVICE;WAIT_FOR_UNDOCK;ARRIVAL_MONTH;ARRIVAL_MONTH_NUM;TERMINAL;TERMINAL_ID;VESSEL_SIZE_CATEGORY;VESSEL_MARKET_CATEGORY;ARRIVAL_ID;DEMAND_SCENARIO
23.0;265.0;11.75;11.75;3.0;16;45;FRI;4;3;False;False;False;3000;17.86;3.82;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;26;D203015_newpanamax
23.0;265.0;11.75;11.75;3.0;16;44;FRI;4;3;False;False;False;3000;17.86;3.43;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;27;D203015_newpanamax
23.0;295.0;13.25;13.25;3.0;15;40;FRI;4;3;False;False;False;4000;21.93;1.23;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;28;D203015_newpanamax
23.0;275.0;11.75;11.75;3.0;16;44;FRI;4;3;False;False;False;3000;15.61;0.6;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;29;D203015_newpanamax
23.0;305.0;12.75;12.75;3.0;16;44;FRI;4;3;False;False;False;4000;21.3;2.65;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;30;D203015_newpanamax
23.0;225.0;0.0;13.75;1.0;14;42;FRI;4;3;False;False;False;70000;61.75;2.59;0.75;JAN;1;TGRAO;39;PANAMAX;GSA - E;31;D203015_newpanamax
23.0;175.0;10.25;0.0;2.0;15;43;FRI;4;3;False;False;False;35000;72.19;2.73;0.75;JAN;1;TIPLAM - GSM - I;42;HANDYSIZE;GSM - I;32;D203015_newpanamax
38.0;333.33;8.6;8.6;3.0;6;25;0;4;3;False;True;False;0;11.33;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;33;D203015_newpanamax
23.0;155.0;10.25;0.0;2.0;20;54;SAT;5;4;False;False;False;18000;45.88;0.61;0.75;JAN;1;AGEO_TERMINAIS;11;GPGENERALPURPOSE;GL;34;D203015_newpanamax
23.0;185.0;10.25;10.25;3.0;17;49;SAT;5;4;False;False;False;1000;13.85;2.21;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;35;D203015_newpanamax
23.0;275.0;13.75;13.75;3.0;18;50;SAT;5;4;False;False;False;3000;14.7;3.32;0.75;JAN;1;BTP;13;PANAMAX;CGC;36;D203015_newpanamax
23.0;275.0;13.75;13.75;3.0;18;51;SAT;5;4;False;False;False;3000;14.7;2.67;0.75;JAN;1;BTP;13;PANAMAX;CGC;37;D203015_newpanamax
23.0;295.0;14.25;14.25;3.0;18;51;SAT;5;4;False;False;False;4000;20.66;2.24;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;38;D203015_newpanamax
43.0;339.0;14.0;14.0;3.0;18;50;SAT;5;4;False;False;False;6000;23.63;1.64;0.75;JAN;1;BTP;13;POST-PANAMAXII;CGC;39;D203015_newpanamax
23.0;215.0;10.75;10.75;3.0;18;50;SAT;5;4;False;False;False;1000;13.38;1.47;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;40;D203015_newpanamax
23.0;275.0;12.25;12.25;3.0;18;50;SAT;5;4;False;False;False;3000;17.86;1.8;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;41;D203015_newpanamax
23.0;265.0;12.75;12.75;3.0;19;53;SAT;5;4;False;False;False;3000;17.86;3.66;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;42;D203015_newpanamax
23.0;135.0;7.25;7.25;3.0;19;51;SAT;5;4;False;False;False;500;7.08;1.15;0.75;JAN;1;SANTOSBR;31;FEEDER/EARLY;CGC;43;D203015_newpanamax
23.0;265.0;12.75;12.75;3.0;20;53;SAT;5;4;False;False;False;3000;15.61;2.91;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;44;D203015_newpanamax
43.0;339.0;14.0;14.0;3.0;20;53;SAT;5;4;False;False;False;6000;25.92;2.09;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;45;D203015_newpanamax
23.0;225.0;0.0;13.25;1.0;17;45;SAT;5;4;False;False;False;70000;78.07;0.51;0.75;JAN;1;TEG;34;PANAMAX;GSA - E;46;D203015_newpanamax
23.0;225.0;0.0;13.75;1.0;17;51;SAT;5;4;False;False;False;70000;39.92;2.1;0.75;JAN;1;TGG;38;PANAMAX;GSA - E;47;D203015_newpanamax
23.0;185.0;0.0;10.75;1.0;20;54;SAT;5;4;False;False;False;35000;29.94;4.97;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;48;D203015_newpanamax
23.0;175.0;9.75;0.0;2.0;16;51;SAT;5;4;False;False;False;35000;90.66;2.52;0.75;JAN;1;USIMINAS;46;HANDYSIZE;GSM - E;49;D203015_newpanamax
52.0;331.43;8.7;8.6;3.0;5;0;0;5;4;False;True;False;0;11.75;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;50;D203015_newpanamax
50.0;305.0;8.5;8.5;3.0;6;0;0;5;4;False;True;False;0;10.92;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;51;D203015_newpanamax
23.0;225.0;0.0;14.25;1.0;23;4;SUN;6;5;False;False;False;70000;51.12;1.32;0.75;JAN;1;ADM;9;PANAMAX;GSA - E;52;D203015_newpanamax
23.0;245.0;14.25;14.25;3.0;20;55;SUN;6;5;False;False;False;3000;14.7;5.34;0.75;JAN;1;BTP;13;PANAMAX;CGC;53;D203015_newpanamax
23.0;295.0;14.25;14.25;3.0;21;57;SUN;6;5;False;False;False;4000;20.66;2.35;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;54;D203015_newpanamax
43.0;339.0;14.0;14.0;3.0;21;57;SUN;6;5;False;False;False;6000;23.63;4.38;0.75;JAN;1;BTP;13;POST-PANAMAXII;CGC;55;D203015_newpanamax
23.0;185.0;11.75;11.75;3.0;22;58;SUN;6;5;False;False;False;1000;13.38;0.94;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;56;D203015_newpanamax
23.0;265.0;12.75;12.75;3.0;20;54;SUN;6;5;False;False;False;3000;17.86;1.63;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;57;D203015_newpanamax
23.0;255.0;13.75;13.75;3.0;23;6;SUN;6;5;False;False;False;3000;17.86;2.14;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;58;D203015_newpanamax
36.0;225.0;0.0;13.0;1.0;20;55;SUN;6;5;False;False;False;55000;64.0;1.94;0.75;JAN;1;DPW - CGNC;22;NAVIOCARGAGERAL;CGNC;59;D203015_newpanamax
23.0;205.0;11.75;11.75;3.0;22;57;SUN;6;5;False;False;False;1000;16.8;1.0;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;60;D203015_newpanamax
23.0;255.0;13.25;13.25;3.0;22;57;SUN;6;5;False;False;False;3000;15.61;2.4;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;61;D203015_newpanamax
23.0;265.0;13.25;13.25;3.0;22;58;SUN;6;5;False;False;False;3000;15.61;2.26;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;62;D203015_newpanamax
43.0;339.0;14.0;14.0;3.0;22;57;SUN;6;5;False;False;False;6000;25.92;2.22;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;63;D203015_newpanamax
23.0;195.0;12.75;0.0;2.0;19;53;SUN;6;5;False;False;False;45000;89.37;4.77;0.75;JAN;1;TERMAG;35;HANDYMAX;GSM - I;64;D203015_newpanamax
23.0;225.0;14.25;0.0;2.0;19;53;SUN;6;5;False;False;False;70000;111.09;2.8;0.75;JAN;1;TERMAG;35;PANAMAX;GSM - I;65;D203015_newpanamax
23.0;195.0;11.25;0.0;2.0;21;57;SUN;6;5;False;False;False;45000;85.0;2.79;0.75;JAN;1;TIPLAM - GSM - I;42;HANDYMAX;GSM - I;66;D203015_newpanamax
23.0;225.0;12.7;0.0;2.0;19;54;SUN;6;5;False;False;False;60000;81.86;6.59;0.75;JAN;1;ULTRACARGO;45;LR1LONGRANGE1;GL;67;D203015_newpanamax
44.0;323.0;8.6;8.6;3.0;6;0;0;6;5;False;True;False;0;11.08;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;68;D203015_newpanamax
44.0;289.59;8.3;8.35;3.0;6;30;0;6;5;False;True;False;0;10.67;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;69;D203015_newpanamax
23.0;155.0;0.0;7.25;1.0;1;3;MON;0;6;False;False;False;18000;42.57;5.58;0.75;JAN;1;STS;2;GPGENERALPURPOSE;GL;70;D203015_newpanamax
36.0;225.0;0.0;13.0;1.0;1;6;MON;0;6;False;False;False;55000;99.66;7.14;0.75;JAN;1;BRACELL;12;NAVIOCARGAGERAL;CGNC;71;D203015_newpanamax
23.0;275.0;10.25;10.25;3.0;2;5;MON;0;6;False;False;False;3000;14.7;2.01;0.75;JAN;1;BTP;13;PANAMAX;CGC;72;D203015_newpanamax
23.0;315.0;9.75;9.75;3.0;1;4;MON;0;6;False;False;False;4000;20.66;3.55;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;73;D203015_newpanamax
23.0;165.0;0.0;7.25;1.0;3;2;MON;0;6;False;False;False;18000;12.03;2.58;0.75;JAN;1;DOW;20;GPGENERALPURPOSE;GL;74;D203015_newpanamax
23.0;245.0;8.25;8.25;3.0;0;0;MON;0;6;False;False;False;3000;17.86;2.67;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;75;D203015_newpanamax
23.0;295.0;8.75;8.75;3.0;0;0;MON;0;6;False;False;False;4000;21.93;3.34;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;76;D203015_newpanamax
36.0;225.0;0.0;11.7;1.0;4;7;MON;0;6;False;False;False;55000;36.9;2.88;0.75;JAN;1;ELDORADO;23;NAVIOCARGAGERAL;CGNC;77;D203015_newpanamax
23.0;255.0;9.25;9.25;3.0;1;3;MON;0;6;False;False;False;3000;15.61;5.59;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;78;D203015_newpanamax
43.0;339.0;14.0;14.0;3.0;0;1;MON;0;6;False;False;False;6000;25.92;1.71;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;79;D203015_newpanamax
23.0;225.0;0.0;12.25;1.0;0;2;MON;0;6;False;False;False;70000;39.92;1.21;0.75;JAN;1;TGG;38;PANAMAX;GSA - E;80;D203015_newpanamax
23.0;185.0;0.0;8.25;1.0;2;4;MON;0;6;False;False;False;35000;29.94;0.66;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;81;D203015_newpanamax
23.0;155.0;0.0;7.75;1.0;7;6;MON;0;6;False;False;False;18000;42.57;26.06;0.75;JAN;1;ULTRACARGO;45;GPGENERALPURPOSE;GL;82;D203015_newpanamax
23.0;175.0;0.0;5.75;1.0;0;2;MON;0;6;False;False;False;35000;90.66;11.48;0.75;JAN;1;USIMINAS;46;HANDYSIZE;GSM - E;83;D203015_newpanamax
17.0;75.2;4.15;5.0;1.0;8;10;0;0;6;False;False;False;0;5.0;0.17;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;84;D203015_newpanamax
23.0;295.0;11.25;11.25;3.0;4;11;TUE;1;7;False;False;False;4000;20.66;3.48;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;85;D203015_newpanamax
23.0;185.0;9.25;9.25;3.0;5;12;TUE;1;7;False;False;False;1000;13.38;2.27;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;86;D203015_newpanamax
23.0;275.0;9.75;9.75;3.0;4;10;TUE;1;7;False;False;False;3000;17.86;1.18;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;87;D203015_newpanamax
23.0;305.0;10.75;10.75;3.0;6;14;TUE;1;7;False;False;False;4000;21.93;1.31;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;88;D203015_newpanamax
23.0;185.0;9.25;9.25;3.0;4;11;TUE;1;7;False;False;False;1000;16.8;2.89;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;89;D203015_newpanamax
23.0;275.0;9.75;9.75;3.0;3;8;TUE;1;7;False;False;False;3000;15.61;1.33;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;90;D203015_newpanamax
23.0;275.0;9.75;9.75;3.0;4;10;TUE;1;7;False;False;False;3000;15.61;3.21;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;91;D203015_newpanamax
23.0;295.0;10.75;10.75;3.0;4;9;TUE;1;7;False;False;False;4000;21.3;2.73;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;92;D203015_newpanamax
43.0;339.0;14.0;14.0;3.0;4;9;TUE;1;7;False;False;False;6000;25.92;2.81;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;93;D203015_newpanamax
23.0;225.0;0.0;13.25;1.0;2;9;TUE;1;7;False;False;False;70000;61.75;2.54;0.75;JAN;1;TGRAO;39;PANAMAX;GSA - E;94;D203015_newpanamax
23.0;245.0;0.0;9.75;1.0;5;10;TUE;1;7;False;False;False;60000;48.22;4.91;0.75;JAN;1;TRANSPETRO;43;LR1LONGRANGE1;GL;95;D203015_newpanamax
23.0;155.0;0.0;7.75;1.0;7;8;TUE;1;7;False;False;False;18000;42.57;0.89;0.75;JAN;1;ULTRACARGO;45;GPGENERALPURPOSE;GL;96;D203015_newpanamax
23.0;225.0;0.0;13.25;1.0;8;18;WED;2;8;False;False;False;70000;51.12;2.44;0.75;JAN;1;ADM;9;PANAMAX;GSA - E;97;D203015_newpanamax
23.0;225.0;0.0;12.75;1.0;9;22;WED;2;8;False;False;False;60000;162.93;9.06;0.75;JAN;1;CUTRALE - GL;18;LR1LONGRANGE1;GL;98;D203015_newpanamax
23.0;215.0;9.75;9.75;3.0;9;25;WED;2;8;False;False;False;1000;13.38;2.16;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;99;D203015_newpanamax
23.0;295.0;11.75;11.75;3.0;8;23;WED;2;8;False;False;False;4000;21.93;0.93;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;100;D203015_newpanamax
36.0;225.0;0.0;11.7;1.0;8;24;WED;2;8;False;False;False;55000;36.9;14.05;0.75;JAN;1;ELDORADO;23;NAVIOCARGAGERAL;CGNC;101;D203015_newpanamax
23.0;185.0;9.75;9.75;3.0;8;22;WED;2;8;False;False;False;1000;16.8;2.36;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;102;D203015_newpanamax
23.0;255.0;10.75;10.75;3.0;8;22;WED;2;8;False;False;False;3000;15.61;2.27;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;103;D203015_newpanamax
23.0;295.0;12.25;12.25;3.0;9;25;WED;2;8;False;False;False;4000;21.3;1.26;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;104;D203015_newpanamax
43.0;339.0;14.0;14.0;3.0;6;18;WED;2;8;False;False;False;6000;25.92;1.29;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXII;CGC;105;D203015_newpanamax
23.0;225.0;0.0;13.25;1.0;9;22;WED;2;8;False;False;False;70000;61.75;4.34;0.75;JAN;1;TGRAO;39;PANAMAX;GSA - E;106;D203015_newpanamax
23.0;185.0;0.0;8.75;1.0;8;19;WED;2;8;False;False;False;35000;29.94;2.57;0.75;JAN;1;TRANSPETRO;43;MRMEDIUMRANGE;GL;107;D203015_newpanamax
33.0;177.9;8.2;8.2;1.0;13;20;0;2;8;False;False;False;0;144.0;0.17;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;108;D203015_newpanamax
23.0;185.0;9.75;0.0;2.0;11;29;THU;3;9;False;False;False;35000;64.43;0.58;0.75;JAN;1;AGEO_TERMINAIS;11;MRMEDIUMRANGE;GL;109;D203015_newpanamax
23.0;295.0;12.75;12.75;3.0;10;29;THU;3;9;False;False;False;4000;20.66;3.76;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;110;D203015_newpanamax
23.0;295.0;12.75;12.75;3.0;12;34;THU;3;9;False;False;False;4000;21.93;2.49;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;111;D203015_newpanamax
23.0;265.0;11.25;11.25;3.0;12;33;THU;3;9;False;False;False;3000;15.61;2.42;0.75;JAN;1;SANTOSBR;31;PANAMAX;CGC;112;D203015_newpanamax
23.0;295.0;12.25;12.25;3.0;12;33;THU;3;9;False;False;False;4000;21.3;4.12;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;113;D203015_newpanamax
23.0;225.0;0.0;13.25;1.0;11;28;THU;3;9;False;False;False;70000;78.07;4.55;0.75;JAN;1;TEG;34;PANAMAX;GSA - E;114;D203015_newpanamax
23.0;225.0;0.0;13.25;1.0;10;26;THU;3;9;False;False;False;70000;39.92;4.97;0.75;JAN;1;TGG;38;PANAMAX;GSA - E;115;D203015_newpanamax
44.0;323.0;8.5;8.6;3.0;4;57;0;3;9;False;True;False;0;11.92;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;116;D203015_newpanamax
19.0;88.8;4.9;5.3;1.0;14;5;0;3;9;False;False;False;0;58.0;0.08;0.75;0;1;TUP - Saipem;8;HANDYSIZE;CGNC;117;D203015_newpanamax
23.0;155.0;9.25;0.0;2.0;16;44;FRI;4;10;False;False;False;18000;45.88;1.3;0.75;JAN;1;AGEO_TERMINAIS;11;GPGENERALPURPOSE;GL;118;D203015_newpanamax
23.0;175.0;10.75;0.0;2.0;16;45;FRI;4;10;False;False;False;35000;64.43;1.12;0.75;JAN;1;AGEO_TERMINAIS;11;MRMEDIUMRANGE;GL;119;D203015_newpanamax
43.0;339.0;14.0;14.0;3.0;11;33;FRI;4;10;False;False;False;6000;23.63;3.18;0.75;JAN;1;BTP;13;POST-PANAMAXII;CGC;120;D203015_newpanamax
23.0;215.0;10.25;10.25;3.0;15;40;FRI;4;10;False;False;False;1000;13.38;1.7;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;121;D203015_newpanamax
23.0;215.0;10.25;10.25;3.0;14;40;FRI;4;10;False;False;False;1000;13.38;2.26;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;122;D203015_newpanamax
23.0;245.0;11.75;11.75;3.0;14;40;FRI;4;10;False;False;False;3000;17.86;1.86;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;123;D203015_newpanamax
43.0;339.0;14.0;14.0;3.0;16;45;FRI;4;10;False;False;False;6000;27.82;2.73;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXII;CGC;124;D203015_newpanamax
36.0;225.0;0.0;11.7;1.0;19;46;FRI;4;10;False;False;False;55000;50.0;5.8;0.75;JAN;1;SUZANO;25;NAVIOCARGAGERAL;CGNC;125;D203015_newpanamax
23.0;225.0;0.0;13.25;1.0;14;37;FRI;4;10;False;False;False;70000;88.35;1.18;0.75;JAN;1;TEAG;33;PANAMAX;GSA - E;126;D203015_newpanamax
23.0;195.0;10.25;0.0;2.0;15;43;FRI;4;10;False;False;False;45000;85.0;1.46;0.75;JAN;1;TIPLAM - GSM - I;42;HANDYMAX;GSM - I;127;D203015_newpanamax
23.0;225.0;11.25;0.0;2.0;15;43;FRI;4;10;False;False;False;70000;104.45;5.23;0.75;JAN;1;TIPLAM - GSM - I;42;PANAMAX;GSM - I;128;D203015_newpanamax
38.0;333.33;8.6;8.6;3.0;6;25;0;4;10;False;True;False;0;11.42;0.0;0.75;0;1;Concais;6;PASSAGEIROS;PASSAGEIROS;129;D203015_newpanamax
23.0;225.0;0.0;13.25;1.0;19;49;SAT;5;11;False;False;False;70000;51.12;1.65;0.75;JAN;1;ADM;9;PANAMAX;GSA - E;130;D203015_newpanamax
23.0;135.0;7.75;7.75;3.0;17;49;SAT;5;11;False;False;False;500;20.71;3.95;0.75;JAN;1;BTP;13;FEEDER/EARLY;CGC;131;D203015_newpanamax
23.0;185.0;10.25;10.25;3.0;18;50;SAT;5;11;False;False;False;1000;13.85;2.1;0.75;JAN;1;BTP;13;FULLYCELLULAR;CGC;132;D203015_newpanamax
23.0;295.0;14.25;14.25;3.0;18;50;SAT;5;11;False;False;False;4000;20.66;3.48;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;133;D203015_newpanamax
23.0;295.0;14.25;14.25;3.0;20;54;SAT;5;11;False;False;False;4000;20.66;2.96;0.75;JAN;1;BTP;13;POST-PANAMAXI;CGC;134;D203015_newpanamax
43.0;339.0;14.0;14.0;3.0;18;51;SAT;5;11;False;False;False;6000;23.63;3.71;0.75;JAN;1;BTP;13;POST-PANAMAXII;CGC;135;D203015_newpanamax
23.0;195.0;11.25;11.25;3.0;19;52;SAT;5;11;False;False;False;1000;13.38;1.15;0.75;JAN;1;DPW - CGC;21;FULLYCELLULAR;CGC;136;D203015_newpanamax
23.0;265.0;12.25;12.25;3.0;17;48;SAT;5;11;False;False;False;3000;17.86;2.22;0.75;JAN;1;DPW - CGC;21;PANAMAX;CGC;137;D203015_newpanamax
23.0;305.0;13.75;13.75;3.0;18;50;SAT;5;11;False;False;False;4000;21.93;3.01;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXI;CGC;138;D203015_newpanamax
43.0;339.0;14.0;14.0;3.0;18;50;SAT;5;11;False;False;False;6000;27.82;2.28;0.75;JAN;1;DPW - CGC;21;POST-PANAMAXII;CGC;139;D203015_newpanamax
23.0;215.0;11.25;11.25;3.0;20;53;SAT;5;11;False;False;False;1000;16.8;4.66;0.75;JAN;1;SANTOSBR;31;FULLYCELLULAR;CGC;140;D203015_newpanamax
23.0;295.0;13.75;13.75;3.0;20;53;SAT;5;11;False;False;False;4000;21.3;2.76;0.75;JAN;1;SANTOSBR;31;POST-PANAMAXI;CGC;141;D203015_newpanamax
23.0;225.0;0.0;13.25;1.0;16;45;SAT;5;11;False;False;False;70000;88.35;2.66;0.75;JAN;1;TEAG;33;PANAMAX;GSA - E;142;D203015_newpanamax
